指数,年月,地域,カテゴリ,数値,単位
指数,2014年5月,全国,0001 総合,98.1,
指数,2014年5月,全国,0002 食料,92.2,
指数,2014年5月,全国,0003 穀類,96.8,
指数,2014年5月,全国,0004 米類,97.1,
指数,2014年5月,全国,1001 うるち米Ａ,98.1,
指数,2014年5月,全国,1002 うるち米Ｂ,96.5,
指数,2014年5月,全国,0005 パン,95.7,
指数,2014年5月,全国,1021 食パン,98.3,
指数,2014年5月,全国,1022 あんパン,93.2,
指数,2014年5月,全国,1023 カレーパン,96.1,
指数,2014年5月,全国,0006 麺類,95.6,
指数,2014年5月,全国,1031 ゆでうどん,95.9,
指数,2014年5月,全国,1041 そうめん,97.9,
指数,2014年5月,全国,1042 スパゲッティ,92.9,
指数,2014年5月,全国,1051 カップ麺,91.8,
指数,2014年5月,全国,1052 中華麺,99.8,
指数,2014年5月,全国,0007 他の穀類,101,
指数,2014年5月,全国,1071 小麦粉,88.9,
指数,2014年5月,全国,1081 もち,106.5,
指数,2014年5月,全国,0008 魚介類,85.5,
指数,2014年5月,全国,0009 生鮮魚介,85.7,
指数,2014年5月,全国,1101 まぐろ,92,
指数,2014年5月,全国,1102 あじ,94.1,
指数,2014年5月,全国,1103 いわし,104.2,
指数,2014年5月,全国,1104 かつお,96.5,
指数,2014年5月,全国,1106 さけ,89.4,
指数,2014年5月,全国,1107 さば,88.7,
指数,2014年5月,全国,1108 さんま,60.4,
指数,2014年5月,全国,1110 たい,89.1,
指数,2014年5月,全国,1111 ぶり,87.5,
指数,2014年5月,全国,1112 いか,66.1,
指数,2014年5月,全国,1113 たこ,79,
指数,2014年5月,全国,1114 えび,100.3,
指数,2014年5月,全国,1131 あさり,91.3,
指数,2014年5月,全国,1133 ほたて貝,84.9,
指数,2014年5月,全国,0010 塩干魚介,80.3,
指数,2014年5月,全国,1141 塩さけ,76.8,
指数,2014年5月,全国,1142 たらこ,89.5,
指数,2014年5月,全国,1143 しらす干し,74.4,
指数,2014年5月,全国,1144 干しあじ,85.6,
指数,2014年5月,全国,1146 煮干し,91.1,
指数,2014年5月,全国,1150 ししゃも,67.3,
指数,2014年5月,全国,1167 いくら,73.6,
指数,2014年5月,全国,0011 魚肉練製品,91.7,
指数,2014年5月,全国,1151 揚げかまぼこ,91.1,
指数,2014年5月,全国,1152 ちくわ,91.9,
指数,2014年5月,全国,1153 かまぼこ,92,
指数,2014年5月,全国,0012 他の魚介加工品,87.3,
指数,2014年5月,全国,1161 かつお節,94,
指数,2014年5月,全国,1165 魚介漬物,84,
指数,2014年5月,全国,1166 魚介つくだ煮,80.6,
指数,2014年5月,全国,1173 魚介缶詰,96.8,
指数,2014年5月,全国,0013 肉類,90.5,
指数,2014年5月,全国,0014 生鮮肉,86.7,
指数,2014年5月,全国,1201 牛肉（国産品）,83.1,
指数,2014年5月,全国,1203 牛肉（輸入品）,75.9,
指数,2014年5月,全国,1211 豚肉（国産品）,85.1,
指数,2014年5月,全国,1221 鶏肉,95.5,
指数,2014年5月,全国,0015 加工肉,107.4,
指数,2014年5月,全国,1252 ハム,106.1,
指数,2014年5月,全国,1261 ソーセージ,109.8,
指数,2014年5月,全国,1271 ベーコン,103.4,
指数,2014年5月,全国,0016 乳卵類,93.1,
指数,2014年5月,全国,0017 牛乳・乳製品,92.6,
指数,2014年5月,全国,0018 牛乳,94.4,
指数,2014年5月,全国,1303 牛乳,94.5,
指数,2014年5月,全国,0019 乳製品,91.1,
指数,2014年5月,全国,1311 粉ミルク,101.4,
指数,2014年5月,全国,1333 ヨーグルト,88.5,
指数,2014年5月,全国,1321 バター,92.4,
指数,2014年5月,全国,1331 チーズ（国産品）,98.3,
指数,2014年5月,全国,1332 チーズ（輸入品）,92.8,
指数,2014年5月,全国,0020 卵,95.6,
指数,2014年5月,全国,1341 鶏卵,95.6,
指数,2014年5月,全国,0021 野菜・海藻,89,
指数,2014年5月,全国,0022 生鮮野菜,88.2,
指数,2014年5月,全国,1401 キャベツ,89.2,
指数,2014年5月,全国,1402 ほうれんそう,85.6,
指数,2014年5月,全国,1403 はくさい,87.2,
指数,2014年5月,全国,1405 ねぎ,84.3,
指数,2014年5月,全国,1406 レタス,80,
指数,2014年5月,全国,1409 ブロッコリー,105.5,
指数,2014年5月,全国,1407 もやし,92,
指数,2014年5月,全国,1410 アスパラガス,96.6,
指数,2014年5月,全国,1411 さつまいも,77.6,
指数,2014年5月,全国,1412 じゃがいも,85.6,
指数,2014年5月,全国,1413 さといも,118.6,
指数,2014年5月,全国,1414 だいこん,92.1,
指数,2014年5月,全国,1415 にんじん,87.2,
指数,2014年5月,全国,1416 ごぼう,105.5,
指数,2014年5月,全国,1417 たまねぎ,110.8,
指数,2014年5月,全国,1419 れんこん,92.1,
指数,2014年5月,全国,1420 ながいも,95.2,
指数,2014年5月,全国,1421 しょうが,85.9,
指数,2014年5月,全国,1432 さやいんげん,81.7,
指数,2014年5月,全国,1433 かぼちゃ,84.5,
指数,2014年5月,全国,1434 きゅうり,76,
指数,2014年5月,全国,1435 なす,77.4,
指数,2014年5月,全国,1436 トマト,85.6,
指数,2014年5月,全国,1437 ピーマン,69,
指数,2014年5月,全国,1438 生しいたけ,94.9,
指数,2014年5月,全国,1442 えのきたけ,90.1,
指数,2014年5月,全国,1443 しめじ,89.2,
指数,2014年5月,全国,0023 乾物・加工品類,90.4,
指数,2014年5月,全国,0024 乾物・海藻,83.2,
指数,2014年5月,全国,1453 干ししいたけ,88.3,
指数,2014年5月,全国,1461 干しのり,83.5,
指数,2014年5月,全国,1462 わかめ,83.1,
指数,2014年5月,全国,1463 こんぶ,88.6,
指数,2014年5月,全国,1464 ひじき,74.6,
指数,2014年5月,全国,0025 大豆加工品,97.5,
指数,2014年5月,全国,1471 豆腐,96.9,
指数,2014年5月,全国,1472 油揚げ,98.2,
指数,2014年5月,全国,1473 納豆,97.9,
指数,2014年5月,全国,0026 他の野菜・海藻加工品,89,
指数,2014年5月,全国,1481 こんにゃく,101.5,
指数,2014年5月,全国,1482 梅干し,71.1,
指数,2014年5月,全国,1483 だいこん漬,86.5,
指数,2014年5月,全国,1486 はくさい漬,87.7,
指数,2014年5月,全国,1487 キムチ,97.8,
指数,2014年5月,全国,1485 こんぶつくだ煮,95.2,
指数,2014年5月,全国,1491 野菜缶詰,102.1,
指数,2014年5月,全国,0027 果物,85.5,
指数,2014年5月,全国,0028 生鮮果物,85.5,
指数,2014年5月,全国,1502 りんご,94.6,
指数,2014年5月,全国,1515 オレンジ,90.2,
指数,2014年5月,全国,1561 すいか,98.8,
指数,2014年5月,全国,1563 メロン,111.9,
指数,2014年5月,全国,1571 いちご,74.5,
指数,2014年5月,全国,1581 バナナ,83.9,
指数,2014年5月,全国,1582 キウイフルーツ,88.1,
指数,2014年5月,全国,0029 果物加工品,83.1,
指数,2014年5月,全国,0030 油脂・調味料,99.7,
指数,2014年5月,全国,0031 油脂,112,
指数,2014年5月,全国,1601 食用油,113.3,
指数,2014年5月,全国,1602 マーガリン,106.2,
指数,2014年5月,全国,0032 調味料,98.3,
指数,2014年5月,全国,1611 食塩,93.9,
指数,2014年5月,全国,1621 しょう油,101.3,
指数,2014年5月,全国,1631 みそ,100.2,
指数,2014年5月,全国,1632 砂糖,101.1,
指数,2014年5月,全国,1633 酢,104,
指数,2014年5月,全国,1641 ソース,95.4,
指数,2014年5月,全国,1642 ケチャップ,97.5,
指数,2014年5月,全国,1643 マヨネーズ,109.9,
指数,2014年5月,全国,1645 ドレッシング,103.5,
指数,2014年5月,全国,1644 ジャム,93.3,
指数,2014年5月,全国,1652 カレールウ,93.8,
指数,2014年5月,全国,1653 乾燥スープ,96.2,
