指数,年月,地域,カテゴリ,数値,単位
指数,2008年5月,全国,0001 総合,96.8,
指数,2008年5月,全国,0002 食料,88.7,
指数,2008年5月,全国,0003 穀類,96.2,
指数,2008年5月,全国,0004 米類,96.2,
指数,2008年5月,全国,1001 うるち米Ａ,99.5,
指数,2008年5月,全国,1002 うるち米Ｂ,94.6,
指数,2008年5月,全国,0005 パン,95,
指数,2008年5月,全国,1021 食パン,98.4,
指数,2008年5月,全国,1022 あんパン,91.5,
指数,2008年5月,全国,1023 カレーパン,94,
指数,2008年5月,全国,0006 麺類,95.3,
指数,2008年5月,全国,1031 ゆでうどん,93.8,
指数,2008年5月,全国,1041 そうめん,91.9,
指数,2008年5月,全国,1042 スパゲッティ,108.3,
指数,2008年5月,全国,1051 カップ麺,90.7,
指数,2008年5月,全国,1052 中華麺,102.1,
指数,2008年5月,全国,0007 他の穀類,101.9,
指数,2008年5月,全国,1071 小麦粉,78.5,
指数,2008年5月,全国,1081 もち,113.1,
指数,2008年5月,全国,0008 魚介類,78.7,
指数,2008年5月,全国,0009 生鮮魚介,80,
指数,2008年5月,全国,1101 まぐろ,90,
指数,2008年5月,全国,1102 あじ,98.1,
指数,2008年5月,全国,1103 いわし,106.7,
指数,2008年5月,全国,1104 かつお,102.7,
指数,2008年5月,全国,1106 さけ,69.8,
指数,2008年5月,全国,1107 さば,92,
指数,2008年5月,全国,1108 さんま,43.8,
指数,2008年5月,全国,1110 たい,82.3,
指数,2008年5月,全国,1111 ぶり,82.5,
指数,2008年5月,全国,1112 いか,65.7,
指数,2008年5月,全国,1113 たこ,76.8,
指数,2008年5月,全国,1114 えび,78.8,
指数,2008年5月,全国,1131 あさり,86.3,
指数,2008年5月,全国,1133 ほたて貝,68.6,
指数,2008年5月,全国,0010 塩干魚介,72.7,
指数,2008年5月,全国,1141 塩さけ,59.1,
指数,2008年5月,全国,1142 たらこ,96.7,
指数,2008年5月,全国,1143 しらす干し,66.7,
指数,2008年5月,全国,1144 干しあじ,79.2,
指数,2008年5月,全国,1146 煮干し,90.5,
指数,2008年5月,全国,1150 ししゃも,67.5,
指数,2008年5月,全国,0011 魚肉練製品,88.6,
指数,2008年5月,全国,1151 揚げかまぼこ,84.3,
指数,2008年5月,全国,1152 ちくわ,90.1,
指数,2008年5月,全国,1153 かまぼこ,91.3,
指数,2008年5月,全国,0012 他の魚介加工品,75.5,
指数,2008年5月,全国,1161 かつお節,81.3,
指数,2008年5月,全国,1165 魚介漬物,70,
指数,2008年5月,全国,1166 魚介つくだ煮,77.3,
指数,2008年5月,全国,1173 魚介缶詰,83.8,
指数,2008年5月,全国,0013 肉類,87.2,
