指数,年月,地域,カテゴリ,数値,単位
指数,2012年7月,全国,0001 総合,94.1,
指数,2012年7月,全国,0002 食料,87.9,
指数,2012年7月,全国,0003 穀類,95.9,
指数,2012年7月,全国,0004 米類,97.8,
指数,2012年7月,全国,1001 うるち米Ａ,100.3,
指数,2012年7月,全国,1002 うるち米Ｂ,96.4,
指数,2012年7月,全国,0005 パン,93.7,
指数,2012年7月,全国,1021 食パン,96.1,
指数,2012年7月,全国,1022 あんパン,90.3,
指数,2012年7月,全国,1023 カレーパン,95.1,
指数,2012年7月,全国,0006 麺類,93.7,
指数,2012年7月,全国,1031 ゆでうどん,94.3,
指数,2012年7月,全国,1041 そうめん,96.3,
指数,2012年7月,全国,1042 スパゲッティ,91.2,
指数,2012年7月,全国,1051 カップ麺,89.2,
指数,2012年7月,全国,1052 中華麺,98.4,
指数,2012年7月,全国,0007 他の穀類,101.9,
指数,2012年7月,全国,1071 小麦粉,83,
指数,2012年7月,全国,1081 もち,110.9,
指数,2012年7月,全国,0008 魚介類,77.6,
指数,2012年7月,全国,0009 生鮮魚介,77,
指数,2012年7月,全国,1101 まぐろ,88.1,
指数,2012年7月,全国,1102 あじ,93.1,
指数,2012年7月,全国,1103 いわし,88.7,
指数,2012年7月,全国,1104 かつお,88.3,
指数,2012年7月,全国,1106 さけ,68.1,
指数,2012年7月,全国,1107 さば,83.8,
指数,2012年7月,全国,1108 さんま,51.1,
指数,2012年7月,全国,1110 たい,87.4,
指数,2012年7月,全国,1111 ぶり,82.2,
指数,2012年7月,全国,1112 いか,52.1,
指数,2012年7月,全国,1113 たこ,80.9,
指数,2012年7月,全国,1114 えび,80.4,
指数,2012年7月,全国,1131 あさり,85.6,
指数,2012年7月,全国,1133 ほたて貝,71.1,
指数,2012年7月,全国,0010 塩干魚介,72.9,
指数,2012年7月,全国,1141 塩さけ,62.4,
指数,2012年7月,全国,1142 たらこ,83.5,
指数,2012年7月,全国,1143 しらす干し,73.9,
指数,2012年7月,全国,1144 干しあじ,78.2,
指数,2012年7月,全国,1146 煮干し,86,
指数,2012年7月,全国,1150 ししゃも,63.6,
指数,2012年7月,全国,1167 いくら,66.8,
指数,2012年7月,全国,0011 魚肉練製品,91.5,
指数,2012年7月,全国,1151 揚げかまぼこ,90.2,
指数,2012年7月,全国,1152 ちくわ,93.9,
指数,2012年7月,全国,1153 かまぼこ,91.1,
指数,2012年7月,全国,0012 他の魚介加工品,78.1,
指数,2012年7月,全国,1161 かつお節,81.6,
指数,2012年7月,全国,1165 魚介漬物,76.6,
指数,2012年7月,全国,1166 魚介つくだ煮,78.8,
指数,2012年7月,全国,1173 魚介缶詰,81.7,
指数,2012年7月,全国,0013 肉類,83.7,
指数,2012年7月,全国,0014 生鮮肉,79.7,
指数,2012年7月,全国,1201 牛肉（国産品）,75.2,
指数,2012年7月,全国,1203 牛肉（輸入品）,65.6,
指数,2012年7月,全国,1211 豚肉（国産品）,79.5,
指数,2012年7月,全国,1221 鶏肉,88.6,
指数,2012年7月,全国,0015 加工肉,101.8,
指数,2012年7月,全国,1252 ハム,104.8,
指数,2012年7月,全国,1261 ソーセージ,100.4,
指数,2012年7月,全国,1271 ベーコン,99.6,
指数,2012年7月,全国,0016 乳卵類,87.8,
指数,2012年7月,全国,0017 牛乳・乳製品,89.1,
