指数,年月,地域,カテゴリ,数値,単位
指数,1996年6月,全国,0001 総合,96.1,
指数,1996年6月,全国,0002 食料,86.3,
指数,1996年6月,全国,0003 穀類,100.6,
指数,1996年6月,全国,0004 米類,116.3,
指数,1996年6月,全国,1001 うるち米Ａ,119.7,
指数,1996年6月,全国,1002 うるち米Ｂ,117.9,
指数,1996年6月,全国,0005 パン,87.7,
指数,1996年6月,全国,1021 食パン,88,
指数,1996年6月,全国,1022 あんパン,89.7,
指数,1996年6月,全国,0006 麺類,89.9,
指数,1996年6月,全国,1031 ゆでうどん,94.9,
指数,1996年6月,全国,1041 そうめん,84.4,
指数,1996年6月,全国,1042 スパゲッティ,89.9,
指数,1996年6月,全国,1051 カップ麺,84.8,
指数,1996年6月,全国,1052 中華麺,98.6,
指数,1996年6月,全国,0007 他の穀類,110.1,
指数,1996年6月,全国,1071 小麦粉,74.6,
指数,1996年6月,全国,1081 もち,127,
指数,1996年6月,全国,0008 魚介類,77,
指数,1996年6月,全国,0009 生鮮魚介,79.5,
指数,1996年6月,全国,1101 まぐろ,98.5,
指数,1996年6月,全国,1102 あじ,101.7,
指数,1996年6月,全国,1103 いわし,85.4,
指数,1996年6月,全国,1104 かつお,94.8,
指数,1996年6月,全国,1106 さけ,65.5,
指数,1996年6月,全国,1107 さば,80.6,
指数,1996年6月,全国,1108 さんま,47.5,
指数,1996年6月,全国,1110 たい,90.3,
指数,1996年6月,全国,1111 ぶり,91.6,
指数,1996年6月,全国,1112 いか,62.6,
指数,1996年6月,全国,1113 たこ,65.2,
指数,1996年6月,全国,1114 えび,89.7,
指数,1996年6月,全国,1131 あさり,70,
指数,1996年6月,全国,1133 ほたて貝,64.3,
指数,1996年6月,全国,0010 塩干魚介,69.9,
指数,1996年6月,全国,1141 塩さけ,62.7,
指数,1996年6月,全国,1142 たらこ,83.9,
指数,1996年6月,全国,1143 しらす干し,62.8,
指数,1996年6月,全国,1144 干しあじ,79.8,
指数,1996年6月,全国,1146 煮干し,92.2,
指数,1996年6月,全国,1150 ししゃも,75.1,
