指数,年月,地域,カテゴリ,数値,単位
指数,1999年12月,全国,0001 総合,97.5,
指数,1999年12月,全国,0002 食料,87,
指数,1999年12月,全国,0003 穀類,98.3,
指数,1999年12月,全国,0004 米類,109.6,
指数,1999年12月,全国,1001 うるち米Ａ,113,
指数,1999年12月,全国,1002 うるち米Ｂ,108.3,
指数,1999年12月,全国,0005 パン,88.8,
指数,1999年12月,全国,1021 食パン,90.4,
指数,1999年12月,全国,1022 あんパン,88.2,
指数,1999年12月,全国,0006 麺類,91.1,
指数,1999年12月,全国,1031 ゆでうどん,95.1,
指数,1999年12月,全国,1041 そうめん,89,
指数,1999年12月,全国,1042 スパゲッティ,90.9,
指数,1999年12月,全国,1051 カップ麺,84.9,
指数,1999年12月,全国,1052 中華麺,99.3,
指数,1999年12月,全国,0007 他の穀類,107.7,
指数,1999年12月,全国,1071 小麦粉,74,
指数,1999年12月,全国,1081 もち,123.9,
指数,1999年12月,全国,0008 魚介類,79.6,
指数,1999年12月,全国,0009 生鮮魚介,81.7,
指数,1999年12月,全国,1101 まぐろ,101.8,
指数,1999年12月,全国,1102 あじ,101.2,
指数,1999年12月,全国,1103 いわし,90.1,
指数,1999年12月,全国,1106 さけ,68.1,
指数,1999年12月,全国,1107 さば,85.4,
指数,1999年12月,全国,1108 さんま,71.3,
指数,1999年12月,全国,1110 たい,82.1,
指数,1999年12月,全国,1111 ぶり,96.7,
指数,1999年12月,全国,1112 いか,52.7,
指数,1999年12月,全国,1113 たこ,66.6,
指数,1999年12月,全国,1114 えび,96.3,
指数,1999年12月,全国,1131 あさり,73.9,
指数,1999年12月,全国,1132 かき（貝）,74.8,
指数,1999年12月,全国,1133 ほたて貝,69.7,
指数,1999年12月,全国,0010 塩干魚介,72.4,
指数,1999年12月,全国,1141 塩さけ,68.2,
指数,1999年12月,全国,1142 たらこ,86.3,
指数,1999年12月,全国,1143 しらす干し,63.1,
指数,1999年12月,全国,1144 干しあじ,79.4,
指数,1999年12月,全国,1146 煮干し,95.2,
指数,1999年12月,全国,1150 ししゃも,72.4,
指数,1999年12月,全国,0011 魚肉練製品,89.5,
指数,1999年12月,全国,1151 揚げかまぼこ,84.9,
指数,1999年12月,全国,1152 ちくわ,91.7,
指数,1999年12月,全国,1153 かまぼこ,92.2,
指数,1999年12月,全国,0012 他の魚介加工品,74.5,
指数,1999年12月,全国,1161 かつお節,82.2,
指数,1999年12月,全国,1165 魚介漬物,72.4,
指数,1999年12月,全国,1166 魚介つくだ煮,74.6,
指数,1999年12月,全国,1173 魚介缶詰,76.8,
指数,1999年12月,全国,0013 肉類,77.5,
指数,1999年12月,全国,0014 生鮮肉,73,
指数,1999年12月,全国,1201 牛肉（国産品）,67.9,
指数,1999年12月,全国,1203 牛肉（輸入品）,64.9,
指数,1999年12月,全国,1211 豚肉（国産品）,74.3,
指数,1999年12月,全国,1221 鶏肉,79.3,
指数,1999年12月,全国,0015 加工肉,98.5,
指数,1999年12月,全国,1252 ハム,106.6,
指数,1999年12月,全国,1261 ソーセージ,96.6,
指数,1999年12月,全国,1271 ベーコン,85.4,
指数,1999年12月,全国,0016 乳卵類,90.4,
指数,1999年12月,全国,0017 牛乳・乳製品,90.9,
指数,1999年12月,全国,0018 牛乳,89.3,
指数,1999年12月,全国,1303 牛乳,96.2,
指数,1999年12月,全国,0019 乳製品,93.8,
指数,1999年12月,全国,1311 粉ミルク,97.9,
指数,1999年12月,全国,1333 ヨーグルト,102.8,
指数,1999年12月,全国,1321 バター,73.5,
指数,1999年12月,全国,1331 チーズ（国産品）,78.4,
指数,1999年12月,全国,1332 チーズ（輸入品）,81.4,
指数,1999年12月,全国,0020 卵,89.2,
指数,1999年12月,全国,1341 鶏卵,89.2,
指数,1999年12月,全国,0021 野菜・海藻,77.6,
指数,1999年12月,全国,0022 生鮮野菜,70.6,
指数,1999年12月,全国,1401 キャベツ,58.3,
指数,1999年12月,全国,1402 ほうれんそう,46.8,
指数,1999年12月,全国,1403 はくさい,45.5,
指数,1999年12月,全国,1405 ねぎ,70.3,
指数,1999年12月,全国,1406 レタス,80,
指数,1999年12月,全国,1409 ブロッコリー,86.9,
指数,1999年12月,全国,1407 もやし,108.6,
指数,1999年12月,全国,1411 さつまいも,65.8,
指数,1999年12月,全国,1412 じゃがいも,62.3,
指数,1999年12月,全国,1413 さといも,47.2,
指数,1999年12月,全国,1414 だいこん,57.3,
指数,1999年12月,全国,1415 にんじん,58.4,
指数,1999年12月,全国,1416 ごぼう,61,
指数,1999年12月,全国,1417 たまねぎ,80.7,
指数,1999年12月,全国,1419 れんこん,53,
指数,1999年12月,全国,1420 ながいも,77.4,
指数,1999年12月,全国,1432 さやいんげん,74.3,
指数,1999年12月,全国,1433 かぼちゃ,51.7,
指数,1999年12月,全国,1434 きゅうり,80.3,
指数,1999年12月,全国,1435 なす,89.3,
指数,1999年12月,全国,1436 トマト,107.7,
指数,1999年12月,全国,1437 ピーマン,51.4,
指数,1999年12月,全国,1438 生しいたけ,102.8,
指数,1999年12月,全国,1442 えのきたけ,138.7,
指数,1999年12月,全国,1443 しめじ,148,
指数,1999年12月,全国,0023 乾物・加工品類,89.9,
指数,1999年12月,全国,0024 乾物・海藻,69.6,
指数,1999年12月,全国,1453 干ししいたけ,72,
指数,1999年12月,全国,1461 干しのり,84.4,
指数,1999年12月,全国,1462 わかめ,57.2,
指数,1999年12月,全国,1463 こんぶ,65.3,
指数,1999年12月,全国,0025 大豆加工品,106.4,
指数,1999年12月,全国,1471 豆腐,100.3,
指数,1999年12月,全国,1472 油揚げ,97.8,
指数,1999年12月,全国,1473 納豆,128.5,
指数,1999年12月,全国,0026 他の野菜・海藻加工品,91.4,
指数,1999年12月,全国,1481 こんにゃく,109.8,
指数,1999年12月,全国,1482 梅干し,78.1,
指数,1999年12月,全国,1483 だいこん漬,89.2,
指数,1999年12月,全国,1486 はくさい漬,87.9,
指数,1999年12月,全国,1487 キムチ,106,
指数,1999年12月,全国,1485 こんぶつくだ煮,80.2,
指数,1999年12月,全国,1491 野菜缶詰,101.8,
指数,1999年12月,全国,0027 果物,60.6,
指数,1999年12月,全国,0028 生鮮果物,59.3,
指数,1999年12月,全国,1502 りんご,73.1,
指数,1999年12月,全国,1511 みかん,51.4,
指数,1999年12月,全国,1515 オレンジ,92.7,
指数,1999年12月,全国,1541 柿,74.3,
指数,1999年12月,全国,1581 バナナ,76.5,
指数,1999年12月,全国,1582 キウイフルーツ,69.3,
指数,1999年12月,全国,0029 果物加工品,93.8,
指数,1999年12月,全国,0030 油脂・調味料,105.3,
指数,1999年12月,全国,0031 油脂,114.4,
指数,1999年12月,全国,1601 食用油,129.1,
指数,1999年12月,全国,1602 マーガリン,74.8,
指数,1999年12月,全国,0032 調味料,104.1,
指数,1999年12月,全国,1611 食塩,94.2,
指数,1999年12月,全国,1621 しょう油,107.5,
指数,1999年12月,全国,1631 みそ,107.3,
指数,1999年12月,全国,1632 砂糖,101.1,
指数,1999年12月,全国,1633 酢,103.8,
指数,1999年12月,全国,1641 ソース,121.7,
指数,1999年12月,全国,1642 ケチャップ,141.7,
指数,1999年12月,全国,1643 マヨネーズ,105.8,
指数,1999年12月,全国,1652 カレールウ,98.5,
指数,1999年12月,全国,1653 乾燥スープ,88,
指数,1999年12月,全国,1654 風味調味料,112.7,
