指数,年月,地域,カテゴリ,数値,単位
指数,2016年9月,全国,0001 総合,98,
指数,2016年9月,全国,0002 食料,96.3,
指数,2016年9月,全国,0003 穀類,96,
指数,2016年9月,全国,0004 米類,90.9,
指数,2016年9月,全国,1001 うるち米Ａ,93,
指数,2016年9月,全国,1002 うるち米Ｂ,89,
指数,2016年9月,全国,0005 パン,98.3,
指数,2016年9月,全国,1021 食パン,99.4,
指数,2016年9月,全国,1022 あんパン,96,
指数,2016年9月,全国,1023 カレーパン,100,
指数,2016年9月,全国,0006 麺類,97.7,
指数,2016年9月,全国,1031 ゆでうどん,97.4,
指数,2016年9月,全国,1041 そうめん,97.8,
指数,2016年9月,全国,1042 スパゲッティ,101,
指数,2016年9月,全国,1051 カップ麺,96.2,
指数,2016年9月,全国,1052 中華麺,99.3,
指数,2016年9月,全国,0007 他の穀類,100.7,
指数,2016年9月,全国,1071 小麦粉,92.1,
指数,2016年9月,全国,1081 もち,104.5,
指数,2016年9月,全国,0008 魚介類,94.4,
指数,2016年9月,全国,0009 生鮮魚介,97.4,
指数,2016年9月,全国,1101 まぐろ,97.1,
指数,2016年9月,全国,1102 あじ,105.4,
指数,2016年9月,全国,1103 いわし,106.7,
指数,2016年9月,全国,1104 かつお,96.9,
指数,2016年9月,全国,1106 さけ,91.6,
指数,2016年9月,全国,1107 さば,110.3,
指数,2016年9月,全国,1108 さんま,88.3,
指数,2016年9月,全国,1110 たい,94.1,
指数,2016年9月,全国,1111 ぶり,97,
指数,2016年9月,全国,1112 いか,77.5,
指数,2016年9月,全国,1113 たこ,81.9,
指数,2016年9月,全国,1114 えび,103.5,
指数,2016年9月,全国,1131 あさり,100.9,
指数,2016年9月,全国,1133 ほたて貝,100.5,
指数,2016年9月,全国,0010 塩干魚介,87.2,
指数,2016年9月,全国,1141 塩さけ,86.3,
指数,2016年9月,全国,1142 たらこ,94.8,
指数,2016年9月,全国,1143 しらす干し,79.8,
指数,2016年9月,全国,1144 干しあじ,94.4,
指数,2016年9月,全国,1146 煮干し,92.7,
指数,2016年9月,全国,1150 ししゃも,84.7,
指数,2016年9月,全国,1167 いくら,76.1,
指数,2016年9月,全国,0011 魚肉練製品,97.9,
指数,2016年9月,全国,1151 揚げかまぼこ,96.5,
指数,2016年9月,全国,1152 ちくわ,99,
指数,2016年9月,全国,1153 かまぼこ,98.5,
指数,2016年9月,全国,0012 他の魚介加工品,89.6,
指数,2016年9月,全国,1161 かつお節,93.4,
指数,2016年9月,全国,1165 魚介漬物,88.1,
指数,2016年9月,全国,1166 魚介つくだ煮,87.6,
指数,2016年9月,全国,1173 魚介缶詰,94.7,
指数,2016年9月,全国,0013 肉類,96.7,
指数,2016年9月,全国,0014 生鮮肉,94.4,
指数,2016年9月,全国,1201 牛肉（国産品）,93.6,
指数,2016年9月,全国,1203 牛肉（輸入品）,91.1,
指数,2016年9月,全国,1211 豚肉（国産品）,92.3,
指数,2016年9月,全国,1221 鶏肉,97.7,
指数,2016年9月,全国,0015 加工肉,107.1,
指数,2016年9月,全国,1252 ハム,106.1,
指数,2016年9月,全国,1261 ソーセージ,108.5,
指数,2016年9月,全国,1271 ベーコン,105.3,
指数,2016年9月,全国,0016 乳卵類,95.8,
指数,2016年9月,全国,0017 牛乳・乳製品,95.7,
指数,2016年9月,全国,0018 牛乳,97.3,
指数,2016年9月,全国,1303 牛乳,97.4,
指数,2016年9月,全国,0019 乳製品,94.5,
指数,2016年9月,全国,1311 粉ミルク,100.6,
指数,2016年9月,全国,1333 ヨーグルト,92.8,
指数,2016年9月,全国,1321 バター,99.2,
指数,2016年9月,全国,1331 チーズ（国産品）,99.1,
指数,2016年9月,全国,1332 チーズ（輸入品）,94.8,
指数,2016年9月,全国,0020 卵,96.2,
指数,2016年9月,全国,1341 鶏卵,96.2,
指数,2016年9月,全国,0021 野菜・海藻,100.3,
指数,2016年9月,全国,0022 生鮮野菜,104.5,
指数,2016年9月,全国,1401 キャベツ,87.5,
指数,2016年9月,全国,1402 ほうれんそう,154,
指数,2016年9月,全国,1403 はくさい,108.9,
指数,2016年9月,全国,1405 ねぎ,101.4,
指数,2016年9月,全国,1406 レタス,133,
指数,2016年9月,全国,1409 ブロッコリー,142,
指数,2016年9月,全国,1407 もやし,95.6,
指数,2016年9月,全国,1410 アスパラガス,96.1,
指数,2016年9月,全国,1411 さつまいも,88.2,
指数,2016年9月,全国,1412 じゃがいも,102.8,
指数,2016年9月,全国,1413 さといも,109.1,
指数,2016年9月,全国,1414 だいこん,131.7,
指数,2016年9月,全国,1415 にんじん,138.8,
指数,2016年9月,全国,1416 ごぼう,98.6,
指数,2016年9月,全国,1417 たまねぎ,135.5,
指数,2016年9月,全国,1419 れんこん,93.2,
指数,2016年9月,全国,1420 ながいも,105.8,
指数,2016年9月,全国,1421 しょうが,101.2,
指数,2016年9月,全国,1430 えだまめ,89.4,
指数,2016年9月,全国,1432 さやいんげん,99.5,
指数,2016年9月,全国,1433 かぼちゃ,97.1,
指数,2016年9月,全国,1434 きゅうり,92.2,
指数,2016年9月,全国,1435 なす,81.3,
指数,2016年9月,全国,1436 トマト,93,
指数,2016年9月,全国,1437 ピーマン,72.8,
指数,2016年9月,全国,1438 生しいたけ,105.4,
指数,2016年9月,全国,1442 えのきたけ,95.3,
指数,2016年9月,全国,1443 しめじ,94.4,
指数,2016年9月,全国,0023 乾物・加工品類,92.4,
指数,2016年9月,全国,0024 乾物・海藻,87.8,
指数,2016年9月,全国,1453 干ししいたけ,98.5,
指数,2016年9月,全国,1461 干しのり,88.3,
指数,2016年9月,全国,1462 わかめ,89.6,
指数,2016年9月,全国,1463 こんぶ,89.1,
指数,2016年9月,全国,1464 ひじき,77.3,
指数,2016年9月,全国,0025 大豆加工品,97.9,
指数,2016年9月,全国,1471 豆腐,98,
指数,2016年9月,全国,1472 油揚げ,98.8,
指数,2016年9月,全国,1473 納豆,97.1,
指数,2016年9月,全国,0026 他の野菜・海藻加工品,90.6,
指数,2016年9月,全国,1481 こんにゃく,100.1,
指数,2016年9月,全国,1482 梅干し,72.9,
指数,2016年9月,全国,1483 だいこん漬,88.8,
指数,2016年9月,全国,1486 はくさい漬,92.6,
指数,2016年9月,全国,1487 キムチ,98.5,
指数,2016年9月,全国,1485 こんぶつくだ煮,95.9,
指数,2016年9月,全国,1491 野菜缶詰,107.3,
指数,2016年9月,全国,0027 果物,82.9,
指数,2016年9月,全国,0028 生鮮果物,82.1,
指数,2016年9月,全国,1511 みかん,118.8,
指数,2016年9月,全国,1515 オレンジ,92.5,
指数,2016年9月,全国,1521 梨,55.4,
指数,2016年9月,全国,1531 ぶどうＡ,66.8,
指数,2016年9月,全国,1532 ぶどうＢ,64.3,
指数,2016年9月,全国,1551 桃,77.8,
指数,2016年9月,全国,1581 バナナ,103,
指数,2016年9月,全国,1582 キウイフルーツ,91.7,
指数,2016年9月,全国,0029 果物加工品,94.6,
指数,2016年9月,全国,0030 油脂・調味料,100.8,
指数,2016年9月,全国,0031 油脂,105.7,
指数,2016年9月,全国,1601 食用油,105.8,
指数,2016年9月,全国,1602 マーガリン,105,
指数,2016年9月,全国,0032 調味料,100.2,
指数,2016年9月,全国,1611 食塩,94.6,
指数,2016年9月,全国,1621 しょう油,99.8,
指数,2016年9月,全国,1631 みそ,96.9,
指数,2016年9月,全国,1632 砂糖,100.7,
指数,2016年9月,全国,1633 酢,99.9,
指数,2016年9月,全国,1641 ソース,102.7,
指数,2016年9月,全国,1642 ケチャップ,102.4,
指数,2016年9月,全国,1643 マヨネーズ,104.5,
指数,2016年9月,全国,1645 ドレッシング,99.8,
指数,2016年9月,全国,1644 ジャム,103.1,
指数,2016年9月,全国,1652 カレールウ,103.2,
指数,2016年9月,全国,1653 乾燥スープ,104.2,
指数,2016年9月,全国,1654 風味調味料,101.1,
指数,2016年9月,全国,1656 ふりかけ,98.9,
指数,2016年9月,全国,1655 たれ,82.3,
指数,2016年9月,全国,1659 つゆ,103.7,
指数,2016年9月,全国,1657 合わせ調味料,103.3,
指数,2016年9月,全国,1658 パスタソース,102.3,
指数,2016年9月,全国,0033 菓子類,95.6,
指数,2016年9月,全国,1701 ようかん,95.7,
指数,2016年9月,全国,1702 まんじゅう,90.1,
指数,2016年9月,全国,1703 だいふく餅,92.2,
指数,2016年9月,全国,1711 カステラ,98,
指数,2016年9月,全国,1712 ケーキ,88.5,
指数,2016年9月,全国,1784 ゼリー,93.3,
指数,2016年9月,全国,1714 プリン,94.8,
指数,2016年9月,全国,1713 シュークリーム,92.9,
指数,2016年9月,全国,1715 ロールケーキ,93.2,
指数,2016年9月,全国,1741 せんべい,98.4,
指数,2016年9月,全国,1721 ビスケット,103.1,
指数,2016年9月,全国,1783 ポテトチップス,98.1,
指数,2016年9月,全国,1732 キャンデー,100.8,
指数,2016年9月,全国,1761 チョコレート,104.4,
指数,2016年9月,全国,1782 アイスクリーム,94,
指数,2016年9月,全国,1772 落花生,97.9,
指数,2016年9月,全国,1781 チューインガム,100.4,
指数,2016年9月,全国,0034 調理食品,97.4,
指数,2016年9月,全国,0035 主食的調理食品,95.9,
指数,2016年9月,全国,1795 すし（弁当）Ａ,94.5,
指数,2016年9月,全国,1798 すし（弁当）Ｂ,96.3,
指数,2016年9月,全国,1791 弁当Ａ,90.4,
指数,2016年9月,全国,1797 弁当Ｂ,101.4,
指数,2016年9月,全国,1793 おにぎり,94.8,
指数,2016年9月,全国,1792 調理パン,94.9,
指数,2016年9月,全国,1794 冷凍米飯,100.1,
指数,2016年9月,全国,1796 調理パスタ,97.5,
指数,2016年9月,全国,1799 調理ピザ,110.3,
指数,2016年9月,全国,0036 他の調理食品,98.6,
指数,2016年9月,全国,1801 うなぎかば焼き,97.6,
指数,2016年9月,全国,1811 サラダ,95.1,
指数,2016年9月,全国,1821 コロッケ,98.3,
指数,2016年9月,全国,1831 豚カツ,101.3,
指数,2016年9月,全国,1842 からあげ,96.7,
指数,2016年9月,全国,1881 ぎょうざ,106.7,
指数,2016年9月,全国,1843 やきとり,100.1,
指数,2016年9月,全国,1851 冷凍調理コロッケ,110.1,
指数,2016年9月,全国,1852 冷凍調理ハンバーグ,108.4,
指数,2016年9月,全国,1871 調理カレー,101.8,
指数,2016年9月,全国,1891 混ぜごはんのもと,101,
指数,2016年9月,全国,1812 煮豆,91.4,
指数,2016年9月,全国,1802 焼き魚,80.4,
指数,2016年9月,全国,1813 きんぴら,100.1,
指数,2016年9月,全国,1814 焼豚,102.7,
指数,2016年9月,全国,0037 飲料,100.4,
指数,2016年9月,全国,0038 茶類,102.7,
指数,2016年9月,全国,1902 緑茶,100.6,
指数,2016年9月,全国,1911 紅茶,103.1,
指数,2016年9月,全国,1914 茶飲料,104.4,
指数,2016年9月,全国,0039 コーヒー・ココア,102.2,
指数,2016年9月,全国,1921 インスタントコーヒー,96.9,
指数,2016年9月,全国,1922 コーヒー豆,107.7,
指数,2016年9月,全国,1923 コーヒー飲料Ａ,103.1,
指数,2016年9月,全国,1924 コーヒー飲料Ｂ,100.3,
指数,2016年9月,全国,0040 他の飲料,98.8,
指数,2016年9月,全国,1930 果実ジュース,92.4,
指数,2016年9月,全国,1931 果汁入り飲料,95.7,
指数,2016年9月,全国,1941 野菜ジュース,101,
指数,2016年9月,全国,1951 炭酸飲料,103.2,
指数,2016年9月,全国,1972 乳酸菌飲料,100,
指数,2016年9月,全国,1982 ミネラルウォーター,93.9,
指数,2016年9月,全国,1981 スポーツドリンク,100.5,
指数,2016年9月,全国,1983 豆乳,100.9,
指数,2016年9月,全国,0041 酒類,96.7,
指数,2016年9月,全国,2003 清酒,101.4,
指数,2016年9月,全国,2011 焼酎,97.9,
指数,2016年9月,全国,2021 ビール,95.1,
指数,2016年9月,全国,2026 発泡酒,93.5,
指数,2016年9月,全国,2033 ウイスキー,98,
指数,2016年9月,全国,2041 ワイン（国産品）,98.7,
指数,2016年9月,全国,2042 ワイン（輸入品）,104.3,
指数,2016年9月,全国,2012 チューハイ,101.3,
指数,2016年9月,全国,2027 ビール風アルコール飲料,91.2,
指数,2016年9月,全国,0042 外食,95.5,
指数,2016年9月,全国,0043 一般外食,95.2,
指数,2016年9月,全国,2101 うどん（外食）,95,
指数,2016年9月,全国,2103 日本そば（外食）,95.3,
指数,2016年9月,全国,2102 中華そば（外食）,94.7,
指数,2016年9月,全国,2112 スパゲッティ（外食）,95.5,
指数,2016年9月,全国,2123 すし（外食）Ａ,92.1,
指数,2016年9月,全国,2121 すし（外食）Ｂ,93.9,
指数,2016年9月,全国,2132 天丼（外食）,96.1,
指数,2016年9月,全国,2133 カレーライス（外食）,95.4,
指数,2016年9月,全国,2136 牛丼（外食）,97.2,
指数,2016年9月,全国,2142 豚カツ定食（外食）,96,
指数,2016年9月,全国,2146 しょうが焼き定食（外食）,96.6,
指数,2016年9月,全国,2164 フライドチキン（外食）,100,
指数,2016年9月,全国,2134 ぎょうざ（外食）,96.2,
指数,2016年9月,全国,2141 ハンバーグ（外食）,96.8,
指数,2016年9月,全国,2145 焼肉（外食）,93.5,
指数,2016年9月,全国,2135 ハンバーガー（外食）,94.8,
指数,2016年9月,全国,2161 サンドイッチ（外食）,95,
指数,2016年9月,全国,2144 ピザ（配達）,108.1,
指数,2016年9月,全国,2163 ドーナツ（外食）,110.7,
指数,2016年9月,全国,2162 コーヒー（外食）Ａ,95.2,
指数,2016年9月,全国,2165 コーヒー（外食）Ｂ,95.4,
指数,2016年9月,全国,2171 ビール（外食）,94.2,
指数,2016年9月,全国,2172 やきとり（外食）,92.2,
指数,2016年9月,全国,0044 学校給食,102.7,
指数,2016年9月,全国,2182 学校給食（小学校）,102.4,
指数,2016年9月,全国,2183 学校給食（中学校）,103.3,
指数,2016年9月,全国,0045 住居,99.4,
指数,2016年9月,全国,0046 家賃,100.4,
指数,2016年9月,全国,0047 民営家賃,100.4,
指数,2016年9月,全国,3000 民営家賃,100.4,
指数,2016年9月,全国,0048 公営・都市再生機構・公社家賃,99.1,
指数,2016年9月,全国,3016 公営家賃,99.3,
指数,2016年9月,全国,3017 都市再生機構・公社家賃,98.9,
指数,2016年9月,全国,0050 持家の帰属家賃,100.4,
指数,2016年9月,全国,3030 持家の帰属家賃,100.4,
指数,2016年9月,全国,0051 設備修繕・維持,94.4,
指数,2016年9月,全国,0052 設備材料,99.5,
指数,2016年9月,全国,3101 システムバス,98.9,
指数,2016年9月,全国,3103 温水洗浄便座,99.7,
指数,2016年9月,全国,3104 給湯器,107.7,
指数,2016年9月,全国,3105 システムキッチン,93.8,
指数,2016年9月,全国,3106 カーポート,91.2,
指数,2016年9月,全国,3121 修繕材料,97.5,
指数,2016年9月,全国,0053 工事その他のサービス,92.6,
指数,2016年9月,全国,3151 畳替え代,94.3,
指数,2016年9月,全国,3176 水道工事費,88.3,
指数,2016年9月,全国,3175 塀工事費,92.5,
指数,2016年9月,全国,3178 外壁塗装費,95.9,
指数,2016年9月,全国,3174 植木職手間代,95.1,
指数,2016年9月,全国,3171 ふすま張替費,91.9,
指数,2016年9月,全国,3172 大工手間代,95.8,
指数,2016年9月,全国,3179 駐車場工事費,93.1,
指数,2016年9月,全国,3185 壁紙張替費,92,
指数,2016年9月,全国,3180 火災・地震保険料,90.2,
指数,2016年9月,全国,0054 光熱・水道,91.9,
指数,2016年9月,全国,0056 電気代,90.9,
指数,2016年9月,全国,3500 電気代,90.9,
指数,2016年9月,全国,0057 ガス代,92.4,
指数,2016年9月,全国,3600 都市ガス代,90.8,
指数,2016年9月,全国,3612 プロパンガス,94.9,
指数,2016年9月,全国,0058 他の光熱,75.2,
指数,2016年9月,全国,3701 灯油,75.2,
指数,2016年9月,全国,0059 上下水道料,97.5,
