指数,年月,地域,カテゴリ,数値,単位
指数,1986年3月,全国,0001 総合,84.3,
指数,1986年3月,全国,0002 食料,77.5,
指数,1986年3月,全国,0003 穀類,95,
指数,1986年3月,全国,0004 米類,115.3,
指数,1986年3月,全国,1001 うるち米Ａ,115.4,
指数,1986年3月,全国,1002 うるち米Ｂ,117.1,
指数,1986年3月,全国,0005 パン,80.4,
指数,1986年3月,全国,1021 食パン,82.8,
指数,1986年3月,全国,1022 あんパン,78.5,
指数,1986年3月,全国,0006 麺類,77.3,
指数,1986年3月,全国,1031 ゆでうどん,79.7,
指数,1986年3月,全国,1041 そうめん,68.8,
指数,1986年3月,全国,1042 スパゲッティ,82.5,
指数,1986年3月,全国,1051 カップ麺,73.9,
指数,1986年3月,全国,1052 中華麺,86.9,
指数,1986年3月,全国,0007 他の穀類,92.6,
指数,1986年3月,全国,1071 小麦粉,79.4,
指数,1986年3月,全国,1081 もち,100,
指数,1986年3月,全国,0008 魚介類,72.5,
指数,1986年3月,全国,0009 生鮮魚介,81,
指数,1986年3月,全国,1101 まぐろ,89.1,
指数,1986年3月,全国,1102 あじ,137.6,
指数,1986年3月,全国,1103 いわし,43.9,
指数,1986年3月,全国,1104 かつお,87.7,
指数,1986年3月,全国,1106 さけ,71.9,
指数,1986年3月,全国,1107 さば,60.7,
指数,1986年3月,全国,1108 さんま,52.4,
指数,1986年3月,全国,1110 たい,106.9,
指数,1986年3月,全国,1111 ぶり,89.5,
指数,1986年3月,全国,1112 いか,72.7,
指数,1986年3月,全国,1113 たこ,60.7,
指数,1986年3月,全国,1114 えび,126.5,
指数,1986年3月,全国,1131 あさり,58,
指数,1986年3月,全国,1132 かき（貝）,36.9,
指数,1986年3月,全国,1133 ほたて貝,78.9,
指数,1986年3月,全国,0010 塩干魚介,65.9,
指数,1986年3月,全国,1141 塩さけ,76.4,
指数,1986年3月,全国,1142 たらこ,70.5,
指数,1986年3月,全国,1143 しらす干し,42.9,
指数,1986年3月,全国,1144 干しあじ,79.8,
指数,1986年3月,全国,1146 煮干し,63.3,
指数,1986年3月,全国,0011 魚肉練製品,62.7,
