指数,年月,地域,カテゴリ,数値,単位
指数,2013年6月,全国,0001 総合,94.6,
指数,2013年6月,全国,0002 食料,87.5,
指数,2013年6月,全国,0003 穀類,95.9,
指数,2013年6月,全国,0004 米類,101.7,
指数,2013年6月,全国,1001 うるち米Ａ,102.6,
指数,2013年6月,全国,1002 うるち米Ｂ,101.8,
指数,2013年6月,全国,0005 パン,91.1,
指数,2013年6月,全国,1021 食パン,94.5,
指数,2013年6月,全国,1022 あんパン,87.3,
指数,2013年6月,全国,1023 カレーパン,92.3,
指数,2013年6月,全国,0006 麺類,92.5,
指数,2013年6月,全国,1031 ゆでうどん,92.1,
指数,2013年6月,全国,1041 そうめん,95.9,
指数,2013年6月,全国,1042 スパゲッティ,91.3,
指数,2013年6月,全国,1051 カップ麺,89.3,
指数,2013年6月,全国,1052 中華麺,95.4,
指数,2013年6月,全国,0007 他の穀類,98.8,
指数,2013年6月,全国,1071 小麦粉,81.1,
指数,2013年6月,全国,1081 もち,107.2,
指数,2013年6月,全国,0008 魚介類,76.7,
指数,2013年6月,全国,0009 生鮮魚介,74.6,
指数,2013年6月,全国,1101 まぐろ,83.9,
指数,2013年6月,全国,1102 あじ,85.3,
指数,2013年6月,全国,1103 いわし,81.3,
指数,2013年6月,全国,1104 かつお,81.9,
指数,2013年6月,全国,1106 さけ,68.9,
指数,2013年6月,全国,1107 さば,82.6,
指数,2013年6月,全国,1108 さんま,46.5,
指数,2013年6月,全国,1110 たい,89.1,
指数,2013年6月,全国,1111 ぶり,79.3,
指数,2013年6月,全国,1112 いか,56,
指数,2013年6月,全国,1113 たこ,68.3,
指数,2013年6月,全国,1114 えび,84.1,
指数,2013年6月,全国,1131 あさり,85.6,
指数,2013年6月,全国,1133 ほたて貝,72.3,
指数,2013年6月,全国,0010 塩干魚介,73.6,
指数,2013年6月,全国,1141 塩さけ,61.7,
指数,2013年6月,全国,1142 たらこ,85.6,
指数,2013年6月,全国,1143 しらす干し,70.4,
指数,2013年6月,全国,1144 干しあじ,79.1,
指数,2013年6月,全国,1146 煮干し,88.3,
指数,2013年6月,全国,1150 ししゃも,63,
指数,2013年6月,全国,1167 いくら,71.8,
指数,2013年6月,全国,0011 魚肉練製品,89.7,
指数,2013年6月,全国,1151 揚げかまぼこ,89.1,
指数,2013年6月,全国,1152 ちくわ,89.9,
指数,2013年6月,全国,1153 かまぼこ,90.1,
指数,2013年6月,全国,0012 他の魚介加工品,81.9,
指数,2013年6月,全国,1161 かつお節,91.2,
指数,2013年6月,全国,1165 魚介漬物,77,
指数,2013年6月,全国,1166 魚介つくだ煮,79.4,
指数,2013年6月,全国,1173 魚介缶詰,90.3,
指数,2013年6月,全国,0013 肉類,83.3,
指数,2013年6月,全国,0014 生鮮肉,79.5,
指数,2013年6月,全国,1201 牛肉（国産品）,75.8,
指数,2013年6月,全国,1203 牛肉（輸入品）,65.4,
指数,2013年6月,全国,1211 豚肉（国産品）,79,
指数,2013年6月,全国,1221 鶏肉,87.1,
指数,2013年6月,全国,0015 加工肉,100.7,
指数,2013年6月,全国,1252 ハム,104.2,
指数,2013年6月,全国,1261 ソーセージ,99,
指数,2013年6月,全国,1271 ベーコン,98.2,
指数,2013年6月,全国,0016 乳卵類,86.9,
指数,2013年6月,全国,0017 牛乳・乳製品,87.8,
指数,2013年6月,全国,0018 牛乳,89,
指数,2013年6月,全国,1303 牛乳,89.1,
指数,2013年6月,全国,0019 乳製品,86.9,
指数,2013年6月,全国,1311 粉ミルク,97.8,
指数,2013年6月,全国,1333 ヨーグルト,87.2,
指数,2013年6月,全国,1321 バター,88.8,
指数,2013年6月,全国,1331 チーズ（国産品）,85.1,
指数,2013年6月,全国,1332 チーズ（輸入品）,85.5,
指数,2013年6月,全国,0020 卵,84.2,
指数,2013年6月,全国,1341 鶏卵,84.2,
指数,2013年6月,全国,0021 野菜・海藻,81.5,
指数,2013年6月,全国,0022 生鮮野菜,77.8,
指数,2013年6月,全国,1401 キャベツ,68.6,
