指数,年月,地域,カテゴリ,数値,単位
指数,2002年8月,全国,0001 総合,95.9,
指数,2002年8月,全国,0002 食料,86.4,
指数,2002年8月,全国,0003 穀類,94.9,
指数,2002年8月,全国,0004 米類,104.2,
指数,2002年8月,全国,1001 うるち米Ａ,105.7,
指数,2002年8月,全国,1002 うるち米Ｂ,103.8,
指数,2002年8月,全国,0005 パン,87.4,
指数,2002年8月,全国,1021 食パン,90.2,
指数,2002年8月,全国,1022 あんパン,84.7,
指数,2002年8月,全国,0006 麺類,88.5,
指数,2002年8月,全国,1031 ゆでうどん,93.1,
指数,2002年8月,全国,1041 そうめん,90.4,
指数,2002年8月,全国,1042 スパゲッティ,85.5,
指数,2002年8月,全国,1051 カップ麺,78.7,
指数,2002年8月,全国,1052 中華麺,98.6,
指数,2002年8月,全国,0007 他の穀類,103.5,
指数,2002年8月,全国,1071 小麦粉,71.9,
指数,2002年8月,全国,1081 もち,118.5,
指数,2002年8月,全国,0008 魚介類,79.1,
指数,2002年8月,全国,0009 生鮮魚介,81.9,
指数,2002年8月,全国,1101 まぐろ,94.4,
指数,2002年8月,全国,1102 あじ,115.7,
指数,2002年8月,全国,1103 いわし,116.4,
指数,2002年8月,全国,1104 かつお,99,
指数,2002年8月,全国,1106 さけ,63,
指数,2002年8月,全国,1107 さば,91.2,
指数,2002年8月,全国,1108 さんま,94.5,
指数,2002年8月,全国,1110 たい,81.6,
指数,2002年8月,全国,1111 ぶり,90.3,
指数,2002年8月,全国,1112 いか,52.9,
指数,2002年8月,全国,1113 たこ,63.8,
指数,2002年8月,全国,1114 えび,91.6,
指数,2002年8月,全国,1131 あさり,76.8,
指数,2002年8月,全国,1133 ほたて貝,64.5,
指数,2002年8月,全国,0010 塩干魚介,72.7,
指数,2002年8月,全国,1141 塩さけ,60,
指数,2002年8月,全国,1142 たらこ,100,
指数,2002年8月,全国,1143 しらす干し,65.1,
指数,2002年8月,全国,1144 干しあじ,75.6,
指数,2002年8月,全国,1146 煮干し,95.1,
指数,2002年8月,全国,1150 ししゃも,62,
指数,2002年8月,全国,0011 魚肉練製品,83.7,
指数,2002年8月,全国,1151 揚げかまぼこ,80.9,
指数,2002年8月,全国,1152 ちくわ,85.6,
指数,2002年8月,全国,1153 かまぼこ,85,
指数,2002年8月,全国,0012 他の魚介加工品,72.8,
