指数,年月,地域,カテゴリ,数値,単位
指数,1995年8月,全国,0001 総合,95.7,
指数,1995年8月,全国,0002 食料,86.8,
指数,1995年8月,全国,0003 穀類,102.4,
指数,1995年8月,全国,0004 米類,120.3,
指数,1995年8月,全国,1001 うるち米Ａ,123.5,
指数,1995年8月,全国,1002 うるち米Ｂ,122.3,
指数,1995年8月,全国,0005 パン,87.4,
指数,1995年8月,全国,1021 食パン,87.8,
指数,1995年8月,全国,1022 あんパン,89.2,
指数,1995年8月,全国,0006 麺類,89.7,
指数,1995年8月,全国,1031 ゆでうどん,93,
指数,1995年8月,全国,1041 そうめん,84.4,
指数,1995年8月,全国,1042 スパゲッティ,90.1,
指数,1995年8月,全国,1051 カップ麺,85.1,
指数,1995年8月,全国,1052 中華麺,99,
指数,1995年8月,全国,0007 他の穀類,113.9,
指数,1995年8月,全国,1071 小麦粉,74.7,
指数,1995年8月,全国,1081 もち,132.4,
指数,1995年8月,全国,0008 魚介類,76,
指数,1995年8月,全国,0009 生鮮魚介,77.6,
指数,1995年8月,全国,1101 まぐろ,97.7,
指数,1995年8月,全国,1102 あじ,110.9,
指数,1995年8月,全国,1103 いわし,68.2,
指数,1995年8月,全国,1104 かつお,79.3,
指数,1995年8月,全国,1106 さけ,62.3,
指数,1995年8月,全国,1107 さば,74.5,
指数,1995年8月,全国,1108 さんま,71.5,
指数,1995年8月,全国,1110 たい,94.2,
指数,1995年8月,全国,1111 ぶり,82.4,
指数,1995年8月,全国,1112 いか,49.5,
指数,1995年8月,全国,1113 たこ,61.4,
指数,1995年8月,全国,1114 えび,89.7,
指数,1995年8月,全国,1131 あさり,71,
指数,1995年8月,全国,1133 ほたて貝,67.9,
指数,1995年8月,全国,0010 塩干魚介,70.6,
指数,1995年8月,全国,1141 塩さけ,66.2,
指数,1995年8月,全国,1142 たらこ,85.4,
指数,1995年8月,全国,1143 しらす干し,62.4,
指数,1995年8月,全国,1144 干しあじ,75.3,
指数,1995年8月,全国,1146 煮干し,90.9,
指数,1995年8月,全国,1150 ししゃも,76.3,
指数,1995年8月,全国,0011 魚肉練製品,90,
指数,1995年8月,全国,1151 揚げかまぼこ,84.7,
指数,1995年8月,全国,1152 ちくわ,95.6,
指数,1995年8月,全国,1153 かまぼこ,91.1,
指数,1995年8月,全国,0012 他の魚介加工品,67.7,
指数,1995年8月,全国,1161 かつお節,78.5,
指数,1995年8月,全国,1165 魚介漬物,62.1,
指数,1995年8月,全国,1166 魚介つくだ煮,69.2,
指数,1995年8月,全国,1173 魚介缶詰,70.3,
指数,1995年8月,全国,0013 肉類,73.9,
指数,1995年8月,全国,0014 生鮮肉,69.2,
指数,1995年8月,全国,1201 牛肉（国産品）,64.3,
指数,1995年8月,全国,1203 牛肉（輸入品）,63.7,
指数,1995年8月,全国,1211 豚肉（国産品）,69.3,
指数,1995年8月,全国,1221 鶏肉,73.8,
指数,1995年8月,全国,0015 加工肉,96.3,
指数,1995年8月,全国,1252 ハム,105.8,
指数,1995年8月,全国,1261 ソーセージ,95,
指数,1995年8月,全国,1271 ベーコン,79.1,
指数,1995年8月,全国,0016 乳卵類,85.5,
指数,1995年8月,全国,0017 牛乳・乳製品,91.4,
指数,1995年8月,全国,0018 牛乳,89,
指数,1995年8月,全国,1303 牛乳,96.9,
指数,1995年8月,全国,0019 乳製品,96.1,
指数,1995年8月,全国,1311 粉ミルク,95.3,
指数,1995年8月,全国,1333 ヨーグルト,108.5,
指数,1995年8月,全国,1321 バター,73.3,
指数,1995年8月,全国,1331 チーズ（国産品）,78.3,
指数,1995年8月,全国,1332 チーズ（輸入品）,80.7,
指数,1995年8月,全国,0020 卵,66.2,
指数,1995年8月,全国,1341 鶏卵,66.2,
指数,1995年8月,全国,0021 野菜・海藻,85.8,
指数,1995年8月,全国,0022 生鮮野菜,85,
指数,1995年8月,全国,1401 キャベツ,102.2,
指数,1995年8月,全国,1402 ほうれんそう,100.5,
指数,1995年8月,全国,1403 はくさい,118.8,
指数,1995年8月,全国,1405 ねぎ,87.2,
指数,1995年8月,全国,1406 レタス,109,
指数,1995年8月,全国,1409 ブロッコリー,95.9,
指数,1995年8月,全国,1407 もやし,106.2,
指数,1995年8月,全国,1411 さつまいも,94.1,
指数,1995年8月,全国,1412 じゃがいも,66.9,
指数,1995年8月,全国,1413 さといも,83.7,
指数,1995年8月,全国,1414 だいこん,104.6,
指数,1995年8月,全国,1415 にんじん,73.4,
指数,1995年8月,全国,1416 ごぼう,73.2,
指数,1995年8月,全国,1417 たまねぎ,83.9,
指数,1995年8月,全国,1419 れんこん,116.3,
指数,1995年8月,全国,1420 ながいも,83.9,
指数,1995年8月,全国,1432 さやいんげん,61.5,
指数,1995年8月,全国,1433 かぼちゃ,75.3,
指数,1995年8月,全国,1434 きゅうり,61.1,
指数,1995年8月,全国,1435 なす,62.6,
指数,1995年8月,全国,1436 トマト,78.8,
指数,1995年8月,全国,1437 ピーマン,56,
指数,1995年8月,全国,1438 生しいたけ,116.5,
指数,1995年8月,全国,1442 えのきたけ,126.8,
指数,1995年8月,全国,1443 しめじ,122.3,
指数,1995年8月,全国,0023 乾物・加工品類,87.5,
指数,1995年8月,全国,0024 乾物・海藻,69.1,
指数,1995年8月,全国,1453 干ししいたけ,73,
指数,1995年8月,全国,1461 干しのり,83.2,
指数,1995年8月,全国,1462 わかめ,55.8,
指数,1995年8月,全国,1463 こんぶ,64.1,
指数,1995年8月,全国,0025 大豆加工品,103.7,
指数,1995年8月,全国,1471 豆腐,97.7,
指数,1995年8月,全国,1472 油揚げ,98,
指数,1995年8月,全国,1473 納豆,121.4,
指数,1995年8月,全国,0026 他の野菜・海藻加工品,87.6,
指数,1995年8月,全国,1481 こんにゃく,107.7,
指数,1995年8月,全国,1482 梅干し,74.2,
指数,1995年8月,全国,1483 だいこん漬,87,
指数,1995年8月,全国,1486 はくさい漬,82.1,
指数,1995年8月,全国,1487 キムチ,97.5,
指数,1995年8月,全国,1485 こんぶつくだ煮,78.7,
指数,1995年8月,全国,1491 野菜缶詰,97.9,
指数,1995年8月,全国,0027 果物,79.1,
指数,1995年8月,全国,0028 生鮮果物,78.3,
指数,1995年8月,全国,1515 オレンジ,74.5,
指数,1995年8月,全国,1521 梨,87.9,
指数,1995年8月,全国,1531 ぶどうＡ,68.7,
指数,1995年8月,全国,1532 ぶどうＢ,87.7,
指数,1995年8月,全国,1551 桃,68.9,
指数,1995年8月,全国,1561 すいか,75.5,
指数,1995年8月,全国,1563 メロン,84.3,
指数,1995年8月,全国,1581 バナナ,63.4,
指数,1995年8月,全国,1582 キウイフルーツ,60.7,
指数,1995年8月,全国,0029 果物加工品,96.9,
指数,1995年8月,全国,0030 油脂・調味料,106.9,
指数,1995年8月,全国,0031 油脂,126.1,
指数,1995年8月,全国,1601 食用油,138.8,
指数,1995年8月,全国,1602 マーガリン,88.6,
指数,1995年8月,全国,0032 調味料,104.7,
指数,1995年8月,全国,1611 食塩,92.6,
指数,1995年8月,全国,1621 しょう油,107.5,
指数,1995年8月,全国,1631 みそ,108.6,
指数,1995年8月,全国,1632 砂糖,105,
指数,1995年8月,全国,1633 酢,101.4,
指数,1995年8月,全国,1641 ソース,122.2,
指数,1995年8月,全国,1642 ケチャップ,141.1,
指数,1995年8月,全国,1643 マヨネーズ,112,
指数,1995年8月,全国,1652 カレールウ,97.6,
指数,1995年8月,全国,1653 乾燥スープ,86.9,
指数,1995年8月,全国,1654 風味調味料,111.4,
指数,1995年8月,全国,1656 ふりかけ,96.9,
指数,1995年8月,全国,1655 たれ,101.1,
指数,1995年8月,全国,0033 菓子類,80.2,
指数,1995年8月,全国,1701 ようかん,72.9,
指数,1995年8月,全国,1702 まんじゅう,80.9,
指数,1995年8月,全国,1711 カステラ,88.3,
指数,1995年8月,全国,1712 ケーキ,67.8,
指数,1995年8月,全国,1784 ゼリー,115.6,
指数,1995年8月,全国,1714 プリン,86.4,
指数,1995年8月,全国,1713 シュークリーム,87.1,
