指数,年月,地域,カテゴリ,数値,単位
指数,1976年8月,全国,0001 総合,57.9,
指数,1976年8月,全国,0002 食料,55.5,
指数,1976年8月,全国,0003 穀類,63.5,
指数,1976年8月,全国,0004 米類,77,
指数,1976年8月,全国,1001 うるち米Ａ,79.9,
指数,1976年8月,全国,1002 うるち米Ｂ,80.9,
指数,1976年8月,全国,0005 パン,55,
指数,1976年8月,全国,1021 食パン,57.4,
指数,1976年8月,全国,1022 あんパン,53.1,
指数,1976年8月,全国,0006 麺類,50.3,
指数,1976年8月,全国,1031 ゆでうどん,54.3,
指数,1976年8月,全国,1041 そうめん,42.7,
指数,1976年8月,全国,1051 カップ麺,48.6,
指数,1976年8月,全国,0007 他の穀類,64.1,
指数,1976年8月,全国,1071 小麦粉,55.7,
指数,1976年8月,全国,1081 もち,69.2,
指数,1976年8月,全国,0008 魚介類,47.3,
指数,1976年8月,全国,0009 生鮮魚介,55,
指数,1976年8月,全国,1101 まぐろ,65,
指数,1976年8月,全国,1102 あじ,82.8,
指数,1976年8月,全国,1103 いわし,31.8,
指数,1976年8月,全国,1104 かつお,53.5,
指数,1976年8月,全国,1106 さけ,56.1,
指数,1976年8月,全国,1107 さば,37.6,
指数,1976年8月,全国,1108 さんま,43.5,
指数,1976年8月,全国,1110 たい,90,
指数,1976年8月,全国,1111 ぶり,72.8,
指数,1976年8月,全国,1112 いか,40.6,
指数,1976年8月,全国,1113 たこ,41.4,
指数,1976年8月,全国,1114 えび,96,
指数,1976年8月,全国,1131 あさり,24.6,
指数,1976年8月,全国,0010 塩干魚介,40.2,
指数,1976年8月,全国,1141 塩さけ,52.5,
指数,1976年8月,全国,1142 たらこ,29.1,
指数,1976年8月,全国,1143 しらす干し,31.2,
指数,1976年8月,全国,1146 煮干し,44.8,
指数,1976年8月,全国,0011 魚肉練製品,37.3,
指数,1976年8月,全国,1151 揚げかまぼこ,33.3,
指数,1976年8月,全国,1152 ちくわ,36.8,
指数,1976年8月,全国,1153 かまぼこ,39.1,
指数,1976年8月,全国,0012 他の魚介加工品,39.5,
指数,1976年8月,全国,1161 かつお節,51.7,
指数,1976年8月,全国,0013 肉類,68.3,
指数,1976年8月,全国,0014 生鮮肉,66,
指数,1976年8月,全国,1201 牛肉（国産品）,46.4,
指数,1976年8月,全国,1211 豚肉（国産品）,68.1,
指数,1976年8月,全国,1221 鶏肉,82.9,
指数,1976年8月,全国,0015 加工肉,78.5,
指数,1976年8月,全国,1261 ソーセージ,74.6,
指数,1976年8月,全国,1271 ベーコン,73,
指数,1976年8月,全国,0016 乳卵類,80.8,
指数,1976年8月,全国,0017 牛乳・乳製品,79,
指数,1976年8月,全国,0018 牛乳,82.2,
指数,1976年8月,全国,1303 牛乳,100,
指数,1976年8月,全国,0019 乳製品,66.6,
指数,1976年8月,全国,1311 粉ミルク,40.5,
指数,1976年8月,全国,1321 バター,61.7,
指数,1976年8月,全国,1331 チーズ（国産品）,57.9,
指数,1976年8月,全国,0020 卵,85.1,
指数,1976年8月,全国,1341 鶏卵,85.1,
指数,1976年8月,全国,0021 野菜・海藻,42.1,
指数,1976年8月,全国,0022 生鮮野菜,41,
指数,1976年8月,全国,1401 キャベツ,34.7,
指数,1976年8月,全国,1402 ほうれんそう,58.3,
指数,1976年8月,全国,1403 はくさい,52.6,
指数,1976年8月,全国,1405 ねぎ,34.1,
指数,1976年8月,全国,1406 レタス,60.5,
指数,1976年8月,全国,1407 もやし,87.4,
指数,1976年8月,全国,1411 さつまいも,43.1,
指数,1976年8月,全国,1412 じゃがいも,44.4,
指数,1976年8月,全国,1413 さといも,45.4,
指数,1976年8月,全国,1414 だいこん,80.9,
指数,1976年8月,全国,1415 にんじん,60.6,
指数,1976年8月,全国,1416 ごぼう,41.3,
指数,1976年8月,全国,1417 たまねぎ,57.4,
指数,1976年8月,全国,1419 れんこん,79.9,
指数,1976年8月,全国,1433 かぼちゃ,32,
指数,1976年8月,全国,1434 きゅうり,31.2,
指数,1976年8月,全国,1435 なす,23.9,
指数,1976年8月,全国,1436 トマト,32,
指数,1976年8月,全国,1437 ピーマン,20.7,
指数,1976年8月,全国,1438 生しいたけ,71.6,
指数,1976年8月,全国,0023 乾物・加工品類,44.3,
指数,1976年8月,全国,0024 乾物・海藻,36.1,
指数,1976年8月,全国,1453 干ししいたけ,40.2,
指数,1976年8月,全国,1461 干しのり,50.7,
指数,1976年8月,全国,1462 わかめ,29.6,
指数,1976年8月,全国,1463 こんぶ,29.9,
指数,1976年8月,全国,0025 大豆加工品,57.6,
指数,1976年8月,全国,1471 豆腐,55.9,
指数,1976年8月,全国,1472 油揚げ,56,
指数,1976年8月,全国,1473 納豆,61.3,
指数,1976年8月,全国,0026 他の野菜・海藻加工品,41.3,
指数,1976年8月,全国,1481 こんにゃく,51.4,
指数,1976年8月,全国,1482 梅干し,24.2,
指数,1976年8月,全国,1483 だいこん漬,44,
指数,1976年8月,全国,1485 こんぶつくだ煮,35.7,
指数,1976年8月,全国,1491 野菜缶詰,81.3,
指数,1976年8月,全国,0027 果物,40,
指数,1976年8月,全国,0028 生鮮果物,39.2,
指数,1976年8月,全国,1521 梨,44,
指数,1976年8月,全国,1531 ぶどうＡ,51.3,
指数,1976年8月,全国,1532 ぶどうＢ,81.7,
指数,1976年8月,全国,1551 桃,33.8,
指数,1976年8月,全国,1561 すいか,24.9,
指数,1976年8月,全国,1581 バナナ,58.8,
指数,1976年8月,全国,0029 果物加工品,62.7,
指数,1976年8月,全国,0030 油脂・調味料,87.9,
指数,1976年8月,全国,0031 油脂,131.2,
指数,1976年8月,全国,1601 食用油,147.3,
指数,1976年8月,全国,1602 マーガリン,87,
指数,1976年8月,全国,0032 調味料,82.1,
指数,1976年8月,全国,1611 食塩,51.3,
指数,1976年8月,全国,1621 しょう油,76.1,
指数,1976年8月,全国,1631 みそ,75.6,
指数,1976年8月,全国,1632 砂糖,123.9,
指数,1976年8月,全国,1633 酢,88.2,
指数,1976年8月,全国,1641 ソース,98.4,
指数,1976年8月,全国,1642 ケチャップ,129.6,
指数,1976年8月,全国,1643 マヨネーズ,103.5,
指数,1976年8月,全国,1652 カレールウ,68.5,
指数,1976年8月,全国,1653 乾燥スープ,53.5,
指数,1976年8月,全国,0033 菓子類,56.3,
指数,1976年8月,全国,1701 ようかん,38.2,
指数,1976年8月,全国,1702 まんじゅう,46.8,
指数,1976年8月,全国,1711 カステラ,55,
指数,1976年8月,全国,1712 ケーキ,45,
指数,1976年8月,全国,1713 シュークリーム,64.2,
指数,1976年8月,全国,1741 せんべい,71.3,
指数,1976年8月,全国,1721 ビスケット,52,
指数,1976年8月,全国,1732 キャンデー,64.4,
指数,1976年8月,全国,1761 チョコレート,85.9,
指数,1976年8月,全国,1782 アイスクリーム,75.8,
指数,1976年8月,全国,1772 落花生,83.1,
指数,1976年8月,全国,1781 チューインガム,59.9,
指数,1976年8月,全国,0034 調理食品,54.9,
指数,1976年8月,全国,0036 他の調理食品,53.9,
指数,1976年8月,全国,1801 うなぎかば焼き,40.5,
指数,1976年8月,全国,1811 サラダ,38.2,
指数,1976年8月,全国,1821 コロッケ,50.4,
指数,1976年8月,全国,1831 豚カツ,63.3,
指数,1976年8月,全国,1851 冷凍調理コロッケ,67.9,
指数,1976年8月,全国,0037 飲料,84.3,
指数,1976年8月,全国,0038 茶類,70.5,
指数,1976年8月,全国,1902 緑茶,53.1,
指数,1976年8月,全国,1911 紅茶,83.2,
指数,1976年8月,全国,0039 コーヒー・ココア,80.1,
指数,1976年8月,全国,1921 インスタントコーヒー,75.2,
指数,1976年8月,全国,0040 他の飲料,91.4,
指数,1976年8月,全国,1931 果汁入り飲料,97.3,
指数,1976年8月,全国,1951 炭酸飲料,103.2,
指数,1976年8月,全国,1972 乳酸菌飲料,68.2,
指数,1976年8月,全国,0041 酒類,65.8,
指数,1976年8月,全国,2003 清酒,74.1,
指数,1976年8月,全国,2011 焼酎,45.4,
指数,1976年8月,全国,2021 ビール,61.5,
指数,1976年8月,全国,2033 ウイスキー,80.2,
指数,1976年8月,全国,0042 外食,49.6,
指数,1976年8月,全国,0043 一般外食,49.2,
指数,1976年8月,全国,2101 うどん（外食）,36.8,
指数,1976年8月,全国,2102 中華そば（外食）,39.6,
指数,1976年8月,全国,2121 すし（外食）Ｂ,44.6,
指数,1976年8月,全国,2132 天丼（外食）,47.9,
指数,1976年8月,全国,2133 カレーライス（外食）,44.9,
指数,1976年8月,全国,2141 ハンバーグ（外食）,56.5,
指数,1976年8月,全国,2161 サンドイッチ（外食）,53.9,
指数,1976年8月,全国,2162 コーヒー（外食）Ａ,50.4,
指数,1976年8月,全国,2171 ビール（外食）,48.5,
指数,1976年8月,全国,0044 学校給食,55.6,
指数,1976年8月,全国,2182 学校給食（小学校）,54.3,
指数,1976年8月,全国,2183 学校給食（中学校）,58.5,
指数,1976年8月,全国,0045 住居,49.4,
指数,1976年8月,全国,0046 家賃,50.1,
指数,1976年8月,全国,0047 民営家賃,55.7,
指数,1976年8月,全国,3000 民営家賃,55.7,
指数,1976年8月,全国,0048 公営・都市再生機構・公社家賃,31.7,
指数,1976年8月,全国,3016 公営家賃,33.5,
指数,1976年8月,全国,3017 都市再生機構・公社家賃,29.8,
指数,1976年8月,全国,0050 持家の帰属家賃,49.8,
指数,1976年8月,全国,3030 持家の帰属家賃,49.8,
指数,1976年8月,全国,0051 設備修繕・維持,44.6,
指数,1976年8月,全国,0052 設備材料,70.8,
指数,1976年8月,全国,3121 修繕材料,34.5,
指数,1976年8月,全国,0053 工事その他のサービス,39.7,
指数,1976年8月,全国,3151 畳替え代,43.7,
指数,1976年8月,全国,3176 水道工事費,22.1,
指数,1976年8月,全国,3175 塀工事費,36.1,
指数,1976年8月,全国,3171 ふすま張替費,37.8,
指数,1976年8月,全国,3172 大工手間代,39,
指数,1976年8月,全国,3180 火災・地震保険料,60.8,
指数,1976年8月,全国,0054 光熱・水道,53.8,
指数,1976年8月,全国,0056 電気代,70.9,
指数,1976年8月,全国,3500 電気代,70.9,
指数,1976年8月,全国,0057 ガス代,51.7,
指数,1976年8月,全国,3600 都市ガス代,59.2,
指数,1976年8月,全国,3612 プロパンガス,42.4,
指数,1976年8月,全国,0058 他の光熱,44.6,
指数,1976年8月,全国,3701 灯油,44,
指数,1976年8月,全国,3810 水道料,36.7,
指数,1976年8月,全国,0060 家具・家事用品,122.4,
指数,1976年8月,全国,0061 家庭用耐久財,339.2,
指数,1976年8月,全国,0062 家事用耐久財,881.1,
指数,1976年8月,全国,4002 電気炊飯器,397.8,
指数,1976年8月,全国,4011 ガステーブル,169.4,
指数,1976年8月,全国,4021 電気冷蔵庫,2822.9,
指数,1976年8月,全国,4032 電気掃除機,820.9,
