指数,年月,地域,カテゴリ,数値,単位
指数,1989年11月,全国,0001 総合,87.6,
指数,1989年11月,全国,0002 食料,78.6,
指数,1989年11月,全国,0003 穀類,96.1,
指数,1989年11月,全国,0004 米類,116.1,
指数,1989年11月,全国,1001 うるち米Ａ,118,
指数,1989年11月,全国,1002 うるち米Ｂ,118,
指数,1989年11月,全国,0005 パン,81.9,
指数,1989年11月,全国,1021 食パン,84.3,
指数,1989年11月,全国,1022 あんパン,80,
指数,1989年11月,全国,0006 麺類,79.5,
指数,1989年11月,全国,1031 ゆでうどん,81.7,
指数,1989年11月,全国,1041 そうめん,71.3,
指数,1989年11月,全国,1042 スパゲッティ,83.6,
指数,1989年11月,全国,1051 カップ麺,75.2,
指数,1989年11月,全国,1052 中華麺,90.5,
指数,1989年11月,全国,0007 他の穀類,94.3,
指数,1989年11月,全国,1071 小麦粉,77.7,
指数,1989年11月,全国,1081 もち,104.1,
指数,1989年11月,全国,0008 魚介類,71.9,
指数,1989年11月,全国,0009 生鮮魚介,75.8,
指数,1989年11月,全国,1101 まぐろ,92.5,
指数,1989年11月,全国,1102 あじ,112.7,
指数,1989年11月,全国,1103 いわし,51.9,
指数,1989年11月,全国,1106 さけ,69.7,
指数,1989年11月,全国,1107 さば,59.1,
指数,1989年11月,全国,1108 さんま,46.9,
指数,1989年11月,全国,1110 たい,105.2,
指数,1989年11月,全国,1111 ぶり,87.5,
指数,1989年11月,全国,1112 いか,49.9,
指数,1989年11月,全国,1113 たこ,61.9,
指数,1989年11月,全国,1114 えび,96.2,
指数,1989年11月,全国,1131 あさり,62.7,
指数,1989年11月,全国,1132 かき（貝）,53.8,
指数,1989年11月,全国,1133 ほたて貝,75.8,
指数,1989年11月,全国,0010 塩干魚介,69.7,
指数,1989年11月,全国,1141 塩さけ,78.4,
指数,1989年11月,全国,1142 たらこ,76.9,
指数,1989年11月,全国,1143 しらす干し,51.5,
指数,1989年11月,全国,1144 干しあじ,74.4,
指数,1989年11月,全国,1146 煮干し,77,
