指数,年月,地域,カテゴリ,数値,単位
指数,1997年2月,全国,0001 総合,96,
指数,1997年2月,全国,0002 食料,87.1,
指数,1997年2月,全国,0003 穀類,101,
指数,1997年2月,全国,0004 米類,117,
指数,1997年2月,全国,1001 うるち米Ａ,121.3,
指数,1997年2月,全国,1002 うるち米Ｂ,116.8,
指数,1997年2月,全国,0005 パン,87.6,
指数,1997年2月,全国,1021 食パン,87.6,
指数,1997年2月,全国,1022 あんパン,90.3,
指数,1997年2月,全国,0006 麺類,90,
指数,1997年2月,全国,1031 ゆでうどん,94.6,
指数,1997年2月,全国,1041 そうめん,85.3,
指数,1997年2月,全国,1042 スパゲッティ,89.6,
指数,1997年2月,全国,1051 カップ麺,84.7,
指数,1997年2月,全国,1052 中華麺,98.7,
指数,1997年2月,全国,0007 他の穀類,108.9,
指数,1997年2月,全国,1071 小麦粉,74,
指数,1997年2月,全国,1081 もち,125.5,
指数,1997年2月,全国,0008 魚介類,78.7,
指数,1997年2月,全国,0009 生鮮魚介,82,
指数,1997年2月,全国,1101 まぐろ,100.4,
指数,1997年2月,全国,1102 あじ,111.4,
指数,1997年2月,全国,1103 いわし,94.3,
指数,1997年2月,全国,1106 さけ,67.3,
指数,1997年2月,全国,1107 さば,84.8,
指数,1997年2月,全国,1108 さんま,74.3,
指数,1997年2月,全国,1110 たい,95.1,
指数,1997年2月,全国,1111 ぶり,96.7,
指数,1997年2月,全国,1112 いか,56.8,
指数,1997年2月,全国,1113 たこ,71.4,
指数,1997年2月,全国,1114 えび,89.8,
指数,1997年2月,全国,1131 あさり,71.3,
指数,1997年2月,全国,1132 かき（貝）,71.3,
指数,1997年2月,全国,1133 ほたて貝,67.7,
指数,1997年2月,全国,0010 塩干魚介,70.4,
指数,1997年2月,全国,1141 塩さけ,62.5,
指数,1997年2月,全国,1142 たらこ,82.9,
指数,1997年2月,全国,1143 しらす干し,64.4,
指数,1997年2月,全国,1144 干しあじ,81.5,
指数,1997年2月,全国,1146 煮干し,95.3,
指数,1997年2月,全国,1150 ししゃも,74.6,
指数,1997年2月,全国,0011 魚肉練製品,88.5,
指数,1997年2月,全国,1151 揚げかまぼこ,83.7,
指数,1997年2月,全国,1152 ちくわ,92.8,
指数,1997年2月,全国,1153 かまぼこ,90.1,
指数,1997年2月,全国,0012 他の魚介加工品,69.9,
指数,1997年2月,全国,1161 かつお節,79.7,
指数,1997年2月,全国,1165 魚介漬物,66.9,
指数,1997年2月,全国,1166 魚介つくだ煮,70.8,
指数,1997年2月,全国,1173 魚介缶詰,69.8,
指数,1997年2月,全国,0013 肉類,76.2,
指数,1997年2月,全国,0014 生鮮肉,71.7,
指数,1997年2月,全国,1201 牛肉（国産品）,65.5,
指数,1997年2月,全国,1203 牛肉（輸入品）,68.1,
指数,1997年2月,全国,1211 豚肉（国産品）,71.2,
指数,1997年2月,全国,1221 鶏肉,76.8,
指数,1997年2月,全国,0015 加工肉,97.5,
指数,1997年2月,全国,1252 ハム,105.6,
指数,1997年2月,全国,1261 ソーセージ,97.4,
指数,1997年2月,全国,1271 ベーコン,80.5,
指数,1997年2月,全国,0016 乳卵類,88.2,
指数,1997年2月,全国,0017 牛乳・乳製品,90.1,
指数,1997年2月,全国,0018 牛乳,88.3,
指数,1997年2月,全国,1303 牛乳,95.9,
指数,1997年2月,全国,0019 乳製品,93.3,
指数,1997年2月,全国,1311 粉ミルク,94.8,
指数,1997年2月,全国,1333 ヨーグルト,104.9,
指数,1997年2月,全国,1321 バター,73.5,
指数,1997年2月,全国,1331 チーズ（国産品）,72.3,
指数,1997年2月,全国,1332 チーズ（輸入品）,80.3,
指数,1997年2月,全国,0020 卵,82.4,
指数,1997年2月,全国,1341 鶏卵,82.4,
指数,1997年2月,全国,0021 野菜・海藻,82,
指数,1997年2月,全国,0022 生鮮野菜,79.1,
指数,1997年2月,全国,1401 キャベツ,69.7,
指数,1997年2月,全国,1402 ほうれんそう,47.4,
指数,1997年2月,全国,1403 はくさい,67.5,
指数,1997年2月,全国,1405 ねぎ,71.7,
指数,1997年2月,全国,1406 レタス,101.3,
指数,1997年2月,全国,1409 ブロッコリー,105.1,
指数,1997年2月,全国,1407 もやし,107.7,
指数,1997年2月,全国,1411 さつまいも,72.7,
指数,1997年2月,全国,1412 じゃがいも,61.3,
指数,1997年2月,全国,1413 さといも,63.2,
指数,1997年2月,全国,1414 だいこん,69.1,
指数,1997年2月,全国,1415 にんじん,54.4,
指数,1997年2月,全国,1416 ごぼう,61.8,
指数,1997年2月,全国,1417 たまねぎ,76.5,
指数,1997年2月,全国,1419 れんこん,69.8,
指数,1997年2月,全国,1420 ながいも,85.3,
指数,1997年2月,全国,1432 さやいんげん,83.8,
指数,1997年2月,全国,1433 かぼちゃ,64.1,
指数,1997年2月,全国,1434 きゅうり,86.9,
指数,1997年2月,全国,1435 なす,103.7,
