指数,年月,地域,カテゴリ,数値,単位
指数,1997年3月,全国,0001 総合,96.1,
指数,1997年3月,全国,0002 食料,86.6,
指数,1997年3月,全国,0003 穀類,100.8,
指数,1997年3月,全国,0004 米類,116.8,
指数,1997年3月,全国,1001 うるち米Ａ,121,
指数,1997年3月,全国,1002 うるち米Ｂ,116.4,
指数,1997年3月,全国,0005 パン,87.6,
指数,1997年3月,全国,1021 食パン,87.4,
指数,1997年3月,全国,1022 あんパン,90.4,
指数,1997年3月,全国,0006 麺類,89.9,
指数,1997年3月,全国,1031 ゆでうどん,94.5,
指数,1997年3月,全国,1041 そうめん,85.6,
指数,1997年3月,全国,1042 スパゲッティ,90.2,
指数,1997年3月,全国,1051 カップ麺,84.9,
指数,1997年3月,全国,1052 中華麺,97.8,
指数,1997年3月,全国,0007 他の穀類,109.5,
指数,1997年3月,全国,1071 小麦粉,74.1,
指数,1997年3月,全国,1081 もち,126.4,
指数,1997年3月,全国,0008 魚介類,79,
指数,1997年3月,全国,0009 生鮮魚介,82.3,
指数,1997年3月,全国,1101 まぐろ,99.7,
指数,1997年3月,全国,1102 あじ,102.9,
指数,1997年3月,全国,1103 いわし,90.8,
指数,1997年3月,全国,1104 かつお,112.6,
指数,1997年3月,全国,1106 さけ,66.1,
指数,1997年3月,全国,1107 さば,89.2,
指数,1997年3月,全国,1108 さんま,73.6,
指数,1997年3月,全国,1110 たい,95.8,
指数,1997年3月,全国,1111 ぶり,95.7,
指数,1997年3月,全国,1112 いか,63.1,
指数,1997年3月,全国,1113 たこ,71.6,
指数,1997年3月,全国,1114 えび,90.6,
指数,1997年3月,全国,1131 あさり,71.4,
指数,1997年3月,全国,1132 かき（貝）,65.5,
指数,1997年3月,全国,1133 ほたて貝,66.5,
指数,1997年3月,全国,0010 塩干魚介,70.4,
指数,1997年3月,全国,1141 塩さけ,63.1,
指数,1997年3月,全国,1142 たらこ,82.6,
指数,1997年3月,全国,1143 しらす干し,64.5,
指数,1997年3月,全国,1144 干しあじ,80.7,
指数,1997年3月,全国,1146 煮干し,95.6,
指数,1997年3月,全国,1150 ししゃも,75.6,
指数,1997年3月,全国,0011 魚肉練製品,88.6,
指数,1997年3月,全国,1151 揚げかまぼこ,83.6,
指数,1997年3月,全国,1152 ちくわ,92.6,
指数,1997年3月,全国,1153 かまぼこ,90.6,
指数,1997年3月,全国,0012 他の魚介加工品,70.1,
指数,1997年3月,全国,1161 かつお節,79.7,
指数,1997年3月,全国,1165 魚介漬物,66.8,
指数,1997年3月,全国,1166 魚介つくだ煮,72.1,
指数,1997年3月,全国,1173 魚介缶詰,70.3,
指数,1997年3月,全国,0013 肉類,76.2,
指数,1997年3月,全国,0014 生鮮肉,71.7,
指数,1997年3月,全国,1201 牛肉（国産品）,65.3,
指数,1997年3月,全国,1203 牛肉（輸入品）,68.3,
指数,1997年3月,全国,1211 豚肉（国産品）,71.1,
指数,1997年3月,全国,1221 鶏肉,76.6,
指数,1997年3月,全国,0015 加工肉,98,
指数,1997年3月,全国,1252 ハム,105.9,
指数,1997年3月,全国,1261 ソーセージ,98,
指数,1997年3月,全国,1271 ベーコン,81.3,
指数,1997年3月,全国,0016 乳卵類,89.1,
指数,1997年3月,全国,0017 牛乳・乳製品,90,
指数,1997年3月,全国,0018 牛乳,88,
指数,1997年3月,全国,1303 牛乳,95.6,
指数,1997年3月,全国,0019 乳製品,93.6,
指数,1997年3月,全国,1311 粉ミルク,94.9,
指数,1997年3月,全国,1333 ヨーグルト,105.7,
指数,1997年3月,全国,1321 バター,73.6,
指数,1997年3月,全国,1331 チーズ（国産品）,72.6,
指数,1997年3月,全国,1332 チーズ（輸入品）,79.7,
指数,1997年3月,全国,0020 卵,86.4,
指数,1997年3月,全国,1341 鶏卵,86.4,
指数,1997年3月,全国,0021 野菜・海藻,78.8,
指数,1997年3月,全国,0022 生鮮野菜,74.1,
指数,1997年3月,全国,1401 キャベツ,73.7,
指数,1997年3月,全国,1402 ほうれんそう,37.7,
指数,1997年3月,全国,1403 はくさい,77,
指数,1997年3月,全国,1405 ねぎ,66,
指数,1997年3月,全国,1406 レタス,77.8,
指数,1997年3月,全国,1409 ブロッコリー,95.3,
指数,1997年3月,全国,1407 もやし,107.5,
指数,1997年3月,全国,1411 さつまいも,76.3,
指数,1997年3月,全国,1412 じゃがいも,62.3,
指数,1997年3月,全国,1413 さといも,63.2,
指数,1997年3月,全国,1414 だいこん,68.1,
指数,1997年3月,全国,1415 にんじん,50.4,
指数,1997年3月,全国,1416 ごぼう,60.9,
指数,1997年3月,全国,1417 たまねぎ,77.1,
指数,1997年3月,全国,1419 れんこん,69,
指数,1997年3月,全国,1420 ながいも,83.3,
指数,1997年3月,全国,1432 さやいんげん,80.7,
指数,1997年3月,全国,1433 かぼちゃ,63.8,
指数,1997年3月,全国,1434 きゅうり,75.8,
指数,1997年3月,全国,1435 なす,88.5,
指数,1997年3月,全国,1436 トマト,88.9,
指数,1997年3月,全国,1437 ピーマン,67.7,
指数,1997年3月,全国,1438 生しいたけ,103.1,
指数,1997年3月,全国,1442 えのきたけ,138.1,
指数,1997年3月,全国,1443 しめじ,139.6,
指数,1997年3月,全国,0023 乾物・加工品類,87.2,
指数,1997年3月,全国,0024 乾物・海藻,68.3,
指数,1997年3月,全国,1453 干ししいたけ,69.4,
指数,1997年3月,全国,1461 干しのり,82.7,
指数,1997年3月,全国,1462 わかめ,55.1,
指数,1997年3月,全国,1463 こんぶ,64.8,
指数,1997年3月,全国,0025 大豆加工品,103.5,
指数,1997年3月,全国,1471 豆腐,97.2,
指数,1997年3月,全国,1472 油揚げ,96.9,
指数,1997年3月,全国,1473 納豆,123.7,
指数,1997年3月,全国,0026 他の野菜・海藻加工品,87.6,
指数,1997年3月,全国,1481 こんにゃく,107,
指数,1997年3月,全国,1482 梅干し,75.3,
指数,1997年3月,全国,1483 だいこん漬,86.6,
指数,1997年3月,全国,1486 はくさい漬,79.5,
指数,1997年3月,全国,1487 キムチ,98.5,
指数,1997年3月,全国,1485 こんぶつくだ煮,79,
指数,1997年3月,全国,1491 野菜缶詰,99.8,
指数,1997年3月,全国,0027 果物,78,
指数,1997年3月,全国,0028 生鮮果物,77.3,
指数,1997年3月,全国,1502 りんご,83.4,
指数,1997年3月,全国,1511 みかん,76,
指数,1997年3月,全国,1515 オレンジ,79.5,
指数,1997年3月,全国,1571 いちご,74.6,
指数,1997年3月,全国,1581 バナナ,73.8,
指数,1997年3月,全国,1582 キウイフルーツ,59.9,
指数,1997年3月,全国,0029 果物加工品,94.4,
指数,1997年3月,全国,0030 油脂・調味料,105.3,
指数,1997年3月,全国,0031 油脂,116.7,
指数,1997年3月,全国,1601 食用油,131.7,
指数,1997年3月,全国,1602 マーガリン,76.1,
指数,1997年3月,全国,0032 調味料,103.9,
指数,1997年3月,全国,1611 食塩,92.6,
指数,1997年3月,全国,1621 しょう油,107.2,
指数,1997年3月,全国,1631 みそ,108.2,
指数,1997年3月,全国,1632 砂糖,102.5,
指数,1997年3月,全国,1633 酢,102.5,
指数,1997年3月,全国,1641 ソース,120.6,
指数,1997年3月,全国,1642 ケチャップ,139.6,
指数,1997年3月,全国,1643 マヨネーズ,109.7,
指数,1997年3月,全国,1652 カレールウ,99,
指数,1997年3月,全国,1653 乾燥スープ,87.2,
指数,1997年3月,全国,1654 風味調味料,111,
指数,1997年3月,全国,1656 ふりかけ,96.4,
指数,1997年3月,全国,1655 たれ,98.1,
指数,1997年3月,全国,0033 菓子類,80,
指数,1997年3月,全国,1701 ようかん,73.1,
指数,1997年3月,全国,1702 まんじゅう,81.6,
指数,1997年3月,全国,1711 カステラ,88.7,
指数,1997年3月,全国,1712 ケーキ,67.8,
指数,1997年3月,全国,1784 ゼリー,113.3,
指数,1997年3月,全国,1714 プリン,85.3,
指数,1997年3月,全国,1713 シュークリーム,85.2,
指数,1997年3月,全国,1741 せんべい,97.8,
指数,1997年3月,全国,1721 ビスケット,68.4,
指数,1997年3月,全国,1783 ポテトチップス,83.3,
指数,1997年3月,全国,1732 キャンデー,76.6,
指数,1997年3月,全国,1761 チョコレート,91.8,
指数,1997年3月,全国,1782 アイスクリーム,85,
指数,1997年3月,全国,1772 落花生,83.1,
指数,1997年3月,全国,1781 チューインガム,96.1,
指数,1997年3月,全国,0034 調理食品,84.6,
指数,1997年3月,全国,0035 主食的調理食品,86.8,
指数,1997年3月,全国,1791 弁当Ａ,82.1,
指数,1997年3月,全国,1792 調理パン,79.3,
指数,1997年3月,全国,0036 他の調理食品,83.1,
指数,1997年3月,全国,1801 うなぎかば焼き,54.2,
指数,1997年3月,全国,1811 サラダ,74.8,
指数,1997年3月,全国,1821 コロッケ,86.7,
指数,1997年3月,全国,1831 豚カツ,81.7,
指数,1997年3月,全国,1881 ぎょうざ,103.3,
指数,1997年3月,全国,1851 冷凍調理コロッケ,94,
指数,1997年3月,全国,1871 調理カレー,106.5,
指数,1997年3月,全国,1891 混ぜごはんのもと,117.6,
指数,1997年3月,全国,0037 飲料,115,
指数,1997年3月,全国,0038 茶類,117.7,
指数,1997年3月,全国,1902 緑茶,98.3,
指数,1997年3月,全国,1911 紅茶,96.1,
指数,1997年3月,全国,1914 茶飲料,158.8,
指数,1997年3月,全国,0039 コーヒー・ココア,108.2,
指数,1997年3月,全国,1921 インスタントコーヒー,93.5,
指数,1997年3月,全国,1922 コーヒー豆,117,
指数,1997年3月,全国,0040 他の飲料,116.3,
指数,1997年3月,全国,1930 果実ジュース,99.8,
指数,1997年3月,全国,1931 果汁入り飲料,125.8,
指数,1997年3月,全国,1941 野菜ジュース,102,
指数,1997年3月,全国,1951 炭酸飲料,133,
指数,1997年3月,全国,1972 乳酸菌飲料,83.5,
指数,1997年3月,全国,1981 スポーツドリンク,127.4,
指数,1997年3月,全国,0041 酒類,104.2,
指数,1997年3月,全国,2003 清酒,120.8,
指数,1997年3月,全国,2011 焼酎,84.6,
指数,1997年3月,全国,2021 ビール,103.5,
指数,1997年3月,全国,2033 ウイスキー,123.4,
指数,1997年3月,全国,2041 ワイン（国産品）,109.6,
指数,1997年3月,全国,2042 ワイン（輸入品）,95,
指数,1997年3月,全国,0042 外食,84.3,
指数,1997年3月,全国,0043 一般外食,84.4,
指数,1997年3月,全国,2101 うどん（外食）,78.8,
指数,1997年3月,全国,2102 中華そば（外食）,80,
指数,1997年3月,全国,2112 スパゲッティ（外食）,85.6,
指数,1997年3月,全国,2121 すし（外食）Ｂ,82.2,
指数,1997年3月,全国,2132 天丼（外食）,84.9,
指数,1997年3月,全国,2133 カレーライス（外食）,82.4,
指数,1997年3月,全国,2142 豚カツ定食（外食）,88.3,
指数,1997年3月,全国,2134 ぎょうざ（外食）,88.7,
指数,1997年3月,全国,2141 ハンバーグ（外食）,87.1,
指数,1997年3月,全国,2135 ハンバーガー（外食）,104.3,
指数,1997年3月,全国,2161 サンドイッチ（外食）,83.6,
指数,1997年3月,全国,2144 ピザ（配達）,102.9,
指数,1997年3月,全国,2162 コーヒー（外食）Ａ,85.2,
指数,1997年3月,全国,2171 ビール（外食）,84.4,
指数,1997年3月,全国,0044 学校給食,85.6,
指数,1997年3月,全国,2182 学校給食（小学校）,85.5,
指数,1997年3月,全国,2183 学校給食（中学校）,85.5,
指数,1997年3月,全国,0045 住居,100,
指数,1997年3月,全国,0046 家賃,101.4,
指数,1997年3月,全国,0047 民営家賃,106.1,
指数,1997年3月,全国,3000 民営家賃,106.1,
指数,1997年3月,全国,0048 公営・都市再生機構・公社家賃,102.1,
指数,1997年3月,全国,3016 公営家賃,107.6,
指数,1997年3月,全国,3017 都市再生機構・公社家賃,95.8,
指数,1997年3月,全国,0050 持家の帰属家賃,100.3,
指数,1997年3月,全国,3030 持家の帰属家賃,100.3,
指数,1997年3月,全国,0051 設備修繕・維持,91.8,
指数,1997年3月,全国,0052 設備材料,111.4,
指数,1997年3月,全国,3101 システムバス,101.4,
指数,1997年3月,全国,3121 修繕材料,73.2,
指数,1997年3月,全国,0053 工事その他のサービス,86.6,
指数,1997年3月,全国,3151 畳替え代,86.2,
指数,1997年3月,全国,3176 水道工事費,68.1,
指数,1997年3月,全国,3175 塀工事費,81.9,
指数,1997年3月,全国,3174 植木職手間代,85.9,
指数,1997年3月,全国,3171 ふすま張替費,78.8,
指数,1997年3月,全国,3172 大工手間代,100.2,
指数,1997年3月,全国,3180 火災・地震保険料,91.3,
指数,1997年3月,全国,0054 光熱・水道,81.7,
指数,1997年3月,全国,0056 電気代,90.3,
指数,1997年3月,全国,3500 電気代,90.3,
指数,1997年3月,全国,0057 ガス代,80,
指数,1997年3月,全国,3600 都市ガス代,89.9,
指数,1997年3月,全国,3612 プロパンガス,68.6,
指数,1997年3月,全国,0058 他の光熱,59.2,
指数,1997年3月,全国,3701 灯油,59.2,
指数,1997年3月,全国,0059 上下水道料,78.7,
指数,1997年3月,全国,3810 水道料,83.3,
