指数,年月,地域,カテゴリ,数値,単位
指数,1993年10月,全国,0001 総合,95.9,
指数,1993年10月,全国,0002 食料,87.4,
指数,1993年10月,全国,0003 穀類,105,
指数,1993年10月,全国,0004 米類,125.8,
指数,1993年10月,全国,1001 うるち米Ａ,128.1,
指数,1993年10月,全国,1002 うるち米Ｂ,128.3,
指数,1993年10月,全国,0005 パン,87.6,
指数,1993年10月,全国,1021 食パン,88.2,
指数,1993年10月,全国,1022 あんパン,88.8,
指数,1993年10月,全国,0006 麺類,90.9,
指数,1993年10月,全国,1031 ゆでうどん,96.1,
指数,1993年10月,全国,1041 そうめん,83.9,
指数,1993年10月,全国,1042 スパゲッティ,92.1,
指数,1993年10月,全国,1051 カップ麺,85.7,
指数,1993年10月,全国,1052 中華麺,100.4,
指数,1993年10月,全国,0007 他の穀類,109.9,
指数,1993年10月,全国,1071 小麦粉,77.7,
指数,1993年10月,全国,1081 もち,125.8,
指数,1993年10月,全国,0008 魚介類,77.4,
指数,1993年10月,全国,0009 生鮮魚介,78.3,
指数,1993年10月,全国,1101 まぐろ,99.6,
指数,1993年10月,全国,1102 あじ,116.7,
指数,1993年10月,全国,1103 いわし,57.9,
指数,1993年10月,全国,1104 かつお,79.1,
指数,1993年10月,全国,1106 さけ,64.4,
指数,1993年10月,全国,1107 さば,84.7,
指数,1993年10月,全国,1108 さんま,45.8,
指数,1993年10月,全国,1110 たい,97.3,
指数,1993年10月,全国,1111 ぶり,95.8,
指数,1993年10月,全国,1112 いか,49.2,
指数,1993年10月,全国,1113 たこ,63.2,
指数,1993年10月,全国,1114 えび,92.4,
指数,1993年10月,全国,1131 あさり,68.7,
指数,1993年10月,全国,1132 かき（貝）,76.1,
指数,1993年10月,全国,1133 ほたて貝,71.7,
指数,1993年10月,全国,0010 塩干魚介,74,
指数,1993年10月,全国,1141 塩さけ,72,
指数,1993年10月,全国,1142 たらこ,90.9,
指数,1993年10月,全国,1143 しらす干し,60.7,
指数,1993年10月,全国,1144 干しあじ,78.6,
指数,1993年10月,全国,1146 煮干し,88.8,
指数,1993年10月,全国,1150 ししゃも,75,
指数,1993年10月,全国,0011 魚肉練製品,91.9,
指数,1993年10月,全国,1151 揚げかまぼこ,88.7,
指数,1993年10月,全国,1152 ちくわ,97.8,
指数,1993年10月,全国,1153 かまぼこ,92,
