指数,年月,地域,カテゴリ,数値,単位
指数,1986年8月,全国,0001 総合,84,
指数,1986年8月,全国,0002 食料,76.9,
指数,1986年8月,全国,0003 穀類,95,
指数,1986年8月,全国,0004 米類,115.3,
指数,1986年8月,全国,1001 うるち米Ａ,115.3,
指数,1986年8月,全国,1002 うるち米Ｂ,116.9,
指数,1986年8月,全国,0005 パン,80.5,
指数,1986年8月,全国,1021 食パン,82.9,
指数,1986年8月,全国,1022 あんパン,78.7,
指数,1986年8月,全国,0006 麺類,77.4,
指数,1986年8月,全国,1031 ゆでうどん,79.5,
指数,1986年8月,全国,1041 そうめん,69.1,
指数,1986年8月,全国,1042 スパゲッティ,82.4,
指数,1986年8月,全国,1051 カップ麺,73.9,
指数,1986年8月,全国,1052 中華麺,87.4,
指数,1986年8月,全国,0007 他の穀類,92.5,
指数,1986年8月,全国,1071 小麦粉,79.2,
指数,1986年8月,全国,1081 もち,99.9,
指数,1986年8月,全国,0008 魚介類,74,
指数,1986年8月,全国,0009 生鮮魚介,83,
指数,1986年8月,全国,1101 まぐろ,87.6,
指数,1986年8月,全国,1102 あじ,139.5,
指数,1986年8月,全国,1103 いわし,44.1,
指数,1986年8月,全国,1104 かつお,67.8,
指数,1986年8月,全国,1106 さけ,75.6,
指数,1986年8月,全国,1107 さば,61.5,
指数,1986年8月,全国,1108 さんま,59.8,
指数,1986年8月,全国,1110 たい,107.9,
指数,1986年8月,全国,1111 ぶり,91.3,
指数,1986年8月,全国,1112 いか,83.8,
指数,1986年8月,全国,1113 たこ,61.7,
指数,1986年8月,全国,1114 えび,115.7,
指数,1986年8月,全国,1131 あさり,57.2,
指数,1986年8月,全国,1133 ほたて貝,80.6,
指数,1986年8月,全国,0010 塩干魚介,66,
指数,1986年8月,全国,1141 塩さけ,75.6,
指数,1986年8月,全国,1142 たらこ,70.7,
指数,1986年8月,全国,1143 しらす干し,41.3,
指数,1986年8月,全国,1144 干しあじ,85.4,
指数,1986年8月,全国,1146 煮干し,63.7,
指数,1986年8月,全国,0011 魚肉練製品,66.1,
指数,1986年8月,全国,1151 揚げかまぼこ,64.9,
指数,1986年8月,全国,1152 ちくわ,69.6,
指数,1986年8月,全国,1153 かまぼこ,64.8,
指数,1986年8月,全国,0012 他の魚介加工品,58.8,
指数,1986年8月,全国,1161 かつお節,72,
指数,1986年8月,全国,1173 魚介缶詰,58.7,
指数,1986年8月,全国,0013 肉類,72,
指数,1986年8月,全国,0014 生鮮肉,67.8,
指数,1986年8月,全国,1201 牛肉（国産品）,57.7,
指数,1986年8月,全国,1203 牛肉（輸入品）,78.2,
指数,1986年8月,全国,1211 豚肉（国産品）,67.5,
指数,1986年8月,全国,1221 鶏肉,78.2,
指数,1986年8月,全国,0015 加工肉,92.1,
指数,1986年8月,全国,1252 ハム,102.9,
指数,1986年8月,全国,1261 ソーセージ,89.2,
指数,1986年8月,全国,1271 ベーコン,78,
指数,1986年8月,全国,0016 乳卵類,86.7,
指数,1986年8月,全国,0017 牛乳・乳製品,86.4,
