指数,年月,地域,カテゴリ,数値,単位
指数,1995年1月,全国,0001 総合,96.1,
指数,1995年1月,全国,0002 食料,88.3,
指数,1995年1月,全国,0003 穀類,102.7,
指数,1995年1月,全国,0004 米類,121.1,
指数,1995年1月,全国,1001 うるち米Ａ,124.6,
指数,1995年1月,全国,1002 うるち米Ｂ,123.5,
指数,1995年1月,全国,0005 パン,87.5,
指数,1995年1月,全国,1021 食パン,87.8,
指数,1995年1月,全国,1022 あんパン,89.4,
指数,1995年1月,全国,0006 麺類,89.9,
指数,1995年1月,全国,1031 ゆでうどん,94.2,
指数,1995年1月,全国,1041 そうめん,84.3,
指数,1995年1月,全国,1042 スパゲッティ,90.4,
指数,1995年1月,全国,1051 カップ麺,85.1,
指数,1995年1月,全国,1052 中華麺,98.9,
指数,1995年1月,全国,0007 他の穀類,112.1,
指数,1995年1月,全国,1071 小麦粉,75.9,
指数,1995年1月,全国,1081 もち,129.3,
指数,1995年1月,全国,0008 魚介類,78.1,
指数,1995年1月,全国,0009 生鮮魚介,80.1,
指数,1995年1月,全国,1101 まぐろ,100,
指数,1995年1月,全国,1102 あじ,116.2,
指数,1995年1月,全国,1103 いわし,66.2,
指数,1995年1月,全国,1106 さけ,66,
指数,1995年1月,全国,1107 さば,79.2,
指数,1995年1月,全国,1108 さんま,44.6,
指数,1995年1月,全国,1110 たい,101.4,
指数,1995年1月,全国,1111 ぶり,88.7,
指数,1995年1月,全国,1112 いか,57,
指数,1995年1月,全国,1113 たこ,61.7,
指数,1995年1月,全国,1114 えび,91.7,
指数,1995年1月,全国,1131 あさり,70.1,
指数,1995年1月,全国,1132 かき（貝）,72.9,
指数,1995年1月,全国,1133 ほたて貝,73.5,
指数,1995年1月,全国,0010 塩干魚介,71.9,
指数,1995年1月,全国,1141 塩さけ,67.6,
指数,1995年1月,全国,1142 たらこ,87.2,
指数,1995年1月,全国,1143 しらす干し,63.3,
指数,1995年1月,全国,1144 干しあじ,77.4,
指数,1995年1月,全国,1146 煮干し,89.4,
指数,1995年1月,全国,1150 ししゃも,78.4,
指数,1995年1月,全国,0011 魚肉練製品,90.5,
指数,1995年1月,全国,1151 揚げかまぼこ,85.4,
指数,1995年1月,全国,1152 ちくわ,95.5,
指数,1995年1月,全国,1153 かまぼこ,91.9,
指数,1995年1月,全国,0012 他の魚介加工品,69.9,
指数,1995年1月,全国,1161 かつお節,78.9,
指数,1995年1月,全国,1165 魚介漬物,67.2,
指数,1995年1月,全国,1166 魚介つくだ煮,69.2,
指数,1995年1月,全国,1173 魚介缶詰,70.4,
指数,1995年1月,全国,0013 肉類,74.2,
指数,1995年1月,全国,0014 生鮮肉,69.4,
指数,1995年1月,全国,1201 牛肉（国産品）,64.8,
指数,1995年1月,全国,1203 牛肉（輸入品）,63.5,
指数,1995年1月,全国,1211 豚肉（国産品）,69.4,
指数,1995年1月,全国,1221 鶏肉,75.5,
指数,1995年1月,全国,0015 加工肉,96.7,
指数,1995年1月,全国,1252 ハム,106.5,
指数,1995年1月,全国,1261 ソーセージ,94.7,
指数,1995年1月,全国,1271 ベーコン,80.3,
指数,1995年1月,全国,0016 乳卵類,87.1,
指数,1995年1月,全国,0017 牛乳・乳製品,92.1,
指数,1995年1月,全国,0018 牛乳,89.5,
指数,1995年1月,全国,1303 牛乳,97.5,
指数,1995年1月,全国,0019 乳製品,96.8,
指数,1995年1月,全国,1311 粉ミルク,92.9,
指数,1995年1月,全国,1333 ヨーグルト,109.9,
指数,1995年1月,全国,1321 バター,73.3,
指数,1995年1月,全国,1331 チーズ（国産品）,78.8,
