指数,年月,地域,カテゴリ,数値,単位
指数,1974年11月,全国,0001 総合,50.5,
指数,1974年11月,全国,0002 食料,48.5,
指数,1974年11月,全国,0003 穀類,55.7,
指数,1974年11月,全国,0004 米類,65.8,
指数,1974年11月,全国,0005 パン,48.4,
指数,1974年11月,全国,1021 食パン,51.2,
指数,1974年11月,全国,1022 あんパン,43.9,
指数,1974年11月,全国,0006 麺類,50,
指数,1974年11月,全国,1041 そうめん,41.4,
指数,1974年11月,全国,1051 カップ麺,51.5,
指数,1974年11月,全国,0007 他の穀類,62.6,
指数,1974年11月,全国,1071 小麦粉,49.5,
指数,1974年11月,全国,0008 魚介類,39.2,
指数,1974年11月,全国,0009 生鮮魚介,42.6,
指数,1974年11月,全国,1101 まぐろ,58.2,
指数,1974年11月,全国,1102 あじ,57.2,
指数,1974年11月,全国,1103 いわし,36.2,
指数,1974年11月,全国,1104 かつお,46.3,
指数,1974年11月,全国,1106 さけ,43.2,
指数,1974年11月,全国,1107 さば,25.2,
指数,1974年11月,全国,1108 さんま,26.8,
指数,1974年11月,全国,1110 たい,70.6,
指数,1974年11月,全国,1111 ぶり,62.1,
指数,1974年11月,全国,1112 いか,36.1,
指数,1974年11月,全国,1113 たこ,30.3,
指数,1974年11月,全国,1131 あさり,17.5,
指数,1974年11月,全国,1132 かき（貝）,38.3,
指数,1974年11月,全国,0010 塩干魚介,36.2,
指数,1974年11月,全国,1141 塩さけ,45.1,
指数,1974年11月,全国,1142 たらこ,28,
指数,1974年11月,全国,1143 しらす干し,31.5,
指数,1974年11月,全国,1146 煮干し,36.8,
指数,1974年11月,全国,0011 魚肉練製品,34.8,
指数,1974年11月,全国,1151 揚げかまぼこ,29.9,
指数,1974年11月,全国,1152 ちくわ,35.3,
指数,1974年11月,全国,1153 かまぼこ,37.5,
指数,1974年11月,全国,0012 他の魚介加工品,37.8,
指数,1974年11月,全国,1161 かつお節,47.4,
指数,1974年11月,全国,0013 肉類,55.4,
指数,1974年11月,全国,0014 生鮮肉,52.5,
指数,1974年11月,全国,1201 牛肉（国産品）,37.6,
指数,1974年11月,全国,1211 豚肉（国産品）,51.9,
指数,1974年11月,全国,1221 鶏肉,72.1,
指数,1974年11月,全国,0015 加工肉,68.6,
指数,1974年11月,全国,1261 ソーセージ,65.4,
指数,1974年11月,全国,0016 乳卵類,81.6,
指数,1974年11月,全国,0017 牛乳・乳製品,71.4,
指数,1974年11月,全国,0018 牛乳,73,
指数,1974年11月,全国,0019 乳製品,65.4,
指数,1974年11月,全国,1311 粉ミルク,40.7,
指数,1974年11月,全国,1321 バター,55.2,
指数,1974年11月,全国,1331 チーズ（国産品）,58.7,
指数,1974年11月,全国,0020 卵,104.6,
指数,1974年11月,全国,1341 鶏卵,104.6,
指数,1974年11月,全国,0021 野菜・海藻,39.8,
指数,1974年11月,全国,0022 生鮮野菜,38.8,
指数,1974年11月,全国,1401 キャベツ,30.8,
指数,1974年11月,全国,1402 ほうれんそう,19.9,
指数,1974年11月,全国,1403 はくさい,27.2,
指数,1974年11月,全国,1405 ねぎ,29.3,
指数,1974年11月,全国,1406 レタス,52.3,
指数,1974年11月,全国,1411 さつまいも,30,
指数,1974年11月,全国,1412 じゃがいも,37,
指数,1974年11月,全国,1413 さといも,33.8,
指数,1974年11月,全国,1414 だいこん,39.4,
指数,1974年11月,全国,1415 にんじん,39.3,
指数,1974年11月,全国,1416 ごぼう,37.5,
指数,1974年11月,全国,1417 たまねぎ,48.2,
指数,1974年11月,全国,1419 れんこん,30.8,
指数,1974年11月,全国,1433 かぼちゃ,32.2,
指数,1974年11月,全国,1434 きゅうり,51.6,
指数,1974年11月,全国,1435 なす,56.9,
指数,1974年11月,全国,1436 トマト,45.4,
指数,1974年11月,全国,1437 ピーマン,46,
指数,1974年11月,全国,0023 乾物・加工品類,41.7,
指数,1974年11月,全国,0024 乾物・海藻,33.9,
指数,1974年11月,全国,1453 干ししいたけ,37.3,
指数,1974年11月,全国,1461 干しのり,48.9,
指数,1974年11月,全国,1462 わかめ,27.8,
指数,1974年11月,全国,1463 こんぶ,27.4,
指数,1974年11月,全国,0025 大豆加工品,55.8,
指数,1974年11月,全国,1471 豆腐,54.2,
指数,1974年11月,全国,1472 油揚げ,53.7,
指数,1974年11月,全国,1473 納豆,62.4,
指数,1974年11月,全国,0026 他の野菜・海藻加工品,38,
指数,1974年11月,全国,1481 こんにゃく,53.8,
指数,1974年11月,全国,1482 梅干し,22.5,
指数,1974年11月,全国,1483 だいこん漬,38.7,
指数,1974年11月,全国,1485 こんぶつくだ煮,31.4,
指数,1974年11月,全国,0027 果物,30.7,
指数,1974年11月,全国,0028 生鮮果物,29.8,
指数,1974年11月,全国,1502 りんご,39.8,
指数,1974年11月,全国,1511 みかん,22.1,
指数,1974年11月,全国,1521 梨,23,
指数,1974年11月,全国,1541 柿,33.9,
指数,1974年11月,全国,1581 バナナ,52.9,
指数,1974年11月,全国,0029 果物加工品,61,
指数,1974年11月,全国,0030 油脂・調味料,85.1,
指数,1974年11月,全国,0031 油脂,125.8,
指数,1974年11月,全国,1601 食用油,144.8,
指数,1974年11月,全国,1602 マーガリン,75.3,
指数,1974年11月,全国,0032 調味料,79.7,
指数,1974年11月,全国,1611 食塩,25.7,
指数,1974年11月,全国,1621 しょう油,76.4,
指数,1974年11月,全国,1631 みそ,71.5,
指数,1974年11月,全国,1632 砂糖,134.7,
指数,1974年11月,全国,1633 酢,81,
指数,1974年11月,全国,1641 ソース,87.7,
指数,1974年11月,全国,1642 ケチャップ,116.1,
指数,1974年11月,全国,1643 マヨネーズ,106.9,
指数,1974年11月,全国,1652 カレールウ,63.9,
指数,1974年11月,全国,1653 乾燥スープ,49,
指数,1974年11月,全国,0033 菓子類,50.2,
指数,1974年11月,全国,1701 ようかん,33.1,
指数,1974年11月,全国,1711 カステラ,47.6,
指数,1974年11月,全国,1713 シュークリーム,57.6,
指数,1974年11月,全国,1741 せんべい,68.2,
指数,1974年11月,全国,1721 ビスケット,51.7,
