指数,年月,地域,カテゴリ,数値,単位
指数,2000年4月,全国,0001 総合,97.5,
指数,2000年4月,全国,0002 食料,87.5,
指数,2000年4月,全国,0003 穀類,98.1,
指数,2000年4月,全国,0004 米類,109.2,
指数,2000年4月,全国,1001 うるち米Ａ,112.5,
指数,2000年4月,全国,1002 うるち米Ｂ,107.8,
指数,2000年4月,全国,0005 パン,88.9,
指数,2000年4月,全国,1021 食パン,90.6,
指数,2000年4月,全国,1022 あんパン,87.9,
指数,2000年4月,全国,0006 麺類,91.4,
指数,2000年4月,全国,1031 ゆでうどん,94.9,
指数,2000年4月,全国,1041 そうめん,89.5,
指数,2000年4月,全国,1042 スパゲッティ,89.9,
指数,2000年4月,全国,1051 カップ麺,85.7,
指数,2000年4月,全国,1052 中華麺,99.5,
指数,2000年4月,全国,0007 他の穀類,107.6,
指数,2000年4月,全国,1071 小麦粉,73.9,
指数,2000年4月,全国,1081 もち,123.6,
指数,2000年4月,全国,0008 魚介類,80.4,
指数,2000年4月,全国,0009 生鮮魚介,83.4,
指数,2000年4月,全国,1101 まぐろ,98.7,
指数,2000年4月,全国,1102 あじ,99,
指数,2000年4月,全国,1103 いわし,87.3,
指数,2000年4月,全国,1104 かつお,103.7,
指数,2000年4月,全国,1106 さけ,68.7,
指数,2000年4月,全国,1107 さば,94.3,
指数,2000年4月,全国,1108 さんま,70.1,
指数,2000年4月,全国,1110 たい,80.9,
指数,2000年4月,全国,1111 ぶり,94.2,
指数,2000年4月,全国,1112 いか,66.5,
指数,2000年4月,全国,1113 たこ,63.5,
指数,2000年4月,全国,1114 えび,96.3,
指数,2000年4月,全国,1131 あさり,73.8,
指数,2000年4月,全国,1133 ほたて貝,70.9,
指数,2000年4月,全国,0010 塩干魚介,71.7,
指数,2000年4月,全国,1141 塩さけ,66.9,
指数,2000年4月,全国,1142 たらこ,87.8,
指数,2000年4月,全国,1143 しらす干し,60.7,
指数,2000年4月,全国,1144 干しあじ,78.6,
指数,2000年4月,全国,1146 煮干し,95.2,
指数,2000年4月,全国,1150 ししゃも,70.4,
指数,2000年4月,全国,0011 魚肉練製品,88.8,
指数,2000年4月,全国,1151 揚げかまぼこ,84.3,
指数,2000年4月,全国,1152 ちくわ,91.6,
指数,2000年4月,全国,1153 かまぼこ,90.9,
指数,2000年4月,全国,0012 他の魚介加工品,74,
指数,2000年4月,全国,1161 かつお節,81.6,
指数,2000年4月,全国,1165 魚介漬物,71.7,
指数,2000年4月,全国,1166 魚介つくだ煮,73.9,
指数,2000年4月,全国,1173 魚介缶詰,76.9,
指数,2000年4月,全国,0013 肉類,77.1,
指数,2000年4月,全国,0014 生鮮肉,72.6,
指数,2000年4月,全国,1201 牛肉（国産品）,67.6,
指数,2000年4月,全国,1203 牛肉（輸入品）,63.7,
指数,2000年4月,全国,1211 豚肉（国産品）,73.8,
指数,2000年4月,全国,1221 鶏肉,78.8,
指数,2000年4月,全国,0015 加工肉,98.3,
指数,2000年4月,全国,1252 ハム,106.2,
指数,2000年4月,全国,1261 ソーセージ,96.3,
指数,2000年4月,全国,1271 ベーコン,85.9,
指数,2000年4月,全国,0016 乳卵類,89.5,
指数,2000年4月,全国,0017 牛乳・乳製品,90.8,
指数,2000年4月,全国,0018 牛乳,89,
指数,2000年4月,全国,1303 牛乳,95.9,
指数,2000年4月,全国,0019 乳製品,94.1,
指数,2000年4月,全国,1311 粉ミルク,97.9,
指数,2000年4月,全国,1333 ヨーグルト,103.5,
指数,2000年4月,全国,1321 バター,73.4,
指数,2000年4月,全国,1331 チーズ（国産品）,78.5,
指数,2000年4月,全国,1332 チーズ（輸入品）,80.5,
指数,2000年4月,全国,0020 卵,85.5,
指数,2000年4月,全国,1341 鶏卵,85.5,
指数,2000年4月,全国,0021 野菜・海藻,80.8,
指数,2000年4月,全国,0022 生鮮野菜,75.5,
指数,2000年4月,全国,1401 キャベツ,89.9,
指数,2000年4月,全国,1402 ほうれんそう,44.6,
指数,2000年4月,全国,1403 はくさい,63.4,
指数,2000年4月,全国,1405 ねぎ,64.8,
指数,2000年4月,全国,1406 レタス,83.8,
指数,2000年4月,全国,1409 ブロッコリー,96.2,
指数,2000年4月,全国,1407 もやし,108.1,
指数,2000年4月,全国,1410 アスパラガス,82.9,
指数,2000年4月,全国,1411 さつまいも,72.2,
指数,2000年4月,全国,1412 じゃがいも,79.8,
指数,2000年4月,全国,1413 さといも,54.5,
指数,2000年4月,全国,1414 だいこん,84.3,
指数,2000年4月,全国,1415 にんじん,80.6,
指数,2000年4月,全国,1416 ごぼう,68.5,
指数,2000年4月,全国,1417 たまねぎ,82.4,
指数,2000年4月,全国,1419 れんこん,56.5,
指数,2000年4月,全国,1420 ながいも,74.8,
指数,2000年4月,全国,1432 さやいんげん,74.3,
指数,2000年4月,全国,1433 かぼちゃ,54.1,
指数,2000年4月,全国,1434 きゅうり,63.4,
指数,2000年4月,全国,1435 なす,73.1,
指数,2000年4月,全国,1436 トマト,76.9,
指数,2000年4月,全国,1437 ピーマン,53.1,
指数,2000年4月,全国,1438 生しいたけ,91.4,
指数,2000年4月,全国,1442 えのきたけ,109.9,
