指数,年月,地域,カテゴリ,数値,単位
指数,2022年3月,全国,0001 総合,101.1,
指数,2022年3月,全国,0002 食料,102.5,
指数,2022年3月,全国,0003 穀類,101.2,
指数,2022年3月,全国,0004 米類,92.4,
指数,2022年3月,全国,1001 うるち米Ａ,93.9,
指数,2022年3月,全国,1002 うるち米Ｂ,91.6,
指数,2022年3月,全国,0005 パン,106.8,
指数,2022年3月,全国,1021 食パン,107.2,
指数,2022年3月,全国,1022 あんパン,106.1,
指数,2022年3月,全国,1023 カレーパン,107.8,
指数,2022年3月,全国,0006 麺類,101.6,
指数,2022年3月,全国,1031 ゆでうどん,102.4,
指数,2022年3月,全国,1041 そうめん,102.2,
指数,2022年3月,全国,1042 スパゲッティ,105.3,
指数,2022年3月,全国,1051 カップ麺,100.9,
指数,2022年3月,全国,1052 中華麺,100.8,
指数,2022年3月,全国,0007 他の穀類,104.3,
指数,2022年3月,全国,1071 小麦粉,111.5,
指数,2022年3月,全国,1081 もち,100.8,
指数,2022年3月,全国,1090 シリアル,105.2,
指数,2022年3月,全国,0008 魚介類,107.3,
指数,2022年3月,全国,0009 生鮮魚介,110.2,
指数,2022年3月,全国,1101 まぐろ,115.3,
指数,2022年3月,全国,1102 あじ,99.1,
指数,2022年3月,全国,1103 いわし,101.7,
指数,2022年3月,全国,1104 かつお,103.9,
指数,2022年3月,全国,1106 さけ,106,
指数,2022年3月,全国,1107 さば,100.1,
指数,2022年3月,全国,1108 さんま,113.1,
指数,2022年3月,全国,1110 たい,102.8,
指数,2022年3月,全国,1111 ぶり,121.5,
指数,2022年3月,全国,1112 いか,112,
指数,2022年3月,全国,1113 たこ,122.6,
指数,2022年3月,全国,1114 えび,99.8,
指数,2022年3月,全国,1131 あさり,120.8,
指数,2022年3月,全国,1132 かき（貝）,96.5,
指数,2022年3月,全国,1133 ほたて貝,110.1,
指数,2022年3月,全国,0010 塩干魚介,105.6,
指数,2022年3月,全国,1141 塩さけ,109,
指数,2022年3月,全国,1142 たらこ,100.8,
指数,2022年3月,全国,1143 しらす干し,98.5,
指数,2022年3月,全国,1144 干しあじ,101.9,
指数,2022年3月,全国,1146 煮干し,102.7,
指数,2022年3月,全国,1150 ししゃも,105.8,
指数,2022年3月,全国,1167 いくら,125.9,
指数,2022年3月,全国,0011 魚肉練製品,103.1,
指数,2022年3月,全国,1151 揚げかまぼこ,103,
指数,2022年3月,全国,1152 ちくわ,103,
指数,2022年3月,全国,1153 かまぼこ,103.1,
指数,2022年3月,全国,0012 他の魚介加工品,101.9,
指数,2022年3月,全国,1161 かつお節,99.5,
指数,2022年3月,全国,1165 魚介漬物,104.1,
指数,2022年3月,全国,1166 魚介つくだ煮,103.6,
指数,2022年3月,全国,1173 魚介缶詰,99.9,
指数,2022年3月,全国,0013 肉類,103.1,
指数,2022年3月,全国,0014 生鮮肉,103.5,
指数,2022年3月,全国,1201 牛肉（国産品）,102.6,
指数,2022年3月,全国,1203 牛肉（輸入品）,109.5,
指数,2022年3月,全国,1211 豚肉（国産品）,102.8,
指数,2022年3月,全国,1214 豚肉（輸入品）,103.1,
指数,2022年3月,全国,1221 鶏肉,102.1,
指数,2022年3月,全国,0015 加工肉,101.4,
指数,2022年3月,全国,1252 ハム,100,
指数,2022年3月,全国,1261 ソーセージ,102.3,
指数,2022年3月,全国,1271 ベーコン,99.6,
指数,2022年3月,全国,1292 味付け肉,103.8,
指数,2022年3月,全国,0016 乳卵類,100,
指数,2022年3月,全国,0017 牛乳・乳製品,99.2,
指数,2022年3月,全国,0018 牛乳,99.4,
指数,2022年3月,全国,1303 牛乳,99.4,
指数,2022年3月,全国,0019 乳製品,99,
指数,2022年3月,全国,1311 粉ミルク,100,
指数,2022年3月,全国,1333 ヨーグルト,98.7,
指数,2022年3月,全国,1321 バター,99.7,
指数,2022年3月,全国,1331 チーズ（国産品）,99.3,
指数,2022年3月,全国,1332 チーズ（輸入品）,99.8,
指数,2022年3月,全国,0020 卵,103.1,
指数,2022年3月,全国,1341 鶏卵,103.1,
指数,2022年3月,全国,0021 野菜・海藻,102.6,
指数,2022年3月,全国,0022 生鮮野菜,103.4,
指数,2022年3月,全国,1401 キャベツ,108.2,
指数,2022年3月,全国,1402 ほうれんそう,83.6,
指数,2022年3月,全国,1403 はくさい,94.6,
指数,2022年3月,全国,1405 ねぎ,92.6,
指数,2022年3月,全国,1406 レタス,117.8,
指数,2022年3月,全国,1409 ブロッコリー,82.4,
指数,2022年3月,全国,1407 もやし,102.6,
指数,2022年3月,全国,1410 アスパラガス,92.4,
指数,2022年3月,全国,1411 さつまいも,109.7,
指数,2022年3月,全国,1412 じゃがいも,128.9,
指数,2022年3月,全国,1413 さといも,95.3,
指数,2022年3月,全国,1414 だいこん,114.7,
指数,2022年3月,全国,1415 にんじん,82,
指数,2022年3月,全国,1416 ごぼう,104.8,
指数,2022年3月,全国,1417 たまねぎ,174.8,
指数,2022年3月,全国,1419 れんこん,103.6,
指数,2022年3月,全国,1420 ながいも,93.9,
指数,2022年3月,全国,1421 しょうが,95.5,
指数,2022年3月,全国,1432 さやいんげん,107.6,
指数,2022年3月,全国,1433 かぼちゃ,97.6,
指数,2022年3月,全国,1434 きゅうり,93.7,
指数,2022年3月,全国,1435 なす,105,
指数,2022年3月,全国,1436 トマト,92.7,
指数,2022年3月,全国,1437 ピーマン,109.8,
指数,2022年3月,全国,1438 生しいたけ,100.3,
指数,2022年3月,全国,1442 えのきたけ,98.4,
指数,2022年3月,全国,1443 しめじ,97.5,
指数,2022年3月,全国,1444 カット野菜,97.9,
指数,2022年3月,全国,0023 乾物・加工品類,101.1,
指数,2022年3月,全国,0024 乾物・海藻,100.3,
指数,2022年3月,全国,1453 干ししいたけ,100.6,
指数,2022年3月,全国,1461 干しのり,100.4,
指数,2022年3月,全国,1462 わかめ,98.9,
指数,2022年3月,全国,1463 こんぶ,103.3,
指数,2022年3月,全国,1464 ひじき,99.3,
指数,2022年3月,全国,0025 大豆加工品,101.5,
指数,2022年3月,全国,1471 豆腐,102.9,
指数,2022年3月,全国,1472 油揚げ,104.6,
指数,2022年3月,全国,1473 納豆,97.7,
指数,2022年3月,全国,0026 他の野菜・海藻加工品,101.2,
指数,2022年3月,全国,1481 こんにゃく,100,
指数,2022年3月,全国,1482 梅干し,99.9,
指数,2022年3月,全国,1483 だいこん漬,102.3,
指数,2022年3月,全国,1486 はくさい漬,101.5,
指数,2022年3月,全国,1487 キムチ,99.7,
指数,2022年3月,全国,1485 こんぶつくだ煮,104.2,
指数,2022年3月,全国,1491 野菜缶詰,103.7,
指数,2022年3月,全国,0027 果物,104.8,
指数,2022年3月,全国,0028 生鮮果物,105.7,
指数,2022年3月,全国,1502 りんご,106.7,
指数,2022年3月,全国,1511 みかん,132.8,
指数,2022年3月,全国,1515 オレンジ,121.7,
指数,2022年3月,全国,1517 しらぬひ,104.5,
指数,2022年3月,全国,1571 いちご,98.8,
指数,2022年3月,全国,1581 バナナ,99.2,
指数,2022年3月,全国,1582 キウイフルーツ,117.9,
指数,2022年3月,全国,1583 アボカド,111.3,
指数,2022年3月,全国,0029 果物加工品,95.5,
指数,2022年3月,全国,1594 ナッツ,95.5,
指数,2022年3月,全国,0030 油脂・調味料,103.7,
指数,2022年3月,全国,0031 油脂,129.2,
指数,2022年3月,全国,1601 食用油,132.2,
指数,2022年3月,全国,1602 マーガリン,109.9,
指数,2022年3月,全国,0032 調味料,100.6,
指数,2022年3月,全国,1611 食塩,97.7,
指数,2022年3月,全国,1621 しょう油,105,
指数,2022年3月,全国,1631 みそ,99.9,
指数,2022年3月,全国,1632 砂糖,105,
指数,2022年3月,全国,1633 酢,100.1,
指数,2022年3月,全国,1641 ソース,97.5,
指数,2022年3月,全国,1642 ケチャップ,99.5,
指数,2022年3月,全国,1643 マヨネーズ,120.3,
指数,2022年3月,全国,1645 ドレッシング,101.7,
指数,2022年3月,全国,1644 ジャム,104.3,
指数,2022年3月,全国,1652 カレールウ,97.9,
指数,2022年3月,全国,1653 乾燥スープ,97.5,
指数,2022年3月,全国,1654 風味調味料,96.1,
指数,2022年3月,全国,1656 ふりかけ,99.5,
指数,2022年3月,全国,1655 たれ,99.5,
指数,2022年3月,全国,1659 つゆ,99.1,
指数,2022年3月,全国,1657 合わせ調味料,97.3,
指数,2022年3月,全国,1658 パスタソース,105.3,
指数,2022年3月,全国,0033 菓子類,102.5,
指数,2022年3月,全国,1701 ようかん,101.8,
指数,2022年3月,全国,1702 まんじゅう,111.7,
指数,2022年3月,全国,1703 だいふく餅,109.1,
指数,2022年3月,全国,1711 カステラ,101.5,
指数,2022年3月,全国,1712 ケーキ,104.7,
指数,2022年3月,全国,1784 ゼリー,99.5,
指数,2022年3月,全国,1714 プリン,98,
指数,2022年3月,全国,1713 シュークリーム,101.6,
指数,2022年3月,全国,1715 ロールケーキ,103.2,
指数,2022年3月,全国,1741 せんべい,101.8,
指数,2022年3月,全国,1721 ビスケット,99.2,
指数,2022年3月,全国,1783 ポテトチップス,110.4,
指数,2022年3月,全国,1732 キャンデー,100.6,
指数,2022年3月,全国,1761 チョコレート,99.3,
指数,2022年3月,全国,1782 アイスクリーム,99.2,
指数,2022年3月,全国,1772 落花生,101,
指数,2022年3月,全国,1781 チューインガム,98.2,
指数,2022年3月,全国,0034 調理食品,102.1,
指数,2022年3月,全国,0035 主食的調理食品,101.5,
指数,2022年3月,全国,1795 すし（弁当）Ａ,103.8,
指数,2022年3月,全国,1798 すし（弁当）Ｂ,101.8,
指数,2022年3月,全国,1791 弁当Ａ,102.9,
指数,2022年3月,全国,1797 弁当Ｂ,99.6,
指数,2022年3月,全国,1793 おにぎり,99.9,
指数,2022年3月,全国,1792 調理パン,102.3,
指数,2022年3月,全国,1794 冷凍米飯,99.1,
指数,2022年3月,全国,1796 調理パスタ,100.9,
指数,2022年3月,全国,1799 調理ピザ,98.7,
指数,2022年3月,全国,1790 無菌包装米飯,97.3,
指数,2022年3月,全国,0036 他の調理食品,102.6,
指数,2022年3月,全国,1801 うなぎかば焼き,102,
指数,2022年3月,全国,1811 サラダ,102.9,
指数,2022年3月,全国,1821 コロッケ,102,
指数,2022年3月,全国,1831 豚カツ,97.4,
指数,2022年3月,全国,1842 からあげ,104,
指数,2022年3月,全国,1881 ぎょうざ,101.4,
指数,2022年3月,全国,1843 やきとり,104.6,
指数,2022年3月,全国,1844 ハンバーグ,101,
指数,2022年3月,全国,1851 冷凍調理コロッケ,99.1,
指数,2022年3月,全国,1852 冷凍調理ハンバーグ,102.5,
指数,2022年3月,全国,1853 冷凍ぎょうざ,97.5,
指数,2022年3月,全国,1871 調理カレー,110.5,
指数,2022年3月,全国,1891 混ぜごはんのもと,107.3,
指数,2022年3月,全国,1812 煮豆,99.8,
指数,2022年3月,全国,1802 焼き魚,107.9,
指数,2022年3月,全国,1813 きんぴら,100.8,
指数,2022年3月,全国,1814 焼豚,100.3,
指数,2022年3月,全国,1892 サラダチキン,100.8,
指数,2022年3月,全国,1893 おでん,100.4,
指数,2022年3月,全国,0037 飲料,102.6,
指数,2022年3月,全国,0038 茶類,100.5,
指数,2022年3月,全国,1902 緑茶,100.5,
指数,2022年3月,全国,1911 紅茶,116.8,
指数,2022年3月,全国,1914 茶飲料,98.3,
指数,2022年3月,全国,0039 コーヒー・ココア,107.1,
指数,2022年3月,全国,1921 インスタントコーヒー,109.4,
指数,2022年3月,全国,1922 コーヒー豆,116.8,
指数,2022年3月,全国,1923 コーヒー飲料Ａ,100.9,
指数,2022年3月,全国,1924 コーヒー飲料Ｂ,100.3,
指数,2022年3月,全国,0040 他の飲料,101.8,
指数,2022年3月,全国,1930 果実ジュース,99.7,
指数,2022年3月,全国,1931 果汁入り飲料,99.7,
指数,2022年3月,全国,1941 野菜ジュース,99.9,
指数,2022年3月,全国,1951 炭酸飲料,111.3,
