指数,年月,地域,カテゴリ,数値,単位
指数,2014年1月,全国,0001 総合,95.5,
指数,2014年1月,全国,0002 食料,90.2,
指数,2014年1月,全国,0003 穀類,93.9,
指数,2014年1月,全国,0004 米類,95.2,
指数,2014年1月,全国,1001 うるち米Ａ,96.7,
指数,2014年1月,全国,1002 うるち米Ｂ,94.5,
指数,2014年1月,全国,0005 パン,92.8,
指数,2014年1月,全国,1021 食パン,95.9,
指数,2014年1月,全国,1022 あんパン,89.9,
指数,2014年1月,全国,1023 カレーパン,93.3,
指数,2014年1月,全国,0006 麺類,91.9,
指数,2014年1月,全国,1031 ゆでうどん,92.1,
指数,2014年1月,全国,1041 そうめん,96.7,
指数,2014年1月,全国,1042 スパゲッティ,90.4,
指数,2014年1月,全国,1051 カップ麺,88.1,
指数,2014年1月,全国,1052 中華麺,94.4,
指数,2014年1月,全国,0007 他の穀類,94.4,
指数,2014年1月,全国,1071 小麦粉,85.3,
指数,2014年1月,全国,1081 もち,98.4,
指数,2014年1月,全国,0008 魚介類,82.2,
指数,2014年1月,全国,0009 生鮮魚介,82.6,
指数,2014年1月,全国,1101 まぐろ,90.5,
指数,2014年1月,全国,1102 あじ,94.1,
指数,2014年1月,全国,1103 いわし,102.6,
指数,2014年1月,全国,1106 さけ,82.8,
指数,2014年1月,全国,1107 さば,86,
指数,2014年1月,全国,1108 さんま,57.6,
指数,2014年1月,全国,1110 たい,87.4,
指数,2014年1月,全国,1111 ぶり,90.8,
指数,2014年1月,全国,1112 いか,48.9,
指数,2014年1月,全国,1113 たこ,71.6,
指数,2014年1月,全国,1114 えび,96.9,
指数,2014年1月,全国,1131 あさり,94.7,
指数,2014年1月,全国,1132 かき（貝）,90.9,
指数,2014年1月,全国,1133 ほたて貝,80.6,
指数,2014年1月,全国,0010 塩干魚介,76.7,
指数,2014年1月,全国,1141 塩さけ,68.9,
指数,2014年1月,全国,1142 たらこ,87.5,
指数,2014年1月,全国,1143 しらす干し,72.4,
指数,2014年1月,全国,1144 干しあじ,83,
指数,2014年1月,全国,1146 煮干し,88.7,
指数,2014年1月,全国,1150 ししゃも,64.6,
指数,2014年1月,全国,1167 いくら,71.9,
指数,2014年1月,全国,0011 魚肉練製品,89.2,
指数,2014年1月,全国,1151 揚げかまぼこ,87.5,
指数,2014年1月,全国,1152 ちくわ,89.6,
指数,2014年1月,全国,1153 かまぼこ,90.3,
指数,2014年1月,全国,0012 他の魚介加工品,83.5,
指数,2014年1月,全国,1161 かつお節,89.7,
指数,2014年1月,全国,1165 魚介漬物,79.6,
指数,2014年1月,全国,1166 魚介つくだ煮,78.6,
指数,2014年1月,全国,1173 魚介缶詰,93.1,
指数,2014年1月,全国,0013 肉類,86.5,
指数,2014年1月,全国,0014 生鮮肉,82.6,
指数,2014年1月,全国,1201 牛肉（国産品）,80.3,
指数,2014年1月,全国,1203 牛肉（輸入品）,70.1,
指数,2014年1月,全国,1211 豚肉（国産品）,81.2,
指数,2014年1月,全国,1221 鶏肉,90.6,
指数,2014年1月,全国,0015 加工肉,104.5,
指数,2014年1月,全国,1252 ハム,104.1,
指数,2014年1月,全国,1261 ソーセージ,106.2,
指数,2014年1月,全国,1271 ベーコン,100.5,
指数,2014年1月,全国,0016 乳卵類,91,
指数,2014年1月,全国,0017 牛乳・乳製品,89.6,
指数,2014年1月,全国,0018 牛乳,91.9,
指数,2014年1月,全国,1303 牛乳,92.1,
