指数,年月,地域,カテゴリ,数値,単位
指数,1974年3月,全国,0001 総合,45.3,
指数,1974年3月,全国,0002 食料,43.8,
指数,1974年3月,全国,0003 穀類,45.3,
指数,1974年3月,全国,0004 米類,49.4,
指数,1974年3月,全国,0005 パン,47.3,
指数,1974年3月,全国,1021 食パン,50,
指数,1974年3月,全国,1022 あんパン,42.9,
指数,1974年3月,全国,0006 麺類,48.5,
指数,1974年3月,全国,1041 そうめん,38.5,
指数,1974年3月,全国,1051 カップ麺,52.7,
指数,1974年3月,全国,0007 他の穀類,61.6,
指数,1974年3月,全国,1071 小麦粉,49.5,
指数,1974年3月,全国,0008 魚介類,34.9,
指数,1974年3月,全国,0009 生鮮魚介,37,
指数,1974年3月,全国,1101 まぐろ,46.7,
指数,1974年3月,全国,1102 あじ,48.1,
指数,1974年3月,全国,1103 いわし,30.5,
指数,1974年3月,全国,1104 かつお,48.4,
指数,1974年3月,全国,1106 さけ,44.4,
指数,1974年3月,全国,1107 さば,22.8,
指数,1974年3月,全国,1108 さんま,21.6,
指数,1974年3月,全国,1110 たい,69.2,
指数,1974年3月,全国,1111 ぶり,49.5,
指数,1974年3月,全国,1112 いか,30.8,
指数,1974年3月,全国,1113 たこ,28.1,
指数,1974年3月,全国,1131 あさり,16,
指数,1974年3月,全国,1132 かき（貝）,21.2,
指数,1974年3月,全国,0010 塩干魚介,33.1,
指数,1974年3月,全国,1141 塩さけ,44.8,
指数,1974年3月,全国,1142 たらこ,27.7,
指数,1974年3月,全国,1143 しらす干し,20.1,
指数,1974年3月,全国,1146 煮干し,31.3,
指数,1974年3月,全国,0011 魚肉練製品,32.3,
指数,1974年3月,全国,1151 揚げかまぼこ,26.7,
指数,1974年3月,全国,1152 ちくわ,33.1,
指数,1974年3月,全国,1153 かまぼこ,35.5,
指数,1974年3月,全国,0012 他の魚介加工品,33.9,
指数,1974年3月,全国,1161 かつお節,45.7,
指数,1974年3月,全国,0013 肉類,51.6,
指数,1974年3月,全国,0014 生鮮肉,48.8,
指数,1974年3月,全国,1201 牛肉（国産品）,36.4,
指数,1974年3月,全国,1211 豚肉（国産品）,46.3,
指数,1974年3月,全国,1221 鶏肉,68.9,
指数,1974年3月,全国,0015 加工肉,65.5,
指数,1974年3月,全国,1261 ソーセージ,62.4,
指数,1974年3月,全国,0016 乳卵類,68.5,
指数,1974年3月,全国,0017 牛乳・乳製品,61.5,
指数,1974年3月,全国,0018 牛乳,64.2,
指数,1974年3月,全国,0019 乳製品,50.2,
指数,1974年3月,全国,1311 粉ミルク,31.3,
指数,1974年3月,全国,1321 バター,43.9,
指数,1974年3月,全国,1331 チーズ（国産品）,43.7,
指数,1974年3月,全国,0020 卵,83.8,
指数,1974年3月,全国,1341 鶏卵,83.8,
指数,1974年3月,全国,0021 野菜・海藻,42.5,
指数,1974年3月,全国,0022 生鮮野菜,45.5,
指数,1974年3月,全国,1401 キャベツ,67.6,
指数,1974年3月,全国,1402 ほうれんそう,16.8,
指数,1974年3月,全国,1403 はくさい,37.6,
指数,1974年3月,全国,1405 ねぎ,25.4,
指数,1974年3月,全国,1406 レタス,73.1,
指数,1974年3月,全国,1411 さつまいも,34.7,
指数,1974年3月,全国,1412 じゃがいも,34.6,
指数,1974年3月,全国,1413 さといも,47.1,
指数,1974年3月,全国,1414 だいこん,47.9,
指数,1974年3月,全国,1415 にんじん,48.8,
指数,1974年3月,全国,1416 ごぼう,25.9,
指数,1974年3月,全国,1417 たまねぎ,73.6,
指数,1974年3月,全国,1419 れんこん,24.7,
指数,1974年3月,全国,1433 かぼちゃ,63.7,
指数,1974年3月,全国,1434 きゅうり,57.4,
指数,1974年3月,全国,1435 なす,49,
