指数,年月,地域,カテゴリ,数値,単位
指数,1984年12月,全国,0001 総合,83,
指数,1984年12月,全国,0002 食料,75.6,
指数,1984年12月,全国,0003 穀類,93,
指数,1984年12月,全国,0004 米類,112.9,
指数,1984年12月,全国,1001 うるち米Ａ,114.8,
指数,1984年12月,全国,1002 うるち米Ｂ,116.2,
指数,1984年12月,全国,0005 パン,77.4,
指数,1984年12月,全国,1021 食パン,81.9,
指数,1984年12月,全国,1022 あんパン,71.8,
指数,1984年12月,全国,0006 麺類,77.3,
指数,1984年12月,全国,1031 ゆでうどん,80,
指数,1984年12月,全国,1041 そうめん,68.4,
指数,1984年12月,全国,1051 カップ麺,74.1,
指数,1984年12月,全国,0007 他の穀類,92.6,
指数,1984年12月,全国,1071 小麦粉,79.4,
指数,1984年12月,全国,1081 もち,100,
指数,1984年12月,全国,0008 魚介類,70.4,
指数,1984年12月,全国,0009 生鮮魚介,78.3,
指数,1984年12月,全国,1101 まぐろ,93.1,
指数,1984年12月,全国,1102 あじ,140.7,
指数,1984年12月,全国,1103 いわし,46.5,
指数,1984年12月,全国,1104 かつお,73.3,
指数,1984年12月,全国,1106 さけ,65,
指数,1984年12月,全国,1107 さば,60.6,
指数,1984年12月,全国,1108 さんま,47.2,
指数,1984年12月,全国,1110 たい,105.2,
指数,1984年12月,全国,1111 ぶり,89.2,
指数,1984年12月,全国,1112 いか,59.7,
指数,1984年12月,全国,1113 たこ,56.6,
指数,1984年12月,全国,1114 えび,131.5,
指数,1984年12月,全国,1131 あさり,54.5,
指数,1984年12月,全国,1132 かき（貝）,50.9,
指数,1984年12月,全国,1133 ほたて貝,87.9,
指数,1984年12月,全国,0010 塩干魚介,64.3,
指数,1984年12月,全国,1141 塩さけ,73,
指数,1984年12月,全国,1142 たらこ,68.5,
指数,1984年12月,全国,1143 しらす干し,43.3,
指数,1984年12月,全国,1144 干しあじ,84.2,
指数,1984年12月,全国,1146 煮干し,63.3,
指数,1984年12月,全国,0011 魚肉練製品,59.6,
指数,1984年12月,全国,1151 揚げかまぼこ,58.6,
指数,1984年12月,全国,1152 ちくわ,61.9,
指数,1984年12月,全国,1153 かまぼこ,57.6,
指数,1984年12月,全国,0012 他の魚介加工品,58.1,
指数,1984年12月,全国,1161 かつお節,71.7,
指数,1984年12月,全国,0013 肉類,73.1,
指数,1984年12月,全国,0014 生鮮肉,69,
指数,1984年12月,全国,1201 牛肉（国産品）,56.1,
指数,1984年12月,全国,1203 牛肉（輸入品）,85.4,
指数,1984年12月,全国,1211 豚肉（国産品）,68.7,
指数,1984年12月,全国,1221 鶏肉,81.1,
指数,1984年12月,全国,0015 加工肉,92.8,
指数,1984年12月,全国,1252 ハム,103.8,
指数,1984年12月,全国,1261 ソーセージ,89.4,
指数,1984年12月,全国,1271 ベーコン,79,
指数,1984年12月,全国,0016 乳卵類,87.4,
指数,1984年12月,全国,0017 牛乳・乳製品,86.4,
指数,1984年12月,全国,0018 牛乳,85.3,
指数,1984年12月,全国,1303 牛乳,99.6,
指数,1984年12月,全国,0019 乳製品,87.3,
指数,1984年12月,全国,1311 粉ミルク,60.2,
指数,1984年12月,全国,1321 バター,75.6,
指数,1984年12月,全国,1331 チーズ（国産品）,68.1,
指数,1984年12月,全国,0020 卵,89,
指数,1984年12月,全国,1341 鶏卵,89,
指数,1984年12月,全国,0021 野菜・海藻,58.1,
指数,1984年12月,全国,0022 生鮮野菜,52.1,
指数,1984年12月,全国,1401 キャベツ,37.1,
指数,1984年12月,全国,1402 ほうれんそう,31.8,
指数,1984年12月,全国,1403 はくさい,23.8,
指数,1984年12月,全国,1405 ねぎ,38.6,
指数,1984年12月,全国,1406 レタス,44.1,
指数,1984年12月,全国,1407 もやし,91.9,
指数,1984年12月,全国,1411 さつまいも,52.9,
指数,1984年12月,全国,1412 じゃがいも,43.1,
指数,1984年12月,全国,1413 さといも,45.4,
指数,1984年12月,全国,1414 だいこん,47.7,
指数,1984年12月,全国,1415 にんじん,44,
指数,1984年12月,全国,1416 ごぼう,50.4,
指数,1984年12月,全国,1417 たまねぎ,87.3,
指数,1984年12月,全国,1419 れんこん,44.7,
指数,1984年12月,全国,1420 ながいも,87.3,
