指数,年月,地域,カテゴリ,数値,単位
指数,2006年7月,全国,0001 総合,95.3,
指数,2006年7月,全国,0002 食料,85.9,
指数,2006年7月,全国,0003 穀類,91.7,
指数,2006年7月,全国,0004 米類,99.8,
指数,2006年7月,全国,1001 うるち米Ａ,103.6,
指数,2006年7月,全国,1002 うるち米Ｂ,97.9,
指数,2006年7月,全国,0005 パン,85.7,
指数,2006年7月,全国,1021 食パン,87.6,
指数,2006年7月,全国,1022 あんパン,83.1,
指数,2006年7月,全国,1023 カレーパン,86.6,
指数,2006年7月,全国,0006 麺類,85.1,
指数,2006年7月,全国,1031 ゆでうどん,87.7,
指数,2006年7月,全国,1041 そうめん,86.6,
指数,2006年7月,全国,1042 スパゲッティ,83.1,
指数,2006年7月,全国,1051 カップ麺,75.6,
指数,2006年7月,全国,1052 中華麺,96.3,
指数,2006年7月,全国,0007 他の穀類,101.4,
指数,2006年7月,全国,1071 小麦粉,70.3,
指数,2006年7月,全国,1081 もち,116.1,
指数,2006年7月,全国,0008 魚介類,75.9,
指数,2006年7月,全国,0009 生鮮魚介,75.9,
指数,2006年7月,全国,1101 まぐろ,91.2,
指数,2006年7月,全国,1102 あじ,96.9,
指数,2006年7月,全国,1103 いわし,109.3,
指数,2006年7月,全国,1104 かつお,78.1,
指数,2006年7月,全国,1106 さけ,69.2,
指数,2006年7月,全国,1107 さば,85.1,
指数,2006年7月,全国,1108 さんま,60.7,
指数,2006年7月,全国,1110 たい,70.3,
指数,2006年7月,全国,1111 ぶり,86.5,
指数,2006年7月,全国,1112 いか,53.2,
指数,2006年7月,全国,1113 たこ,68.3,
指数,2006年7月,全国,1114 えび,78.1,
指数,2006年7月,全国,1131 あさり,82.8,
指数,2006年7月,全国,1133 ほたて貝,70,
指数,2006年7月,全国,0010 塩干魚介,73,
指数,2006年7月,全国,1141 塩さけ,58.7,
指数,2006年7月,全国,1142 たらこ,100.2,
指数,2006年7月,全国,1143 しらす干し,66.4,
指数,2006年7月,全国,1144 干しあじ,76,
指数,2006年7月,全国,1146 煮干し,92.7,
指数,2006年7月,全国,1150 ししゃも,65.7,
指数,2006年7月,全国,0011 魚肉練製品,84.6,
指数,2006年7月,全国,1151 揚げかまぼこ,79.4,
指数,2006年7月,全国,1152 ちくわ,84.8,
指数,2006年7月,全国,1153 かまぼこ,88.9,
