指数,年月,地域,カテゴリ,数値,単位
指数,1977年4月,全国,0001 総合,62.6,
指数,1977年4月,全国,0002 食料,60.2,
指数,1977年4月,全国,0003 穀類,69.1,
指数,1977年4月,全国,0004 米類,85.2,
指数,1977年4月,全国,1001 うるち米Ａ,87.9,
指数,1977年4月,全国,1002 うるち米Ｂ,89.1,
指数,1977年4月,全国,0005 パン,58.7,
指数,1977年4月,全国,1021 食パン,62.1,
指数,1977年4月,全国,1022 あんパン,54.3,
指数,1977年4月,全国,0006 麺類,52.3,
指数,1977年4月,全国,1031 ゆでうどん,57.5,
指数,1977年4月,全国,1041 そうめん,45.1,
指数,1977年4月,全国,1051 カップ麺,49.5,
指数,1977年4月,全国,0007 他の穀類,67.6,
指数,1977年4月,全国,1071 小麦粉,60,
指数,1977年4月,全国,1081 もち,72.2,
指数,1977年4月,全国,0008 魚介類,52.6,
指数,1977年4月,全国,0009 生鮮魚介,60.8,
指数,1977年4月,全国,1101 まぐろ,70.4,
指数,1977年4月,全国,1102 あじ,102.4,
指数,1977年4月,全国,1103 いわし,30.4,
指数,1977年4月,全国,1104 かつお,73.5,
指数,1977年4月,全国,1106 さけ,60.8,
指数,1977年4月,全国,1107 さば,33.7,
指数,1977年4月,全国,1108 さんま,68.4,
指数,1977年4月,全国,1110 たい,99.6,
指数,1977年4月,全国,1111 ぶり,74.4,
指数,1977年4月,全国,1112 いか,49.4,
指数,1977年4月,全国,1113 たこ,43.9,
指数,1977年4月,全国,1114 えび,103.3,
指数,1977年4月,全国,1131 あさり,30,
指数,1977年4月,全国,1132 かき（貝）,33.7,
指数,1977年4月,全国,0010 塩干魚介,46.2,
指数,1977年4月,全国,1141 塩さけ,59.6,
指数,1977年4月,全国,1142 たらこ,38.4,
指数,1977年4月,全国,1143 しらす干し,33.3,
指数,1977年4月,全国,1146 煮干し,46.7,
指数,1977年4月,全国,0011 魚肉練製品,39.9,
指数,1977年4月,全国,1151 揚げかまぼこ,36.7,
指数,1977年4月,全国,1152 ちくわ,39.5,
指数,1977年4月,全国,1153 かまぼこ,41.3,
指数,1977年4月,全国,0012 他の魚介加工品,43.6,
指数,1977年4月,全国,1161 かつお節,54.1,
指数,1977年4月,全国,0013 肉類,66.4,
指数,1977年4月,全国,0014 生鮮肉,63.8,
指数,1977年4月,全国,1201 牛肉（国産品）,47.5,
指数,1977年4月,全国,1211 豚肉（国産品）,62.4,
指数,1977年4月,全国,1221 鶏肉,83.5,
指数,1977年4月,全国,0015 加工肉,78.2,
指数,1977年4月,全国,1261 ソーセージ,74.7,
指数,1977年4月,全国,1271 ベーコン,70.7,
指数,1977年4月,全国,0016 乳卵類,84.3,
指数,1977年4月,全国,0017 牛乳・乳製品,79.6,
指数,1977年4月,全国,0018 牛乳,82.1,
指数,1977年4月,全国,1303 牛乳,99.3,
指数,1977年4月,全国,0019 乳製品,70.6,
指数,1977年4月,全国,1311 粉ミルク,45.8,
指数,1977年4月,全国,1321 バター,64.5,
指数,1977年4月,全国,1331 チーズ（国産品）,57.3,
指数,1977年4月,全国,0020 卵,94.5,
指数,1977年4月,全国,1341 鶏卵,94.5,
指数,1977年4月,全国,0021 野菜・海藻,51.6,
指数,1977年4月,全国,0022 生鮮野菜,55,
指数,1977年4月,全国,1401 キャベツ,66.3,
指数,1977年4月,全国,1402 ほうれんそう,24.1,
指数,1977年4月,全国,1403 はくさい,56.6,
指数,1977年4月,全国,1405 ねぎ,39.8,
指数,1977年4月,全国,1406 レタス,63.9,
指数,1977年4月,全国,1407 もやし,88.5,
指数,1977年4月,全国,1411 さつまいも,43.8,
指数,1977年4月,全国,1412 じゃがいも,42.9,
指数,1977年4月,全国,1413 さといも,29.3,
指数,1977年4月,全国,1414 だいこん,96.1,
指数,1977年4月,全国,1415 にんじん,36.4,
指数,1977年4月,全国,1416 ごぼう,38.6,
指数,1977年4月,全国,1417 たまねぎ,92.4,
指数,1977年4月,全国,1419 れんこん,47.2,
指数,1977年4月,全国,1433 かぼちゃ,107.6,
指数,1977年4月,全国,1434 きゅうり,55.8,
指数,1977年4月,全国,1435 なす,63.9,
指数,1977年4月,全国,1436 トマト,62.3,
指数,1977年4月,全国,1437 ピーマン,38.5,
指数,1977年4月,全国,1438 生しいたけ,62.6,
指数,1977年4月,全国,0023 乾物・加工品類,46.9,
指数,1977年4月,全国,0024 乾物・海藻,39.4,
指数,1977年4月,全国,1453 干ししいたけ,46.8,
指数,1977年4月,全国,1461 干しのり,53.1,
指数,1977年4月,全国,1462 わかめ,31.1,
指数,1977年4月,全国,1463 こんぶ,30.8,
指数,1977年4月,全国,0025 大豆加工品,59.4,
指数,1977年4月,全国,1471 豆腐,57.7,
指数,1977年4月,全国,1472 油揚げ,58.1,
指数,1977年4月,全国,1473 納豆,63.1,
指数,1977年4月,全国,0026 他の野菜・海藻加工品,43.1,
指数,1977年4月,全国,1481 こんにゃく,50.9,
指数,1977年4月,全国,1482 梅干し,27.3,
指数,1977年4月,全国,1483 だいこん漬,46.1,
指数,1977年4月,全国,1485 こんぶつくだ煮,38.1,
指数,1977年4月,全国,1491 野菜缶詰,82.4,
指数,1977年4月,全国,0027 果物,55,
指数,1977年4月,全国,0028 生鮮果物,54.2,
指数,1977年4月,全国,1502 りんご,77.4,
指数,1977年4月,全国,1511 みかん,35,
指数,1977年4月,全国,1571 いちご,48.4,
指数,1977年4月,全国,1581 バナナ,78.4,
指数,1977年4月,全国,0029 果物加工品,68.7,
指数,1977年4月,全国,0030 油脂・調味料,88.3,
指数,1977年4月,全国,0031 油脂,128.6,
指数,1977年4月,全国,1601 食用油,145.9,
指数,1977年4月,全国,1602 マーガリン,82.8,
指数,1977年4月,全国,0032 調味料,83.1,
指数,1977年4月,全国,1611 食塩,51.3,
指数,1977年4月,全国,1621 しょう油,83.2,
指数,1977年4月,全国,1631 みそ,76.8,
指数,1977年4月,全国,1632 砂糖,116,
指数,1977年4月,全国,1633 酢,88,
指数,1977年4月,全国,1641 ソース,98.2,
指数,1977年4月,全国,1642 ケチャップ,131.9,
指数,1977年4月,全国,1643 マヨネーズ,103.1,
指数,1977年4月,全国,1652 カレールウ,71,
指数,1977年4月,全国,1653 乾燥スープ,55.4,
指数,1977年4月,全国,0033 菓子類,57.9,
指数,1977年4月,全国,1701 ようかん,41.3,
指数,1977年4月,全国,1702 まんじゅう,50.4,
指数,1977年4月,全国,1711 カステラ,57.6,
指数,1977年4月,全国,1712 ケーキ,45.8,
指数,1977年4月,全国,1713 シュークリーム,66,
指数,1977年4月,全国,1741 せんべい,72.1,
指数,1977年4月,全国,1721 ビスケット,52.8,
指数,1977年4月,全国,1732 キャンデー,65,
指数,1977年4月,全国,1761 チョコレート,86,
指数,1977年4月,全国,1782 アイスクリーム,76.2,
指数,1977年4月,全国,1772 落花生,85,
指数,1977年4月,全国,1781 チューインガム,59.8,
指数,1977年4月,全国,0034 調理食品,56,
指数,1977年4月,全国,0036 他の調理食品,55,
指数,1977年4月,全国,1801 うなぎかば焼き,39.4,
指数,1977年4月,全国,1811 サラダ,39.9,
指数,1977年4月,全国,1821 コロッケ,52.6,
指数,1977年4月,全国,1831 豚カツ,62.6,
指数,1977年4月,全国,1851 冷凍調理コロッケ,67.1,
指数,1977年4月,全国,0037 飲料,87.9,
指数,1977年4月,全国,0038 茶類,73,
指数,1977年4月,全国,1902 緑茶,55,
指数,1977年4月,全国,1911 紅茶,83.5,
指数,1977年4月,全国,0039 コーヒー・ココア,99.6,
指数,1977年4月,全国,1921 インスタントコーヒー,93.4,
指数,1977年4月,全国,0040 他の飲料,91.9,
指数,1977年4月,全国,1931 果汁入り飲料,97.9,
指数,1977年4月,全国,1951 炭酸飲料,103.9,
指数,1977年4月,全国,1972 乳酸菌飲料,68.4,
指数,1977年4月,全国,0041 酒類,65.8,
指数,1977年4月,全国,2003 清酒,74.1,
指数,1977年4月,全国,2011 焼酎,47.2,
指数,1977年4月,全国,2021 ビール,61.5,
指数,1977年4月,全国,2033 ウイスキー,80.2,
指数,1977年4月,全国,0042 外食,52.3,
指数,1977年4月,全国,0043 一般外食,51.8,
指数,1977年4月,全国,2101 うどん（外食）,39.5,
指数,1977年4月,全国,2102 中華そば（外食）,42.4,
指数,1977年4月,全国,2121 すし（外食）Ｂ,47.6,
指数,1977年4月,全国,2132 天丼（外食）,51.2,
指数,1977年4月,全国,2133 カレーライス（外食）,47.7,
指数,1977年4月,全国,2141 ハンバーグ（外食）,58.6,
指数,1977年4月,全国,2161 サンドイッチ（外食）,55.5,
指数,1977年4月,全国,2162 コーヒー（外食）Ａ,54,
指数,1977年4月,全国,2171 ビール（外食）,49.5,
指数,1977年4月,全国,0044 学校給食,58.3,
指数,1977年4月,全国,2182 学校給食（小学校）,57.3,
指数,1977年4月,全国,2183 学校給食（中学校）,60.8,
指数,1977年4月,全国,0045 住居,52.2,
指数,1977年4月,全国,0046 家賃,53.1,
指数,1977年4月,全国,0047 民営家賃,58.7,
指数,1977年4月,全国,3000 民営家賃,58.7,
指数,1977年4月,全国,0048 公営・都市再生機構・公社家賃,38,
指数,1977年4月,全国,3016 公営家賃,40.1,
指数,1977年4月,全国,3017 都市再生機構・公社家賃,35.7,
指数,1977年4月,全国,0050 持家の帰属家賃,52.7,
指数,1977年4月,全国,3030 持家の帰属家賃,52.7,
指数,1977年4月,全国,0051 設備修繕・維持,46.9,
指数,1977年4月,全国,0052 設備材料,71.8,
指数,1977年4月,全国,3121 修繕材料,37.2,
指数,1977年4月,全国,0053 工事その他のサービス,42.1,
指数,1977年4月,全国,3151 畳替え代,49,
指数,1977年4月,全国,3176 水道工事費,24.6,
指数,1977年4月,全国,3175 塀工事費,37.2,
指数,1977年4月,全国,3171 ふすま張替費,40.5,
指数,1977年4月,全国,3172 大工手間代,41.6,
指数,1977年4月,全国,3180 火災・地震保険料,63.2,
指数,1977年4月,全国,0054 光熱・水道,58,
指数,1977年4月,全国,0056 電気代,78,
指数,1977年4月,全国,3500 電気代,78,
指数,1977年4月,全国,0057 ガス代,56.1,
指数,1977年4月,全国,3600 都市ガス代,69.1,
指数,1977年4月,全国,3612 プロパンガス,42.8,
指数,1977年4月,全国,0058 他の光熱,45.2,
指数,1977年4月,全国,3701 灯油,44.4,
指数,1977年4月,全国,3810 水道料,38.1,
指数,1977年4月,全国,0060 家具・家事用品,125.6,
指数,1977年4月,全国,0061 家庭用耐久財,335.5,
指数,1977年4月,全国,0062 家事用耐久財,883.9,
指数,1977年4月,全国,4002 電気炊飯器,398.3,
指数,1977年4月,全国,4011 ガステーブル,167.8,
指数,1977年4月,全国,4021 電気冷蔵庫,2811.6,
指数,1977年4月,全国,4032 電気掃除機,820.9,
指数,1977年4月,全国,4042 電気洗濯機（全自動洗濯機）,1309.5,
指数,1977年4月,全国,0063 冷暖房用器具,289.3,
指数,1977年4月,全国,0064 一般家具,66.1,
指数,1977年4月,全国,0066 室内装備品,124.8,
指数,1977年4月,全国,4121 カーペット,126.2,
指数,1977年4月,全国,4141 カーテン,68.2,
指数,1977年4月,全国,0070 寝具類,101.1,
指数,1977年4月,全国,4211 布団,122.9,
指数,1977年4月,全国,4251 敷布,70,
指数,1977年4月,全国,4271 布団カバー,95.3,
指数,1977年4月,全国,0073 家事雑貨,56.8,
指数,1977年4月,全国,0074 食器類,40.4,
指数,1977年4月,全国,4301 茶わん,38,
指数,1977年4月,全国,4302 皿,41.8,
指数,1977年4月,全国,0075 台所用品,58.6,
指数,1977年4月,全国,4331 鍋,53.9,
指数,1977年4月,全国,4342 スポンジたわし,54.2,
指数,1977年4月,全国,0076 他の家事雑貨,72.6,
指数,1977年4月,全国,4352 電球・ランプ,88.2,
指数,1977年4月,全国,4361 タオル,61.9,
指数,1977年4月,全国,0077 家事用消耗品,112.8,
指数,1977年4月,全国,0078 ティシュ・トイレットペーパー,98.6,
指数,1977年4月,全国,4413 トイレットペーパー,91.9,
指数,1977年4月,全国,0079 洗剤,150.6,
指数,1977年4月,全国,4431 台所用洗剤,149.2,
指数,1977年4月,全国,4441 洗濯用洗剤,156.8,
指数,1977年4月,全国,0080 他の家事用消耗品,95.3,
指数,1977年4月,全国,4401 ラップ,101.5,
指数,1977年4月,全国,4451 殺虫剤,81.4,
指数,1977年4月,全国,0081 家事サービス,43.2,
指数,1977年4月,全国,0174 家事代行料,41.5,
指数,1977年4月,全国,4501 家事代行料,41.5,
指数,1977年4月,全国,0175 清掃代,41.2,
指数,1977年4月,全国,0082 被服及び履物,57.7,
指数,1977年4月,全国,0083 衣料,56.5,
指数,1977年4月,全国,0084 和服,56,
指数,1977年4月,全国,5011 婦人用着物,60.4,
指数,1977年4月,全国,5041 婦人用帯,44.9,
指数,1977年4月,全国,0085 洋服,57.3,
指数,1977年4月,全国,0086 男子用洋服,60.8,
指数,1977年4月,全国,5101 背広服（春夏物，中級品）,66.1,
指数,1977年4月,全国,5102 背広服（秋冬物，中級品）,64.2,
指数,1977年4月,全国,5111 男子用上着,47.5,
指数,1977年4月,全国,5122 男子用ズボン（春夏物）,55.3,
指数,1977年4月,全国,5121 男子用ズボン（秋冬物）,47.4,
指数,1977年4月,全国,5123 男子用ズボン（ジーンズ）,49.7,
指数,1977年4月,全国,5131 男子用コート,62.9,
指数,1977年4月,全国,5141 男子用学校制服,49.7,
指数,1977年4月,全国,0087 婦人用洋服,42.9,
指数,1977年4月,全国,5162 婦人用スーツ（秋冬物，中級品）,39.3,
指数,1977年4月,全国,5181 婦人用スラックス（秋冬物）,36.1,
指数,1977年4月,全国,0088 子供用洋服,138.7,
指数,1977年4月,全国,5193 乳児服,61.8,
指数,1977年4月,全国,0089 シャツ・セーター・下着類,59.5,
指数,1977年4月,全国,0090 シャツ・セーター類,59,
指数,1977年4月,全国,0091 男子用シャツ・セーター類,60.5,
指数,1977年4月,全国,5202 ワイシャツ,72.4,
指数,1977年4月,全国,5211 男子用スポーツシャツ（長袖）,71.2,
指数,1977年4月,全国,5221 男子用セーター,58.3,
指数,1977年4月,全国,0092 婦人用シャツ・セーター類,56.3,
指数,1977年4月,全国,5231 ブラウス（長袖）,49.2,
指数,1977年4月,全国,5241 婦人用セーター（長袖）,53.4,
指数,1977年4月,全国,5242 婦人用セーター（半袖）,72.8,
指数,1977年4月,全国,0093 子供用シャツ・セーター類,73.4,
指数,1977年4月,全国,0094 下着類,57.2,
指数,1977年4月,全国,0095 男子用下着類,71.7,
指数,1977年4月,全国,5301 男子用シャツ（半袖）,74.3,
指数,1977年4月,全国,5311 男子用パンツ,64.2,
指数,1977年4月,全国,0096 婦人用下着類,42.3,
指数,1977年4月,全国,5351 婦人用ショーツ,57.2,
指数,1977年4月,全国,5361 ランジェリー,39.7,
指数,1977年4月,全国,0097 子供用下着類,69.2,
