指数,年月,地域,カテゴリ,数値,単位
指数,1980年4月,全国,0001 総合,72.6,
指数,1980年4月,全国,0002 食料,67,
指数,1980年4月,全国,0003 穀類,78.8,
指数,1980年4月,全国,0004 米類,97.1,
指数,1980年4月,全国,1001 うるち米Ａ,95.2,
指数,1980年4月,全国,1002 うるち米Ｂ,97.8,
指数,1980年4月,全国,0005 パン,66,
指数,1980年4月,全国,1021 食パン,69.3,
指数,1980年4月,全国,1022 あんパン,62.2,
指数,1980年4月,全国,0006 麺類,61.7,
指数,1980年4月,全国,1031 ゆでうどん,68.7,
指数,1980年4月,全国,1041 そうめん,51.1,
指数,1980年4月,全国,1051 カップ麺,59.8,
指数,1980年4月,全国,0007 他の穀類,74.6,
指数,1980年4月,全国,1071 小麦粉,65.1,
指数,1980年4月,全国,1081 もち,79.8,
指数,1980年4月,全国,0008 魚介類,63.8,
指数,1980年4月,全国,0009 生鮮魚介,71.2,
指数,1980年4月,全国,1101 まぐろ,83.3,
指数,1980年4月,全国,1102 あじ,115.3,
指数,1980年4月,全国,1103 いわし,33.1,
指数,1980年4月,全国,1104 かつお,75.6,
指数,1980年4月,全国,1106 さけ,73.7,
指数,1980年4月,全国,1107 さば,35.1,
指数,1980年4月,全国,1108 さんま,41.1,
指数,1980年4月,全国,1110 たい,110.1,
指数,1980年4月,全国,1111 ぶり,75.8,
指数,1980年4月,全国,1112 いか,62,
指数,1980年4月,全国,1113 たこ,71.1,
指数,1980年4月,全国,1114 えび,114.6,
指数,1980年4月,全国,1131 あさり,50.3,
指数,1980年4月,全国,1132 かき（貝）,30.1,
指数,1980年4月,全国,1133 ほたて貝,71.8,
指数,1980年4月,全国,0010 塩干魚介,60.3,
指数,1980年4月,全国,1141 塩さけ,71.6,
指数,1980年4月,全国,1142 たらこ,70.1,
指数,1980年4月,全国,1143 しらす干し,39.7,
指数,1980年4月,全国,1144 干しあじ,71.4,
指数,1980年4月,全国,1146 煮干し,52.2,
指数,1980年4月,全国,0011 魚肉練製品,52.6,
指数,1980年4月,全国,1151 揚げかまぼこ,50.2,
指数,1980年4月,全国,1152 ちくわ,55.5,
指数,1980年4月,全国,1153 かまぼこ,52.3,
指数,1980年4月,全国,0012 他の魚介加工品,48.6,
指数,1980年4月,全国,1161 かつお節,63,
指数,1980年4月,全国,0013 肉類,67.3,
指数,1980年4月,全国,0014 生鮮肉,64,
指数,1980年4月,全国,1201 牛肉（国産品）,53.2,
指数,1980年4月,全国,1203 牛肉（輸入品）,86.1,
指数,1980年4月,全国,1211 豚肉（国産品）,60.5,
指数,1980年4月,全国,1221 鶏肉,78.4,
指数,1980年4月,全国,0015 加工肉,83.1,
指数,1980年4月,全国,1252 ハム,94.9,
指数,1980年4月,全国,1261 ソーセージ,79.1,
指数,1980年4月,全国,1271 ベーコン,70.4,
指数,1980年4月,全国,0016 乳卵類,88.9,
指数,1980年4月,全国,0017 牛乳・乳製品,83.9,
指数,1980年4月,全国,0018 牛乳,86.2,
指数,1980年4月,全国,1303 牛乳,102.6,
指数,1980年4月,全国,0019 乳製品,76.1,
指数,1980年4月,全国,1311 粉ミルク,52.1,
指数,1980年4月,全国,1321 バター,69.2,
指数,1980年4月,全国,1331 チーズ（国産品）,58.3,
指数,1980年4月,全国,0020 卵,99.7,
指数,1980年4月,全国,1341 鶏卵,99.7,
指数,1980年4月,全国,0021 野菜・海藻,61,
指数,1980年4月,全国,0022 生鮮野菜,65.3,
指数,1980年4月,全国,1401 キャベツ,148,
指数,1980年4月,全国,1402 ほうれんそう,26.8,
指数,1980年4月,全国,1403 はくさい,131,
指数,1980年4月,全国,1405 ねぎ,45.9,
指数,1980年4月,全国,1406 レタス,79.8,
指数,1980年4月,全国,1407 もやし,90.8,
指数,1980年4月,全国,1411 さつまいも,48.6,
指数,1980年4月,全国,1412 じゃがいも,41.8,
指数,1980年4月,全国,1413 さといも,26.6,
指数,1980年4月,全国,1414 だいこん,125.9,
指数,1980年4月,全国,1415 にんじん,58,
指数,1980年4月,全国,1416 ごぼう,62.6,
指数,1980年4月,全国,1417 たまねぎ,51.5,
指数,1980年4月,全国,1419 れんこん,49.9,
指数,1980年4月,全国,1420 ながいも,50.8,
指数,1980年4月,全国,1432 さやいんげん,65.9,
指数,1980年4月,全国,1433 かぼちゃ,102.7,
指数,1980年4月,全国,1434 きゅうり,62.2,
指数,1980年4月,全国,1435 なす,69.8,
指数,1980年4月,全国,1436 トマト,59.8,
指数,1980年4月,全国,1437 ピーマン,61,
指数,1980年4月,全国,1438 生しいたけ,59.8,
指数,1980年4月,全国,0023 乾物・加工品類,55.1,
指数,1980年4月,全国,0024 乾物・海藻,47.8,
指数,1980年4月,全国,1453 干ししいたけ,53.2,
指数,1980年4月,全国,1461 干しのり,74.1,
指数,1980年4月,全国,1462 わかめ,33.8,
指数,1980年4月,全国,1463 こんぶ,33.8,
指数,1980年4月,全国,0025 大豆加工品,67.6,
指数,1980年4月,全国,1471 豆腐,66.1,
指数,1980年4月,全国,1472 油揚げ,67.3,
指数,1980年4月,全国,1473 納豆,64.5,
指数,1980年4月,全国,0026 他の野菜・海藻加工品,50.1,
指数,1980年4月,全国,1481 こんにゃく,56.3,
指数,1980年4月,全国,1482 梅干し,34.8,
指数,1980年4月,全国,1483 だいこん漬,52.2,
指数,1980年4月,全国,1485 こんぶつくだ煮,46.4,
指数,1980年4月,全国,1491 野菜缶詰,85.7,
指数,1980年4月,全国,0027 果物,52.5,
指数,1980年4月,全国,0028 生鮮果物,51.5,
指数,1980年4月,全国,1502 りんご,87.6,
指数,1980年4月,全国,1511 みかん,27.8,
指数,1980年4月,全国,1515 オレンジ,128.6,
指数,1980年4月,全国,1571 いちご,47.1,
指数,1980年4月,全国,1581 バナナ,71.6,
指数,1980年4月,全国,0029 果物加工品,75.6,
指数,1980年4月,全国,0030 油脂・調味料,91.9,
指数,1980年4月,全国,0031 油脂,123,
指数,1980年4月,全国,1601 食用油,138.4,
指数,1980年4月,全国,1602 マーガリン,81.6,
指数,1980年4月,全国,0032 調味料,88.3,
指数,1980年4月,全国,1611 食塩,50.6,
指数,1980年4月,全国,1621 しょう油,93.1,
指数,1980年4月,全国,1631 みそ,81.8,
指数,1980年4月,全国,1632 砂糖,124.7,
指数,1980年4月,全国,1633 酢,87.3,
指数,1980年4月,全国,1641 ソース,103.8,
指数,1980年4月,全国,1642 ケチャップ,137.3,
指数,1980年4月,全国,1643 マヨネーズ,100.6,
指数,1980年4月,全国,1652 カレールウ,76.2,
指数,1980年4月,全国,1653 乾燥スープ,57.6,
指数,1980年4月,全国,1654 風味調味料,91,
指数,1980年4月,全国,0033 菓子類,61.8,
指数,1980年4月,全国,1701 ようかん,46,
指数,1980年4月,全国,1702 まんじゅう,55.8,
指数,1980年4月,全国,1711 カステラ,61.5,
指数,1980年4月,全国,1712 ケーキ,49.7,
指数,1980年4月,全国,1713 シュークリーム,71,
指数,1980年4月,全国,1741 せんべい,73.9,
指数,1980年4月,全国,1721 ビスケット,53.9,
指数,1980年4月,全国,1783 ポテトチップス,65.7,
指数,1980年4月,全国,1732 キャンデー,64.9,
指数,1980年4月,全国,1761 チョコレート,104.7,
指数,1980年4月,全国,1782 アイスクリーム,75.8,
指数,1980年4月,全国,1772 落花生,88.3,
指数,1980年4月,全国,1781 チューインガム,59.7,
指数,1980年4月,全国,0034 調理食品,62.3,
指数,1980年4月,全国,0036 他の調理食品,61.2,
指数,1980年4月,全国,1801 うなぎかば焼き,42.8,
指数,1980年4月,全国,1811 サラダ,46,
指数,1980年4月,全国,1821 コロッケ,57.5,
指数,1980年4月,全国,1831 豚カツ,65,
指数,1980年4月,全国,1851 冷凍調理コロッケ,70,
指数,1980年4月,全国,0037 飲料,94.8,
指数,1980年4月,全国,0038 茶類,88.4,
指数,1980年4月,全国,1902 緑茶,67.3,
指数,1980年4月,全国,1911 紅茶,114,
指数,1980年4月,全国,0039 コーヒー・ココア,115.7,
指数,1980年4月,全国,1921 インスタントコーヒー,108.5,
指数,1980年4月,全国,0040 他の飲料,91.9,
指数,1980年4月,全国,1931 果汁入り飲料,97.8,
指数,1980年4月,全国,1941 野菜ジュース,80,
指数,1980年4月,全国,1951 炭酸飲料,104.2,
指数,1980年4月,全国,1972 乳酸菌飲料,68.4,
指数,1980年4月,全国,0041 酒類,76.2,
指数,1980年4月,全国,2003 清酒,88.7,
指数,1980年4月,全国,2011 焼酎,54.4,
指数,1980年4月,全国,2021 ビール,70.9,
指数,1980年4月,全国,2033 ウイスキー,87,
指数,1980年4月,全国,2041 ワイン（国産品）,101.9,
指数,1980年4月,全国,0042 外食,59.6,
指数,1980年4月,全国,0043 一般外食,59.3,
指数,1980年4月,全国,2101 うどん（外食）,47.8,
指数,1980年4月,全国,2102 中華そば（外食）,51.6,
指数,1980年4月,全国,2112 スパゲッティ（外食）,55.4,
指数,1980年4月,全国,2121 すし（外食）Ｂ,55.9,
指数,1980年4月,全国,2132 天丼（外食）,58.6,
指数,1980年4月,全国,2133 カレーライス（外食）,55.9,
指数,1980年4月,全国,2142 豚カツ定食（外食）,65.7,
指数,1980年4月,全国,2141 ハンバーグ（外食）,64.8,
指数,1980年4月,全国,2161 サンドイッチ（外食）,61.4,
指数,1980年4月,全国,2162 コーヒー（外食）Ａ,60.8,
指数,1980年4月,全国,2171 ビール（外食）,55.1,
指数,1980年4月,全国,0044 学校給食,65.6,
指数,1980年4月,全国,2182 学校給食（小学校）,64.6,
指数,1980年4月,全国,2183 学校給食（中学校）,67.8,
指数,1980年4月,全国,0045 住居,63.7,
指数,1980年4月,全国,0046 家賃,64.3,
指数,1980年4月,全国,0047 民営家賃,69.7,
指数,1980年4月,全国,3000 民営家賃,69.7,
指数,1980年4月,全国,0048 公営・都市再生機構・公社家賃,51.8,
指数,1980年4月,全国,3016 公営家賃,54.6,
指数,1980年4月,全国,3017 都市再生機構・公社家賃,48.6,
指数,1980年4月,全国,0050 持家の帰属家賃,64.1,
指数,1980年4月,全国,3030 持家の帰属家賃,64.1,
指数,1980年4月,全国,0051 設備修繕・維持,58.5,
指数,1980年4月,全国,0052 設備材料,91.9,
指数,1980年4月,全国,3101 システムバス,81.4,
指数,1980年4月,全国,3121 修繕材料,54.5,
指数,1980年4月,全国,0053 工事その他のサービス,52.2,
指数,1980年4月,全国,3151 畳替え代,52.8,
指数,1980年4月,全国,3176 水道工事費,32,
指数,1980年4月,全国,3175 塀工事費,49.6,
指数,1980年4月,全国,3174 植木職手間代,44,
指数,1980年4月,全国,3171 ふすま張替費,50.9,
指数,1980年4月,全国,3172 大工手間代,52.5,
指数,1980年4月,全国,3180 火災・地震保険料,71,
指数,1980年4月,全国,0054 光熱・水道,83,
指数,1980年4月,全国,0056 電気代,110.4,
指数,1980年4月,全国,3500 電気代,110.4,
指数,1980年4月,全国,0057 ガス代,78,
指数,1980年4月,全国,3600 都市ガス代,96.7,
指数,1980年4月,全国,3612 プロパンガス,58.8,
指数,1980年4月,全国,0058 他の光熱,83.6,
指数,1980年4月,全国,3701 灯油,86.4,
指数,1980年4月,全国,3810 水道料,45.8,
指数,1980年4月,全国,0060 家具・家事用品,138.8,
指数,1980年4月,全国,0061 家庭用耐久財,365.2,
指数,1980年4月,全国,0062 家事用耐久財,912,
指数,1980年4月,全国,4003 電子レンジ,1770.3,
指数,1980年4月,全国,4002 電気炊飯器,418,
指数,1980年4月,全国,4011 ガステーブル,167.3,
指数,1980年4月,全国,4021 電気冷蔵庫,2800.2,
指数,1980年4月,全国,4032 電気掃除機,877.3,
指数,1980年4月,全国,4042 電気洗濯機（全自動洗濯機）,1302.7,
指数,1980年4月,全国,0064 一般家具,79.7,
指数,1980年4月,全国,4092 食堂セット,70.2,
指数,1980年4月,全国,0066 室内装備品,131.7,
指数,1980年4月,全国,4121 カーペット,128.2,
指数,1980年4月,全国,4141 カーテン,90.7,
指数,1980年4月,全国,0070 寝具類,109.9,
指数,1980年4月,全国,4201 ベッド,85.3,
指数,1980年4月,全国,4211 布団,129.9,
指数,1980年4月,全国,4251 敷布,75.8,
指数,1980年4月,全国,4271 布団カバー,103.5,
指数,1980年4月,全国,0073 家事雑貨,65.9,
