指数,年月,地域,カテゴリ,数値,単位
指数,1976年6月,全国,0001 総合,57.9,
指数,1976年6月,全国,0002 食料,55.9,
指数,1976年6月,全国,0003 穀類,63.4,
指数,1976年6月,全国,0004 米類,77,
指数,1976年6月,全国,1001 うるち米Ａ,79.9,
指数,1976年6月,全国,1002 うるち米Ｂ,80.9,
指数,1976年6月,全国,0005 パン,54.5,
指数,1976年6月,全国,1021 食パン,56.8,
指数,1976年6月,全国,1022 あんパン,52.7,
指数,1976年6月,全国,0006 麺類,50,
指数,1976年6月,全国,1031 ゆでうどん,53.6,
指数,1976年6月,全国,1041 そうめん,42.4,
指数,1976年6月,全国,1051 カップ麺,48.7,
指数,1976年6月,全国,0007 他の穀類,64.6,
指数,1976年6月,全国,1071 小麦粉,54.6,
指数,1976年6月,全国,1081 もち,70.6,
指数,1976年6月,全国,0008 魚介類,44.6,
指数,1976年6月,全国,0009 生鮮魚介,50,
指数,1976年6月,全国,1101 まぐろ,63.5,
指数,1976年6月,全国,1102 あじ,65.2,
指数,1976年6月,全国,1103 いわし,29,
指数,1976年6月,全国,1104 かつお,45.1,
指数,1976年6月,全国,1106 さけ,53.4,
指数,1976年6月,全国,1107 さば,27.3,
指数,1976年6月,全国,1108 さんま,37.7,
指数,1976年6月,全国,1110 たい,81.3,
指数,1976年6月,全国,1111 ぶり,68.4,
指数,1976年6月,全国,1112 いか,37.9,
指数,1976年6月,全国,1113 たこ,41.4,
指数,1976年6月,全国,1114 えび,93.1,
指数,1976年6月,全国,1131 あさり,23.9,
指数,1976年6月,全国,0010 塩干魚介,39.8,
指数,1976年6月,全国,1141 塩さけ,52.2,
指数,1976年6月,全国,1142 たらこ,28.3,
指数,1976年6月,全国,1143 しらす干し,30.4,
指数,1976年6月,全国,1146 煮干し,44.9,
指数,1976年6月,全国,0011 魚肉練製品,37.1,
指数,1976年6月,全国,1151 揚げかまぼこ,33,
指数,1976年6月,全国,1152 ちくわ,36.6,
指数,1976年6月,全国,1153 かまぼこ,39,
指数,1976年6月,全国,0012 他の魚介加工品,39.3,
指数,1976年6月,全国,1161 かつお節,51.4,
指数,1976年6月,全国,0013 肉類,67.7,
指数,1976年6月,全国,0014 生鮮肉,65.4,
指数,1976年6月,全国,1201 牛肉（国産品）,46.2,
指数,1976年6月,全国,1211 豚肉（国産品）,66.7,
指数,1976年6月,全国,1221 鶏肉,82.9,
指数,1976年6月,全国,0015 加工肉,78.2,
指数,1976年6月,全国,1261 ソーセージ,74.2,
指数,1976年6月,全国,1271 ベーコン,72.5,
指数,1976年6月,全国,0016 乳卵類,80,
指数,1976年6月,全国,0017 牛乳・乳製品,79,
指数,1976年6月,全国,0018 牛乳,82.2,
指数,1976年6月,全国,1303 牛乳,100.4,
指数,1976年6月,全国,0019 乳製品,66.7,
指数,1976年6月,全国,1311 粉ミルク,40.6,
指数,1976年6月,全国,1321 バター,61.7,
指数,1976年6月,全国,1331 チーズ（国産品）,58,
指数,1976年6月,全国,0020 卵,82.2,
指数,1976年6月,全国,1341 鶏卵,82.2,
指数,1976年6月,全国,0021 野菜・海藻,45,
指数,1976年6月,全国,0022 生鮮野菜,45.9,
指数,1976年6月,全国,1401 キャベツ,53.5,
指数,1976年6月,全国,1402 ほうれんそう,38.2,
指数,1976年6月,全国,1403 はくさい,59.8,
指数,1976年6月,全国,1405 ねぎ,33.5,
指数,1976年6月,全国,1406 レタス,49.6,
指数,1976年6月,全国,1407 もやし,85.2,
指数,1976年6月,全国,1411 さつまいも,42.8,
指数,1976年6月,全国,1412 じゃがいも,42.7,
指数,1976年6月,全国,1413 さといも,83.5,
指数,1976年6月,全国,1414 だいこん,81.4,
指数,1976年6月,全国,1415 にんじん,49.8,
指数,1976年6月,全国,1416 ごぼう,45.5,
指数,1976年6月,全国,1417 たまねぎ,62.3,
指数,1976年6月,全国,1419 れんこん,52.7,
指数,1976年6月,全国,1433 かぼちゃ,49.5,
指数,1976年6月,全国,1434 きゅうり,42.9,
指数,1976年6月,全国,1435 なす,55.8,
指数,1976年6月,全国,1436 トマト,38.2,
指数,1976年6月,全国,1437 ピーマン,32.6,
指数,1976年6月,全国,1438 生しいたけ,93.6,
指数,1976年6月,全国,0023 乾物・加工品類,44,
指数,1976年6月,全国,0024 乾物・海藻,35.8,
指数,1976年6月,全国,1453 干ししいたけ,39.6,
指数,1976年6月,全国,1461 干しのり,50.3,
