指数,年月,地域,カテゴリ,数値,単位
指数,2025年9月,全国,0001 総合,112,
指数,2025年9月,全国,0002 食料,127,
指数,2025年9月,全国,0003 穀類,148.2,
指数,2025年9月,全国,0004 米類,208.2,
指数,2025年9月,全国,1001 うるち米Ａ,206.1,
指数,2025年9月,全国,1002 うるち米Ｂ,209.3,
指数,2025年9月,全国,0005 パン,125.6,
指数,2025年9月,全国,1021 食パン,126.5,
指数,2025年9月,全国,1022 あんパン,122.1,
指数,2025年9月,全国,1023 カレーパン,131,
指数,2025年9月,全国,0006 麺類,121,
指数,2025年9月,全国,1031 ゆでうどん,128.8,
指数,2025年9月,全国,1041 そうめん,116.5,
指数,2025年9月,全国,1042 スパゲッティ,122.9,
指数,2025年9月,全国,1051 カップ麺,119.1,
指数,2025年9月,全国,1052 中華麺,119.7,
指数,2025年9月,全国,0007 他の穀類,122.7,
指数,2025年9月,全国,1071 小麦粉,136.3,
指数,2025年9月,全国,1081 もち,120.2,
指数,2025年9月,全国,1090 シリアル,119,
指数,2025年9月,全国,0008 魚介類,131.3,
指数,2025年9月,全国,0009 生鮮魚介,129.2,
指数,2025年9月,全国,1101 まぐろ,115.6,
指数,2025年9月,全国,1102 あじ,123.8,
指数,2025年9月,全国,1103 いわし,123.7,
指数,2025年9月,全国,1104 かつお,124.7,
指数,2025年9月,全国,1106 さけ,140.4,
指数,2025年9月,全国,1107 さば,131.2,
指数,2025年9月,全国,1108 さんま,142.3,
指数,2025年9月,全国,1110 たい,122.9,
指数,2025年9月,全国,1111 ぶり,126.9,
指数,2025年9月,全国,1112 いか,124.6,
指数,2025年9月,全国,1113 たこ,145.3,
指数,2025年9月,全国,1114 えび,111.3,
指数,2025年9月,全国,1131 あさり,133.4,
指数,2025年9月,全国,1133 ほたて貝,182.8,
指数,2025年9月,全国,0010 塩干魚介,137.8,
指数,2025年9月,全国,1141 塩さけ,149,
指数,2025年9月,全国,1142 たらこ,121.6,
指数,2025年9月,全国,1143 しらす干し,141.5,
指数,2025年9月,全国,1144 干しあじ,128.4,
指数,2025年9月,全国,1146 煮干し,158.3,
指数,2025年9月,全国,1150 ししゃも,124.2,
指数,2025年9月,全国,1167 いくら,145.4,
指数,2025年9月,全国,0011 魚肉練製品,129.5,
指数,2025年9月,全国,1151 揚げかまぼこ,126.5,
指数,2025年9月,全国,1152 ちくわ,130.9,
指数,2025年9月,全国,1153 かまぼこ,131,
指数,2025年9月,全国,0012 他の魚介加工品,132.6,
指数,2025年9月,全国,1161 かつお節,143,
指数,2025年9月,全国,1165 魚介漬物,140.4,
指数,2025年9月,全国,1166 魚介つくだ煮,125.4,
指数,2025年9月,全国,1173 魚介缶詰,124.3,
指数,2025年9月,全国,0013 肉類,123,
指数,2025年9月,全国,0014 生鮮肉,124.7,
指数,2025年9月,全国,1201 牛肉（国産品）,114.2,
指数,2025年9月,全国,1203 牛肉（輸入品）,140.8,
指数,2025年9月,全国,1211 豚肉（国産品）,128.3,
指数,2025年9月,全国,1214 豚肉（輸入品）,123.1,
指数,2025年9月,全国,1221 鶏肉,121.6,
指数,2025年9月,全国,0015 加工肉,116.1,
指数,2025年9月,全国,1252 ハム,119.9,
指数,2025年9月,全国,1261 ソーセージ,109.6,
指数,2025年9月,全国,1271 ベーコン,124.8,
指数,2025年9月,全国,1292 味付け肉,119.3,
指数,2025年9月,全国,0016 乳卵類,129.9,
指数,2025年9月,全国,0017 牛乳・乳製品,126.8,
指数,2025年9月,全国,0018 牛乳,126.1,
指数,2025年9月,全国,1303 牛乳,126.1,
指数,2025年9月,全国,0019 乳製品,127.2,
指数,2025年9月,全国,1311 粉ミルク,123.2,
指数,2025年9月,全国,1333 ヨーグルト,121,
指数,2025年9月,全国,1321 バター,138.4,
指数,2025年9月,全国,1331 チーズ（国産品）,144.5,
指数,2025年9月,全国,1332 チーズ（輸入品）,129.9,
指数,2025年9月,全国,0020 卵,142.4,
指数,2025年9月,全国,1341 鶏卵,142.4,
指数,2025年9月,全国,0021 野菜・海藻,128.5,
指数,2025年9月,全国,0022 生鮮野菜,130,
指数,2025年9月,全国,1401 キャベツ,85.5,
指数,2025年9月,全国,1402 ほうれんそう,177.9,
指数,2025年9月,全国,1403 はくさい,171.4,
指数,2025年9月,全国,1405 ねぎ,142.3,
指数,2025年9月,全国,1406 レタス,137.7,
指数,2025年9月,全国,1409 ブロッコリー,150.8,
指数,2025年9月,全国,1407 もやし,113.5,
指数,2025年9月,全国,1410 アスパラガス,115.1,
指数,2025年9月,全国,1411 さつまいも,123.1,
指数,2025年9月,全国,1412 じゃがいも,126.9,
指数,2025年9月,全国,1413 さといも,150.2,
指数,2025年9月,全国,1414 だいこん,164.4,
指数,2025年9月,全国,1415 にんじん,131.5,
指数,2025年9月,全国,1416 ごぼう,140,
指数,2025年9月,全国,1417 たまねぎ,157.4,
指数,2025年9月,全国,1419 れんこん,90.4,
指数,2025年9月,全国,1420 ながいも,126.4,
指数,2025年9月,全国,1421 しょうが,161.7,
指数,2025年9月,全国,1430 えだまめ,117,
指数,2025年9月,全国,1432 さやいんげん,153,
指数,2025年9月,全国,1433 かぼちゃ,128.1,
指数,2025年9月,全国,1434 きゅうり,123.9,
指数,2025年9月,全国,1435 なす,103.1,
指数,2025年9月,全国,1436 トマト,158.6,
指数,2025年9月,全国,1437 ピーマン,108.9,
指数,2025年9月,全国,1438 生しいたけ,111.8,
指数,2025年9月,全国,1442 えのきたけ,110.6,
指数,2025年9月,全国,1443 しめじ,108.3,
指数,2025年9月,全国,1444 カット野菜,110.3,
指数,2025年9月,全国,0023 乾物・加工品類,125.5,
指数,2025年9月,全国,0024 乾物・海藻,140.2,
指数,2025年9月,全国,1453 干ししいたけ,130.1,
指数,2025年9月,全国,1461 干しのり,160.2,
指数,2025年9月,全国,1462 わかめ,123.3,
指数,2025年9月,全国,1463 こんぶ,125.8,
指数,2025年9月,全国,1464 ひじき,121.6,
指数,2025年9月,全国,0025 大豆加工品,119.3,
指数,2025年9月,全国,1471 豆腐,121.9,
指数,2025年9月,全国,1472 油揚げ,126.3,
指数,2025年9月,全国,1473 納豆,111.7,
指数,2025年9月,全国,0026 他の野菜・海藻加工品,121.6,
指数,2025年9月,全国,1481 こんにゃく,109.8,
指数,2025年9月,全国,1482 梅干し,111.2,
指数,2025年9月,全国,1483 だいこん漬,134.9,
指数,2025年9月,全国,1486 はくさい漬,117.8,
